attrition_flag,customer_age,gender,dependent_count,education_level,marital_status,income_category,card_category,credit_limit
Existing Customer,46,F,3,Doctorate,Single,Less than $40K,Blue,15987.0
Existing Customer,52,F,2,College,Divorced,Less than $40K,Blue,15987.0
Existing Customer,52,M,2,Post-Graduate,Single,$80K - $120K,Blue,34516.0
Attrited Customer,52,F,3,Uneducated,Married,Less than $40K,Blue,
Existing Customer,47,F,3,High School,Married,Unknown,Blue,7469.0
Existing Customer,58,M,1,Graduate,Married,$80K - $120K,Blue,34516.0
Existing Customer,46,F,3,High School,Single,Less than $40K,Silver,12569.0
Existing Customer,49,M,2,Graduate,Married,$80K - $120K,Blue,34516.0
Existing Customer,55,M,4,Graduate,Single,$80K - $120K,Blue,34516.0
Existing Customer,40,F,4,High School,Married,Less than $40K,Blue,15534.0
Existing Customer,36,M,4,Graduate,Married,$80K - $120K,Blue,34516.0
Existing Customer,57,M,3,Graduate,Single,$120K +,Blue,34516.0
Existing Customer,45,F,5,Unknown,Single,Less than $40K,Blue,15987.0
Existing Customer,73,M,0,Graduate,Married,Less than $40K,Blue,15987.0
Attrited Customer,49,M,3,Graduate,Married,$80K - $120K,Blue,34516.0
Existing Customer,37,F,2,High School,Single,Less than $40K,Blue,15987.0
Attrited Customer,36,M,3,College,Married,$80K - $120K,Blue,
Existing Customer,47,M,2,Graduate,Unknown,$80K - $120K,Blue,34516.0
Existing Customer,55,M,2,High School,Single,$60K - $80K,Blue,34516.0
Existing Customer,48,M,3,Post-Graduate,Divorced,$80K - $120K,Blue,34516.0
Existing Customer,46,M,2,Graduate,Married,$40K - $60K,Blue,23981.0
Existing Customer,44,M,3,Post-Graduate,Divorced,$80K - $120K,Gold,33184.0
Existing Customer,56,M,3,Graduate,Married,$60K - $80K,Blue,34516.0
Existing Customer,36,M,2,College,Single,$80K - $120K,Blue,34516.0
Existing Customer,41,M,2,High School,Single,$120K +,Blue,34516.0
Existing Customer,40,M,3,High School,Married,$80K - $120K,Blue,34516.0
Existing Customer,56,F,3,High School,Married,Less than $40K,Blue,15987.0
Existing Customer,55,M,3,High School,Single,$120K +,Blue,34516.0
Existing Customer,48,M,4,College,Married,$60K - $80K,Blue,34516.0
Attrited Customer,59,F,2,Uneducated,Divorced,Less than $40K,Blue,15109.0
Existing Customer,47,F,3,College,Single,Less than $40K,Blue,15987.0
Attrited Customer,47,F,1,High School,Single,Unknown,Blue,34516.0
Existing Customer,55,F,1,Graduate,Single,Less than $40K,Blue,15987.0
Attrited Customer,54,M,2,Uneducated,Single,$40K - $60K,Blue,23981.0
Existing Customer,39,M,3,Graduate,Single,$60K - $80K,Blue,34516.0
Existing Customer,35,M,0,Unknown,Single,Less than $40K,Silver,11060.0
Attrited Customer,47,F,4,Post-Graduate,Single,Less than $40K,Blue,15164.0
Existing Customer,62,F,0,High School,Single,Less than $40K,Blue,15987.0
Existing Customer,58,F,3,Unknown,Married,Less than $40K,Blue,15987.0
Existing Customer,42,F,4,Unknown,Married,Less than $40K,Blue,15987.0
Existing Customer,36,F,1,College,Single,Less than $40K,Blue,15987.0
Existing Customer,50,M,1,Uneducated,Married,$120K +,Blue,34516.0
Existing Customer,57,M,2,Uneducated,Single,$40K - $60K,Blue,23981.0
Existing Customer,38,F,5,Uneducated,Married,Less than $40K,Blue,15987.0
Existing Customer,42,M,1,Uneducated,Single,$60K - $80K,Blue,34516.0
Attrited Customer,61,M,0,Graduate,Single,$40K - $60K,Blue,23981.0
Existing Customer,38,F,3,High School,Married,$40K - $60K,Blue,23981.0
Existing Customer,55,F,2,Graduate,Single,Less than $40K,Blue,15261.0
Existing Customer,51,M,2,College,Single,$120K +,Blue,34516.0
Existing Customer,37,M,2,High School,Single,$40K - $60K,Blue,23981.0
Attrited Customer,34,F,4,Graduate,Married,Less than $40K,Blue,15487.0
Existing Customer,41,M,4,Doctorate,Married,$60K - $80K,Blue,34516.0
Attrited Customer,62,M,0,High School,Married,$40K - $60K,Blue,23981.0
Existing Customer,52,M,2,College,Married,$60K - $80K,Blue,34516.0
Existing Customer,53,F,2,Graduate,Married,Unknown,Blue,34516.0
Existing Customer,53,F,3,Post-Graduate,Married,Less than $40K,Blue,15987.0
Existing Customer,40,F,4,Graduate,Divorced,Less than $40K,Blue,15987.0
Existing Customer,60,M,1,Uneducated,Married,Less than $40K,Blue,15987.0
Existing Customer,56,F,2,Graduate,Single,Unknown,Blue,34516.0
Existing Customer,26,F,0,Unknown,Unknown,Less than $40K,Blue,15987.0
Existing Customer,52,M,1,Unknown,Married,$80K - $120K,Blue,34516.0
Existing Customer,39,F,1,Unknown,Single,Less than $40K,Blue,15987.0
Attrited Customer,48,F,2,Graduate,Single,Less than $40K,Blue,15987.0
Existing Customer,46,F,2,Uneducated,Single,Less than $40K,Blue,15987.0
Existing Customer,28,M,0,Post-Graduate,Single,Less than $40K,Blue,15987.0
Existing Customer,54,F,0,Graduate,Divorced,Less than $40K,Blue,15987.0
Existing Customer,33,F,1,High School,Unknown,Less than $40K,Blue,15987.0
Attrited Customer,41,F,4,Unknown,Single,Unknown,Blue,
Existing Customer,49,M,3,Graduate,Single,Less than $40K,Blue,15987.0
Existing Customer,39,F,2,Uneducated,Single,Less than $40K,Blue,15987.0
Existing Customer,41,M,4,Graduate,Married,$60K - $80K,Blue,34516.0
Existing Customer,49,F,3,Graduate,Married,Unknown,Blue,34516.0
Attrited Customer,51,F,3,Uneducated,Married,Less than $40K,Blue,15109.0
Existing Customer,54,M,3,Doctorate,Married,$80K - $120K,Blue,34516.0
Existing Customer,43,M,3,Uneducated,Single,$60K - $80K,Blue,34516.0
Existing Customer,50,M,1,Doctorate,Single,$60K - $80K,Blue,34516.0
Existing Customer,63,M,0,Graduate,Single,Less than $40K,Blue,15987.0
Existing Customer,30,F,1,Graduate,Married,Less than $40K,Blue,15987.0
Attrited Customer,36,F,2,High School,Single,Less than $40K,Blue,15987.0
Existing Customer,29,F,0,High School,Single,Unknown,Blue,34516.0
Existing Customer,48,F,1,Doctorate,Married,Less than $40K,Blue,15987.0
Existing Customer,39,M,2,High School,Single,$60K - $80K,Blue,34516.0
Existing Customer,50,F,2,Uneducated,Married,Unknown,Blue,0.0
Existing Customer,55,F,3,Uneducated,Single,Less than $40K,Blue,15987.0
Existing Customer,46,F,4,Unknown,Unknown,Less than $40K,Blue,15365.0
Existing Customer,51,F,1,Uneducated,Married,Less than $40K,Blue,15987.0
Existing Customer,55,F,2,College,Married,$40K - $60K,Blue,3735.0
Attrited Customer,43,M,3,Unknown,Single,$60K - $80K,Blue,34516.0
Existing Customer,44,M,3,Graduate,Single,$60K - $80K,Silver,33521.0
Existing Customer,60,M,1,Graduate,Single,$40K - $60K,Blue,23981.0
Existing Customer,53,M,0,Graduate,Single,$80K - $120K,Silver,34516.0
Existing Customer,55,F,3,Graduate,Single,Less than $40K,Blue,15987.0
Attrited Customer,44,F,3,Uneducated,Married,Unknown,Silver,34516.0
Existing Customer,53,M,1,Uneducated,Married,$120K +,Blue,34516.0
Existing Customer,49,F,5,Graduate,Single,Unknown,Blue,34516.0
Existing Customer,39,M,3,Uneducated,Single,$60K - $80K,Blue,34516.0
Existing Customer,51,M,2,Post-Graduate,Unknown,$80K - $120K,Blue,34516.0
Existing Customer,60,M,0,Uneducated,Single,$80K - $120K,Blue,34516.0
Existing Customer,53,F,2,Unknown,Single,$40K - $60K,Blue,23981.0
Existing Customer,47,M,1,High School,Married,$60K - $80K,Blue,34516.0
Attrited Customer,44,F,4,Graduate,Married,Unknown,Blue,
Existing Customer,43,M,1,High School,Single,$60K - $80K,Blue,34516.0
Existing Customer,48,F,2,College,Divorced,Less than $40K,Blue,15987.0
Existing Customer,48,M,2,Graduate,Divorced,Less than $40K,Silver,13138.0
Attrited Customer,53,F,3,Graduate,Married,$40K - $60K,Blue,23981.0
Existing Customer,48,F,4,Graduate,Single,Unknown,Blue,34516.0
Existing Customer,34,M,2,Graduate,Married,$120K +,Blue,34516.0
Existing Customer,42,F,4,Unknown,Married,Less than $40K,Blue,15365.0
Existing Customer,42,F,2,Graduate,Single,Unknown,Silver,30310.0
Existing Customer,45,M,2,Uneducated,Married,$60K - $80K,Blue,34516.0
Existing Customer,61,F,1,Uneducated,Single,Unknown,Blue,34516.0
Existing Customer,48,F,3,Uneducated,Single,$40K - $60K,Blue,23981.0
Existing Customer,59,F,0,College,Single,Less than $40K,Blue,15987.0
Existing Customer,30,F,1,High School,Unknown,Less than $40K,Blue,15569.0
Existing Customer,51,F,3,Graduate,Married,Unknown,Blue,34516.0
Existing Customer,47,M,1,High School,Married,$80K - $120K,Silver,34516.0
Attrited Customer,46,F,3,High School,Unknown,Less than $40K,Blue,15109.0
Existing Customer,51,M,3,Graduate,Married,$80K - $120K,Blue,34516.0
Existing Customer,47,F,3,Unknown,Single,Unknown,Blue,34516.0
Existing Customer,39,F,1,Unknown,Single,Less than $40K,Blue,15365.0
Existing Customer,48,M,4,Graduate,Married,$80K - $120K,Silver,34516.0
Attrited Customer,35,F,3,Unknown,Unknown,Unknown,Blue,34516.0
Existing Customer,44,M,3,Graduate,Divorced,$60K - $80K,Blue,34516.0
Attrited Customer,47,F,4,Uneducated,Married,$40K - $60K,Blue,23981.0
Attrited Customer,48,M,3,Post-Graduate,Divorced,$80K - $120K,Blue,34516.0
Existing Customer,43,F,4,Graduate,Married,Less than $40K,Blue,15987.0
Existing Customer,49,M,3,Uneducated,Married,$120K +,Blue,34516.0
Existing Customer,57,M,0,Uneducated,Married,$60K - $80K,Blue,34516.0
Existing Customer,47,M,3,Doctorate,Unknown,$60K - $80K,Blue,34516.0
Existing Customer,38,M,4,Post-Graduate,Married,$80K - $120K,Blue,33184.0
Existing Customer,40,M,2,Unknown,Single,$120K +,Blue,34516.0
Existing Customer,56,M,2,Graduate,Married,$80K - $120K,Blue,34516.0
Existing Customer,33,M,3,Graduate,Divorced,$120K +,Blue,34516.0
Existing Customer,51,F,3,Graduate,Single,Unknown,Blue,0.0
Existing Customer,43,M,5,Graduate,Married,$120K +,Blue,34516.0
Existing Customer,38,M,4,Graduate,Single,$60K - $80K,Blue,34516.0
Existing Customer,38,F,4,Uneducated,Single,Unknown,Blue,0.0
Existing Customer,49,F,1,Unknown,Married,Less than $40K,Blue,15987.0
Existing Customer,62,F,1,High School,Single,Unknown,Blue,34516.0
Existing Customer,33,M,3,High School,Married,$60K - $80K,Blue,34516.0
Attrited Customer,49,F,3,High School,Married,Unknown,Blue,34516.0
Attrited Customer,49,M,3,Uneducated,Married,$80K - $120K,Blue,34516.0
Attrited Customer,59,M,0,High School,Single,Less than $40K,Silver,12609.0
Attrited Customer,34,M,0,High School,Married,$60K - $80K,Blue,34516.0
Existing Customer,50,M,1,High School,Unknown,$40K - $60K,Blue,22725.0
Attrited Customer,49,F,0,Post-Graduate,Single,Less than $40K,Blue,15164.0
Existing Customer,37,M,3,Uneducated,Married,$40K - $60K,Blue,23981.0
Existing Customer,27,F,0,Graduate,Married,Unknown,Blue,34516.0
Existing Customer,52,F,3,Doctorate,Unknown,Less than $40K,Blue,15987.0
Existing Customer,55,M,1,Uneducated,Single,$120K +,Blue,34516.0
Existing Customer,39,M,2,Graduate,Married,$80K - $120K,Blue,34516.0
Existing Customer,54,F,2,Unknown,Single,Unknown,Blue,34516.0
Existing Customer,38,F,2,College,Married,Unknown,Blue,34516.0
Existing Customer,49,M,2,Unknown,Married,Less than $40K,Blue,15987.0
Existing Customer,45,M,4,Uneducated,Single,$80K - $120K,Blue,34516.0
Attrited Customer,52,F,1,Graduate,Single,Less than $40K,Blue,15487.0
Existing Customer,46,M,3,High School,Single,$60K - $80K,Blue,34516.0
Attrited Customer,43,F,4,Post-Graduate,Single,Less than $40K,Blue,15987.0
Existing Customer,45,F,5,College,Single,$40K - $60K,Blue,23981.0
Existing Customer,35,F,2,Unknown,Single,Less than $40K,Blue,15987.0
Attrited Customer,49,M,3,College,Married,$80K - $120K,Blue,34516.0
Existing Customer,53,M,3,Uneducated,Married,$80K - $120K,Blue,34516.0
Existing Customer,42,F,3,High School,Married,$40K - $60K,Blue,23981.0
Existing Customer,41,M,5,Unknown,Married,$80K - $120K,Blue,34516.0
Existing Customer,41,M,3,College,Divorced,$80K - $120K,Blue,34516.0
Existing Customer,53,F,2,Graduate,Married,Unknown,Blue,34516.0
Existing Customer,38,F,1,Uneducated,Single,Less than $40K,Blue,15987.0
Existing Customer,38,M,2,High School,Single,$60K - $80K,Silver,33182.0
Attrited Customer,52,M,2,High School,Single,$120K +,Blue,34516.0
Existing Customer,47,F,4,Graduate,Divorced,$40K - $60K,Blue,23981.0
Existing Customer,52,M,1,High School,Divorced,$120K +,Blue,34516.0
Existing Customer,43,M,4,High School,Single,$60K - $80K,Blue,34516.0
Existing Customer,47,M,3,Unknown,Single,$120K +,Blue,34516.0
Existing Customer,49,M,4,Uneducated,Married,$80K - $120K,Blue,14938.0
Attrited Customer,38,F,2,High School,Unknown,Less than $40K,Blue,15987.0
Existing Customer,61,F,0,Graduate,Single,Less than $40K,Blue,15261.0
Existing Customer,28,F,1,Unknown,Single,Unknown,Blue,34516.0
Attrited Customer,42,F,2,Post-Graduate,Married,Less than $40K,Blue,15987.0
Attrited Customer,36,F,2,Graduate,Single,Less than $40K,Blue,15109.0
Existing Customer,46,M,3,College,Single,$60K - $80K,Blue,34516.0
Existing Customer,43,F,3,Unknown,Single,Less than $40K,Blue,15987.0
Existing Customer,41,F,1,High School,Single,Less than $40K,Blue,15987.0
Existing Customer,53,F,0,Graduate,Single,Less than $40K,Blue,15704.0
Attrited Customer,46,M,1,Graduate,Single,$40K - $60K,Blue,23981.0
Existing Customer,43,F,5,Uneducated,Single,Less than $40K,Blue,15987.0
Existing Customer,50,F,3,Uneducated,Married,Unknown,Blue,34516.0
Attrited Customer,48,F,3,Graduate,Single,$40K - $60K,Blue,23981.0
Existing Customer,45,F,4,Graduate,Single,Less than $40K,Blue,15987.0
Attrited Customer,45,F,3,High School,Married,Unknown,Blue,
Existing Customer,39,F,1,Graduate,Married,$40K - $60K,Blue,23981.0
Existing Customer,62,F,2,Doctorate,Single,Unknown,Blue,34516.0
Attrited Customer,44,F,2,College,Single,Less than $40K,Blue,15487.0
Existing Customer,46,F,2,Unknown,Married,Less than $40K,Blue,15365.0
Existing Customer,44,F,4,Uneducated,Unknown,$40K - $60K,Blue,23981.0
Existing Customer,61,F,1,Graduate,Married,Unknown,Blue,0.0
Existing Customer,42,M,2,Graduate,Married,$80K - $120K,Blue,34516.0
Existing Customer,51,M,2,Unknown,Single,$120K +,Blue,34516.0
Existing Customer,53,F,2,High School,Married,Less than $40K,Blue,15534.0
Existing Customer,44,F,2,College,Single,$40K - $60K,Blue,23981.0
Existing Customer,38,F,2,Graduate,Single,Less than $40K,Blue,15016.0
Existing Customer,54,F,3,Uneducated,Single,$40K - $60K,Blue,23981.0
Existing Customer,43,F,3,High School,Unknown,Unknown,Blue,34516.0
Existing Customer,49,F,2,Unknown,Married,Less than $40K,Blue,15987.0
Existing Customer,51,M,3,College,Married,$80K - $120K,Blue,34516.0
Existing Customer,52,F,2,Graduate,Single,Less than $40K,Blue,15704.0
Existing Customer,44,M,1,College,Single,$60K - $80K,Blue,34516.0
Existing Customer,47,M,5,Unknown,Divorced,$40K - $60K,Blue,23981.0
Attrited Customer,47,M,5,Uneducated,Married,$40K - $60K,Blue,
Existing Customer,54,M,1,Graduate,Married,$80K - $120K,Blue,34516.0
Attrited Customer,48,F,4,Graduate,Single,Less than $40K,Blue,15487.0
Existing Customer,43,F,2,Unknown,Married,Less than $40K,Blue,15987.0
Existing Customer,53,F,2,Graduate,Single,Less than $40K,Blue,15987.0
Existing Customer,47,M,5,Unknown,Single,$80K - $120K,Blue,34516.0
Existing Customer,50,M,2,Unknown,Married,$60K - $80K,Blue,34516.0
Existing Customer,53,F,1,Graduate,Single,Less than $40K,Blue,15987.0
Existing Customer,52,F,4,Graduate,Single,Unknown,Blue,34516.0
Existing Customer,33,M,2,High School,Single,$120K +,Blue,34516.0
Attrited Customer,43,M,4,College,Single,$60K - $80K,Blue,34516.0
Existing Customer,41,M,2,High School,Married,$120K +,Blue,34516.0
Existing Customer,47,F,3,Post-Graduate,Single,Less than $40K,Blue,15987.0
Attrited Customer,47,F,3,Graduate,Married,Unknown,Blue,7469.0
Existing Customer,40,F,5,Uneducated,Married,Less than $40K,Blue,15987.0
Existing Customer,40,M,4,Graduate,Single,$60K - $80K,Blue,34516.0
Existing Customer,53,F,1,High School,Married,$40K - $60K,Blue,23981.0
Existing Customer,44,F,3,College,Married,Unknown,Blue,34516.0
Existing Customer,34,M,2,High School,Single,$120K +,Blue,34516.0
Existing Customer,28,F,1,High School,Divorced,Unknown,Blue,34516.0
Existing Customer,42,F,3,Uneducated,Divorced,Less than $40K,Blue,15365.0
Existing Customer,60,M,0,Uneducated,Married,Less than $40K,Blue,15987.0
Existing Customer,49,F,4,Graduate,Single,Less than $40K,Blue,15987.0
Existing Customer,32,M,2,Graduate,Married,$80K - $120K,Blue,34516.0
Attrited Customer,41,F,2,Graduate,Married,$40K - $60K,Silver,15198.0
Existing Customer,40,M,2,High School,Unknown,$40K - $60K,Silver,20231.0
Existing Customer,40,F,2,Graduate,Married,Less than $40K,Blue,15987.0
Existing Customer,52,F,3,High School,Married,Less than $40K,Blue,15534.0
Existing Customer,44,M,4,Post-Graduate,Married,$60K - $80K,Blue,34516.0
Attrited Customer,49,M,3,Post-Graduate,Single,$80K - $120K,Blue,
Existing Customer,52,F,2,Graduate,Unknown,$40K - $60K,Blue,23981.0
Existing Customer,46,M,1,High School,Married,$120K +,Blue,34516.0
Existing Customer,41,F,2,College,Unknown,Unknown,Blue,34516.0
Existing Customer,47,M,4,Unknown,Single,$80K - $120K,Blue,34516.0
Attrited Customer,46,M,2,College,Married,$60K - $80K,Blue,34516.0
Existing Customer,37,M,1,Graduate,Single,Unknown,Blue,34516.0
Existing Customer,34,F,2,Graduate,Single,Less than $40K,Blue,15987.0
Existing Customer,53,M,2,Graduate,Single,$60K - $80K,Blue,34516.0
Existing Customer,60,F,1,Post-Graduate,Married,Unknown,Blue,34516.0
Existing Customer,58,M,1,Uneducated,Single,$60K - $80K,Blue,34516.0
Attrited Customer,59,F,1,Graduate,Single,Less than $40K,Blue,15987.0
Existing Customer,52,F,2,College,Divorced,Unknown,Blue,34516.0
Existing Customer,49,F,2,College,Single,Less than $40K,Blue,15987.0
Existing Customer,50,M,3,Graduate,Single,$40K - $60K,Blue,22722.0
Existing Customer,50,F,2,Uneducated,Single,Less than $40K,Blue,15987.0
Existing Customer,38,F,3,High School,Single,$40K - $60K,Blue,23051.0
Existing Customer,46,F,3,Graduate,Married,Less than $40K,Blue,15016.0
Existing Customer,44,M,5,Graduate,Married,$60K - $80K,Blue,34516.0
Existing Customer,59,F,1,Graduate,Single,$40K - $60K,Silver,16677.0
Existing Customer,57,M,2,Unknown,Single,$120K +,Blue,34516.0
Existing Customer,55,F,1,Doctorate,Married,Unknown,Blue,34516.0
Existing Customer,49,M,3,College,Married,$80K - $120K,Blue,14938.0
Existing Customer,57,F,2,Uneducated,Married,$40K - $60K,Blue,23981.0
