attrition_flag,customer_age,gender,dependent_count,education_level,marital_status,income_category,card_category,credit_limit
Existing Customer,53,F,2,High School,Single,Less than $40K,Blue,1438.3
Existing Customer,53,F,1,High School,Married,Less than $40K,Blue,2324.0
Existing Customer,44,F,3,Graduate,Married,Less than $40K,Blue,1438.3
Existing Customer,33,M,1,High School,Single,$40K - $60K,Blue,2657.0
Existing Customer,47,M,3,High School,Married,$80K - $120K,Blue,21165.0
Existing Customer,33,F,2,Graduate,Single,Less than $40K,Blue,6131.0
Existing Customer,44,F,4,Post-Graduate,Single,Less than $40K,Blue,2256.0
Existing Customer,52,F,3,High School,Single,Less than $40K,Blue,1954.0
Attrited Customer,55,M,3,Doctorate,Unknown,$80K - $120K,Blue,30997.0
Existing Customer,43,F,3,High School,Unknown,Unknown,Blue,9851.0
Attrited Customer,46,F,4,High School,Married,Unknown,Blue,2952.0
Existing Customer,44,M,3,High School,Divorced,$120K +,Blue,6176.0
Existing Customer,38,F,2,Graduate,Single,Less than $40K,Blue,3590.0
Existing Customer,26,F,0,Graduate,Single,Less than $40K,Blue,2543.0
Attrited Customer,61,F,1,High School,Married,Less than $40K,Blue,4147.0
Existing Customer,38,M,3,Graduate,Single,$120K +,Blue,31636.0
Existing Customer,45,F,4,Graduate,Unknown,Unknown,Blue,12778.0
Existing Customer,52,M,0,Graduate,Single,$80K - $120K,Blue,11909.0
Existing Customer,41,M,4,Unknown,Married,$120K +,Blue,14046.0
Existing Customer,49,M,2,Graduate,Single,$40K - $60K,Blue,6509.0
Attrited Customer,43,M,2,Unknown,Single,$40K - $60K,Blue,13068.0
Existing Customer,49,M,1,Unknown,Married,$120K +,Blue,32563.0
Existing Customer,55,M,2,Unknown,Divorced,$60K - $80K,Blue,24589.0
Existing Customer,48,F,3,High School,Single,Less than $40K,Blue,3520.0
Existing Customer,53,M,3,High School,Married,$60K - $80K,Blue,5264.0
Existing Customer,30,M,2,Graduate,Single,Unknown,Blue,20030.0
Existing Customer,41,M,2,High School,Married,$60K - $80K,Blue,5397.0
Existing Customer,44,M,3,College,Single,$40K - $60K,Silver,17077.0
Existing Customer,60,F,1,High School,Divorced,Less than $40K,Blue,3845.0
Existing Customer,55,M,3,High School,Married,Less than $40K,Blue,4165.0
Existing Customer,38,M,3,Unknown,Married,Less than $40K,Blue,2463.0
Existing Customer,49,M,3,Uneducated,Married,$40K - $60K,Blue,6185.0
Attrited Customer,43,M,2,Graduate,Married,$80K - $120K,Blue,12464.0
Attrited Customer,48,F,3,Graduate,Single,Less than $40K,Blue,5997.0
Existing Customer,49,M,4,Graduate,Single,$80K - $120K,Blue,3999.0
Attrited Customer,36,F,2,Graduate,Married,Less than $40K,Blue,2580.0
Existing Customer,47,M,5,Uneducated,Married,$80K - $120K,Blue,15894.0
Attrited Customer,46,M,0,Uneducated,Married,$40K - $60K,Silver,17161.0
Existing Customer,48,F,4,Graduate,Single,Less than $40K,Blue,1605.0
Existing Customer,48,M,5,Graduate,Single,$80K - $120K,Blue,2384.0
Existing Customer,48,M,4,Post-Graduate,Married,$60K - $80K,Blue,8923.0
Existing Customer,39,F,2,Graduate,Single,Unknown,Blue,2464.0
Existing Customer,59,F,0,Post-Graduate,Married,Less than $40K,Blue,7692.0
Existing Customer,30,F,0,High School,Single,Less than $40K,Blue,5240.0
Existing Customer,41,F,2,Uneducated,Single,Less than $40K,Blue,2652.0
Existing Customer,43,F,4,Graduate,Married,Less than $40K,Blue,4228.0
Existing Customer,60,M,1,Uneducated,Unknown,Less than $40K,Blue,3790.0
Existing Customer,54,M,3,High School,Married,$80K - $120K,Blue,3038.0
Existing Customer,34,M,4,Graduate,Single,$40K - $60K,Blue,2849.0
Existing Customer,45,F,2,High School,Single,Unknown,Blue,5700.0
Existing Customer,53,M,1,Graduate,Single,$80K - $120K,Blue,20231.0
Existing Customer,40,F,5,High School,Married,Less than $40K,Blue,1968.0
Existing Customer,33,M,1,Graduate,Single,$80K - $120K,Blue,2904.0
Existing Customer,53,M,3,High School,Married,$60K - $80K,Blue,5264.0
Existing Customer,65,F,0,Graduate,Married,$40K - $60K,Blue,5903.0
Existing Customer,32,F,1,High School,Single,Less than $40K,Gold,15987.0
Existing Customer,35,F,3,Unknown,Married,$40K - $60K,Blue,1438.3
Existing Customer,47,F,3,High School,Single,Less than $40K,Blue,6218.0
Attrited Customer,50,M,1,Unknown,Single,$80K - $120K,Blue,3460.0
Attrited Customer,41,F,5,Graduate,Married,Less than $40K,Blue,2892.0
Existing Customer,43,F,3,Uneducated,Married,Unknown,Blue,6971.0
Existing Customer,42,F,3,Graduate,Single,Less than $40K,Blue,3028.0
Existing Customer,45,M,3,College,Married,$40K - $60K,Blue,1892.0
Existing Customer,50,M,2,Post-Graduate,Married,$80K - $120K,Blue,1867.0
Existing Customer,53,M,0,Graduate,Single,$80K - $120K,Blue,18591.0
Existing Customer,53,M,2,Graduate,Single,$60K - $80K,Blue,4386.0
Existing Customer,57,M,0,Graduate,Married,$40K - $60K,Blue,2300.0
Existing Customer,55,M,1,College,Married,$60K - $80K,Blue,16427.0
Existing Customer,42,M,3,Unknown,Married,$120K +,Blue,14046.0
Existing Customer,44,F,4,Uneducated,Single,$40K - $60K,Blue,3131.0
Existing Customer,53,M,3,Uneducated,Married,$80K - $120K,Blue,6704.0
Existing Customer,49,M,4,Post-Graduate,Single,$80K - $120K,Blue,14804.0
Existing Customer,48,M,5,Graduate,Married,$80K - $120K,Silver,34516.0
Existing Customer,44,F,1,Unknown,Single,Less than $40K,Blue,5087.0
Existing Customer,59,F,1,College,Married,Less than $40K,Blue,2143.0
Existing Customer,39,F,2,Post-Graduate,Married,Less than $40K,Blue,2917.0
Existing Customer,53,M,3,High School,Married,$60K - $80K,Blue,1438.3
Existing Customer,44,F,2,Graduate,Married,$40K - $60K,Blue,2990.0
Existing Customer,32,F,1,Graduate,Divorced,Less than $40K,Blue,2428.0
Attrited Customer,43,F,3,High School,Single,Less than $40K,Blue,1661.0
Existing Customer,44,F,2,Unknown,Married,Less than $40K,Blue,6633.0
Existing Customer,53,M,3,College,Married,$60K - $80K,Blue,5264.0
Existing Customer,44,F,3,Uneducated,Single,Less than $40K,Blue,1438.3
Existing Customer,39,F,4,Uneducated,Married,Less than $40K,Blue,2925.0
Existing Customer,48,F,2,Uneducated,Married,Unknown,Blue,1755.0
Existing Customer,47,M,4,College,Married,$60K - $80K,Blue,13093.0
Attrited Customer,45,F,4,High School,Married,$40K - $60K,Blue,12355.0
Existing Customer,39,F,2,Uneducated,Married,Less than $40K,Blue,7049.0
Existing Customer,45,F,2,Graduate,Married,Less than $40K,Blue,1513.0
Existing Customer,28,F,1,Uneducated,Divorced,Less than $40K,Blue,2166.0
Existing Customer,50,F,2,Graduate,Married,Less than $40K,Blue,9546.0
Existing Customer,46,M,5,High School,Married,$80K - $120K,Silver,34516.0
Existing Customer,50,F,0,Graduate,Married,Less than $40K,Blue,1438.3
Attrited Customer,47,F,4,Uneducated,Single,Unknown,Blue,3137.0
Existing Customer,48,M,5,Post-Graduate,Married,$80K - $120K,Blue,1438.3
Existing Customer,55,F,3,Graduate,Married,Less than $40K,Blue,1438.3
Existing Customer,43,F,3,Graduate,Divorced,Less than $40K,Blue,2890.0
Existing Customer,52,F,2,Graduate,Single,Less than $40K,Blue,2484.0
Attrited Customer,40,F,2,Doctorate,Divorced,Less than $40K,Blue,2892.0
Existing Customer,41,M,4,High School,Unknown,$60K - $80K,Blue,2978.0
Existing Customer,41,M,2,Graduate,Single,$80K - $120K,Blue,11247.0
Existing Customer,43,M,3,Graduate,Unknown,$60K - $80K,Blue,6538.0
Existing Customer,56,F,1,Post-Graduate,Married,Unknown,Blue,5338.0
Existing Customer,44,F,5,Graduate,Divorced,$40K - $60K,Blue,7434.0
Existing Customer,43,F,4,Uneducated,Married,Less than $40K,Blue,1531.0
Existing Customer,61,F,0,Graduate,Unknown,Less than $40K,Blue,2378.0
Attrited Customer,53,F,4,Uneducated,Married,$40K - $60K,Blue,8769.0
Existing Customer,35,M,3,High School,Married,$40K - $60K,Blue,1458.0
Existing Customer,51,F,0,Doctorate,Married,Unknown,Blue,2492.0
Existing Customer,55,M,3,Unknown,Single,$60K - $80K,Silver,28831.0
Existing Customer,54,F,1,College,Married,Less than $40K,Blue,1740.0
Existing Customer,42,F,3,Unknown,Married,Unknown,Blue,2321.0
Existing Customer,34,F,1,College,Married,Less than $40K,Blue,1476.0
Existing Customer,60,M,1,Unknown,Single,$40K - $60K,Blue,3984.0
Attrited Customer,44,F,4,High School,Married,$40K - $60K,Blue,2919.0
Existing Customer,47,F,4,Post-Graduate,Married,$40K - $60K,Blue,5918.0
Existing Customer,35,F,2,High School,Married,Less than $40K,Blue,3019.0
Existing Customer,42,M,3,Post-Graduate,Married,$60K - $80K,Blue,5376.0
Existing Customer,43,F,3,College,Divorced,$40K - $60K,Blue,2594.0
Existing Customer,40,F,3,College,Married,Less than $40K,Blue,1758.0
Attrited Customer,43,M,3,High School,Single,$80K - $120K,Blue,6548.0
Existing Customer,26,F,0,Post-Graduate,Single,Less than $40K,Blue,2132.0
Existing Customer,35,M,2,High School,Divorced,$40K - $60K,Blue,8599.0
Attrited Customer,48,F,2,Doctorate,Married,Less than $40K,Blue,3547.0
Attrited Customer,57,M,3,Graduate,Single,$60K - $80K,Blue,4386.0
Existing Customer,57,F,3,High School,Married,$40K - $60K,Blue,5731.0
Existing Customer,34,F,1,Graduate,Single,$40K - $60K,Blue,5645.0
Existing Customer,54,F,5,Unknown,Married,Less than $40K,Blue,3176.0
Existing Customer,49,M,2,Post-Graduate,Married,$60K - $80K,Blue,8077.0
Attrited Customer,37,M,3,Unknown,Single,$40K - $60K,Silver,16386.0
Existing Customer,35,F,2,Graduate,Married,$40K - $60K,Blue,1959.0
Existing Customer,46,M,3,Uneducated,Married,Less than $40K,Blue,4165.0
Existing Customer,57,F,3,High School,Divorced,$40K - $60K,Blue,2072.0
Existing Customer,53,M,3,Uneducated,Married,$60K - $80K,Blue,2501.0
Existing Customer,59,M,1,Graduate,Single,$60K - $80K,Blue,17721.0
Existing Customer,52,M,5,Graduate,Divorced,$120K +,Gold,34516.0
Existing Customer,40,F,2,Unknown,Married,Unknown,Blue,8314.0
Existing Customer,42,F,4,Uneducated,Single,Unknown,Blue,5254.0
Existing Customer,45,F,4,Unknown,Married,Less than $40K,Blue,2606.0
Attrited Customer,53,F,2,Graduate,Single,Less than $40K,Blue,1874.0
Existing Customer,47,M,3,Uneducated,Single,Unknown,Blue,28410.0
Existing Customer,34,M,1,Unknown,Single,$80K - $120K,Blue,23561.0
Existing Customer,57,M,0,Doctorate,Single,$80K - $120K,Blue,12045.0
Existing Customer,60,F,0,Graduate,Married,Less than $40K,Blue,3773.0
Attrited Customer,59,F,2,Doctorate,Single,Less than $40K,Blue,8516.0
Existing Customer,41,F,3,Graduate,Divorced,Less than $40K,Blue,3203.0
Existing Customer,44,F,3,Graduate,Married,$40K - $60K,Blue,5369.0
Existing Customer,53,F,2,Graduate,Married,$40K - $60K,Blue,2396.0
Existing Customer,34,M,1,Uneducated,Single,$80K - $120K,Blue,1438.3
Existing Customer,47,F,5,Unknown,Divorced,Less than $40K,Blue,3482.0
Existing Customer,29,F,1,College,Single,Less than $40K,Blue,2063.0
Existing Customer,56,F,2,Graduate,Single,Less than $40K,Blue,2063.0
Existing Customer,48,M,5,Post-Graduate,Married,$60K - $80K,Blue,1950.0
Existing Customer,51,M,1,Graduate,Single,$80K - $120K,Blue,5068.0
Existing Customer,42,M,3,Graduate,Married,$80K - $120K,Blue,30117.0
Attrited Customer,29,F,1,High School,Single,Less than $40K,Blue,4065.0
Existing Customer,58,F,1,Uneducated,Single,Less than $40K,Blue,9634.0
Existing Customer,58,F,0,Graduate,Married,Less than $40K,Blue,3638.0
Existing Customer,31,F,1,College,Single,Less than $40K,Blue,1630.0
Existing Customer,37,M,2,Uneducated,Married,$80K - $120K,Blue,2355.0
Existing Customer,40,F,4,Post-Graduate,Married,Less than $40K,Blue,1656.0
Existing Customer,35,F,2,High School,Single,Unknown,Blue,4588.0
Existing Customer,51,F,1,College,Married,Unknown,Blue,12605.0
Existing Customer,52,F,2,Graduate,Married,Less than $40K,Blue,8431.0
Existing Customer,32,F,2,Post-Graduate,Single,Less than $40K,Blue,3453.0
Attrited Customer,56,M,3,High School,Divorced,$80K - $120K,Blue,34173.0
Existing Customer,26,M,0,Graduate,Single,$60K - $80K,Blue,5926.0
Existing Customer,37,F,2,High School,Married,Less than $40K,Blue,3222.0
Attrited Customer,59,M,0,High School,Married,$60K - $80K,Blue,14539.0
Existing Customer,42,M,2,Unknown,Single,$60K - $80K,Blue,23507.0
Existing Customer,65,F,0,Graduate,Married,$40K - $60K,Blue,2692.0
Existing Customer,53,F,2,Graduate,Married,Unknown,Blue,11794.0
Existing Customer,42,F,5,Graduate,Married,$40K - $60K,Blue,1438.3
Existing Customer,60,F,1,Unknown,Married,$40K - $60K,Blue,2019.0
Existing Customer,50,F,0,Post-Graduate,Divorced,Less than $40K,Blue,2097.0
Existing Customer,57,M,1,Unknown,Single,$40K - $60K,Blue,3808.0
Existing Customer,56,M,3,Uneducated,Married,$120K +,Blue,15733.0
Existing Customer,37,F,2,Unknown,Married,Less than $40K,Blue,3156.0
Existing Customer,56,M,1,Graduate,Single,$80K - $120K,Blue,2663.0
Existing Customer,34,F,1,High School,Single,Less than $40K,Blue,5257.0
Existing Customer,60,F,2,College,Married,$40K - $60K,Blue,1438.3
Existing Customer,46,M,3,College,Single,$80K - $120K,Blue,1438.3
Existing Customer,48,M,2,Post-Graduate,Married,$40K - $60K,Blue,5800.0
Existing Customer,49,M,3,High School,Married,$80K - $120K,Blue,9183.0
Existing Customer,32,M,0,High School,Unknown,Unknown,Blue,2885.0
Existing Customer,37,M,2,Doctorate,Married,$80K - $120K,Blue,1631.0
Existing Customer,46,M,2,Graduate,Married,$60K - $80K,Blue,5464.0
Existing Customer,44,M,4,Graduate,Single,$60K - $80K,Blue,6022.0
Existing Customer,49,F,2,Graduate,Single,$40K - $60K,Silver,21681.0
Existing Customer,50,M,2,Post-Graduate,Single,$120K +,Blue,3889.0
Existing Customer,51,F,1,Graduate,Single,$40K - $60K,Blue,3785.0
Existing Customer,34,M,1,High School,Married,$40K - $60K,Blue,12804.0
Existing Customer,46,F,2,Uneducated,Single,Less than $40K,Blue,2990.0
Existing Customer,47,M,2,High School,Single,$60K - $80K,Blue,2843.0
Attrited Customer,40,M,4,High School,Single,$60K - $80K,Blue,4821.0
Existing Customer,53,F,0,Graduate,Single,Less than $40K,Blue,4658.0
Existing Customer,36,F,3,High School,Married,Less than $40K,Blue,1544.0
Existing Customer,57,M,1,College,Single,$120K +,Blue,19865.0
Existing Customer,47,M,4,Graduate,Single,$60K - $80K,Blue,2721.0
Existing Customer,53,F,2,Graduate,Single,Less than $40K,Blue,1438.3
Existing Customer,51,F,4,Unknown,Single,Less than $40K,Blue,3449.0
Existing Customer,39,F,2,High School,Married,Less than $40K,Blue,3416.0
Attrited Customer,59,M,0,High School,Married,$40K - $60K,Blue,3077.0
Existing Customer,52,F,2,Unknown,Married,Unknown,Silver,34516.0
Existing Customer,51,F,3,Graduate,Married,Unknown,Blue,23486.0
Attrited Customer,57,F,2,Unknown,Single,Less than $40K,Blue,3214.0
Existing Customer,46,M,2,High School,Single,$120K +,Blue,27126.0
Existing Customer,50,M,3,High School,Single,$40K - $60K,Blue,5279.0
Existing Customer,52,F,1,Graduate,Unknown,Less than $40K,Blue,1449.0
Existing Customer,34,M,3,High School,Unknown,$80K - $120K,Silver,34516.0
Existing Customer,47,M,3,Uneducated,Unknown,$40K - $60K,Blue,9599.0
Existing Customer,43,F,4,Graduate,Married,Less than $40K,Blue,4829.0
Existing Customer,40,F,2,Graduate,Unknown,Unknown,Silver,34516.0
Existing Customer,50,M,1,Unknown,Single,$120K +,Blue,34516.0
Existing Customer,46,F,4,Graduate,Married,Unknown,Blue,3187.0
Existing Customer,49,M,4,Graduate,Single,$80K - $120K,Blue,2384.0
Existing Customer,42,M,4,College,Married,$120K +,Blue,11876.0
Existing Customer,44,F,3,Graduate,Divorced,Unknown,Blue,10305.0
Existing Customer,39,M,3,High School,Single,$60K - $80K,Blue,4836.0
Existing Customer,43,F,3,Graduate,Married,Less than $40K,Silver,10790.0
Existing Customer,49,M,1,High School,Married,$60K - $80K,Blue,22332.0
Existing Customer,45,F,3,Graduate,Single,Less than $40K,Blue,6245.0
Existing Customer,53,M,1,High School,Married,$80K - $120K,Blue,1618.0
Existing Customer,42,M,5,High School,Unknown,$80K - $120K,Blue,4042.0
Existing Customer,43,F,3,High School,Unknown,Less than $40K,Silver,11605.0
Existing Customer,29,F,0,Graduate,Married,Less than $40K,Blue,3540.0
Existing Customer,49,F,5,High School,Married,Less than $40K,Blue,1830.0
Existing Customer,56,F,1,Graduate,Married,Less than $40K,Blue,5158.0
Existing Customer,42,F,2,Graduate,Married,$40K - $60K,Blue,1561.0
Attrited Customer,48,F,2,Uneducated,Single,Unknown,Blue,3187.0
Existing Customer,59,F,1,Unknown,Single,$40K - $60K,Blue,3959.0
Existing Customer,56,F,2,Graduate,Married,Less than $40K,Blue,1860.0
Attrited Customer,46,M,4,Unknown,Married,$60K - $80K,Gold,34516.0
Attrited Customer,51,M,2,High School,Married,$120K +,Blue,16828.0
Existing Customer,65,F,0,Graduate,Divorced,$40K - $60K,Blue,5903.0
Existing Customer,37,F,3,Graduate,Single,Less than $40K,Blue,8087.0
Existing Customer,52,M,1,Unknown,Single,$80K - $120K,Blue,3460.0
Existing Customer,26,F,0,Unknown,Single,Unknown,Blue,12007.0
Attrited Customer,46,M,4,Graduate,Single,$40K - $60K,Silver,16290.0
Existing Customer,65,F,0,Graduate,Single,Unknown,Blue,16312.0
Existing Customer,50,F,2,High School,Single,Less than $40K,Blue,1759.0
Attrited Customer,38,M,2,Uneducated,Single,$40K - $60K,Silver,21681.0
Existing Customer,58,M,4,Graduate,Married,$120K +,Blue,2872.0
Attrited Customer,45,M,3,High School,Married,$120K +,Blue,13001.0
Existing Customer,41,M,4,Post-Graduate,Married,$80K - $120K,Blue,12578.0
Existing Customer,46,M,3,Graduate,Single,$60K - $80K,Blue,4335.0
Existing Customer,51,F,1,Doctorate,Single,Less than $40K,Blue,4132.0
Existing Customer,34,M,3,High School,Single,$40K - $60K,Blue,6033.0
Existing Customer,53,F,1,High School,Divorced,Less than $40K,Blue,1471.0
Existing Customer,36,M,2,College,Married,$80K - $120K,Blue,1439.0
Existing Customer,43,F,4,Graduate,Unknown,Less than $40K,Blue,1791.0
Existing Customer,41,F,3,Graduate,Married,Less than $40K,Blue,3794.0
Existing Customer,31,M,1,Graduate,Married,$40K - $60K,Blue,6824.0
Attrited Customer,42,M,0,High School,Single,$80K - $120K,Blue,34516.0
Attrited Customer,44,F,3,Uneducated,Single,Less than $40K,Blue,1606.0
Attrited Customer,61,M,1,College,Single,$60K - $80K,Blue,2706.0
Attrited Customer,51,M,2,High School,Married,$60K - $80K,Blue,9226.0
Attrited Customer,47,F,4,Graduate,Married,Less than $40K,Blue,3165.0
Existing Customer,54,F,2,Unknown,Married,Less than $40K,Blue,2573.0
Existing Customer,39,F,4,Unknown,Married,Less than $40K,Blue,2925.0
Attrited Customer,43,F,2,Graduate,Single,Less than $40K,Blue,2300.0
Existing Customer,40,F,3,Doctorate,Single,Less than $40K,Blue,2120.0
Existing Customer,38,F,0,High School,Unknown,Unknown,Blue,12621.0
Existing Customer,37,M,1,Graduate,Single,$80K - $120K,Blue,10972.0
Existing Customer,53,F,2,Graduate,Married,Less than $40K,Blue,3506.0
Existing Customer,65,M,1,Unknown,Divorced,$40K - $60K,Blue,2136.0
Existing Customer,48,F,3,Post-Graduate,Married,Less than $40K,Silver,13994.0
Existing Customer,48,M,1,College,Single,$80K - $120K,Blue,8916.0
Existing Customer,43,M,3,High School,Single,$40K - $60K,Blue,2615.0
Existing Customer,65,M,1,Graduate,Married,Less than $40K,Blue,3539.0
Existing Customer,54,F,2,Unknown,Single,Less than $40K,Blue,3626.0
Existing Customer,43,F,4,Uneducated,Married,Less than $40K,Blue,4724.0
Existing Customer,40,F,5,Post-Graduate,Married,Unknown,Blue,2109.0
Existing Customer,62,F,0,High School,Married,Less than $40K,Blue,3845.0
Attrited Customer,46,F,4,Graduate,Married,Unknown,Blue,2952.0
Existing Customer,39,M,5,College,Single,$80K - $120K,Blue,21756.0
Existing Customer,38,F,3,Uneducated,Married,Unknown,Blue,14831.0
Existing Customer,46,M,5,Graduate,Married,$120K +,Blue,17228.0
Attrited Customer,31,F,0,Post-Graduate,Married,Less than $40K,Silver,10024.0
Existing Customer,44,M,5,Graduate,Single,$60K - $80K,Blue,13162.0
Existing Customer,43,F,3,High School,Married,Less than $40K,Blue,3172.0
Existing Customer,48,F,2,Uneducated,Married,Less than $40K,Blue,6049.0
Existing Customer,54,F,0,Post-Graduate,Single,Less than $40K,Silver,12155.0
Existing Customer,46,F,4,Graduate,Married,Less than $40K,Blue,2470.0
Existing Customer,54,M,3,Graduate,Married,$80K - $120K,Blue,9457.0
Existing Customer,43,M,3,College,Unknown,$40K - $60K,Blue,1438.3
Existing Customer,45,F,5,Graduate,Single,Unknown,Blue,5254.0
Existing Customer,40,M,3,Graduate,Divorced,$60K - $80K,Blue,6784.0
Existing Customer,46,F,3,Uneducated,Single,Less than $40K,Blue,3281.0
Existing Customer,53,F,2,High School,Married,Less than $40K,Blue,2573.0
Existing Customer,40,F,3,High School,Married,$40K - $60K,Blue,3400.0
Existing Customer,61,F,0,High School,Married,Less than $40K,Blue,4049.0
Existing Customer,35,M,3,High School,Single,$80K - $120K,Blue,1944.0
Existing Customer,51,M,1,Graduate,Single,$80K - $120K,Blue,4745.0
Existing Customer,49,F,3,Graduate,Single,$40K - $60K,Blue,5724.0
Existing Customer,56,F,2,Graduate,Married,Unknown,Blue,1438.3
Existing Customer,50,F,1,Uneducated,Married,Less than $40K,Blue,1652.0
Existing Customer,39,M,2,Unknown,Married,$40K - $60K,Blue,3823.0
Existing Customer,49,F,2,Unknown,Single,Unknown,Blue,2411.0
Existing Customer,45,F,3,Doctorate,Single,Less than $40K,Blue,2855.0
Existing Customer,38,M,1,Graduate,Single,$80K - $120K,Blue,26372.0
Existing Customer,60,M,1,Uneducated,Married,Less than $40K,Gold,34516.0
Attrited Customer,57,F,2,High School,Married,Less than $40K,Blue,3101.0
Existing Customer,32,M,0,High School,Married,$40K - $60K,Blue,6392.0
Existing Customer,55,M,4,College,Married,$80K - $120K,Blue,9457.0
Existing Customer,53,M,2,Unknown,Married,$80K - $120K,Blue,6030.0
Existing Customer,50,M,1,High School,Single,$80K - $120K,Blue,4745.0
Existing Customer,38,F,1,Post-Graduate,Single,$40K - $60K,Silver,17894.0
Existing Customer,41,M,2,Post-Graduate,Married,$80K - $120K,Blue,7840.0
Existing Customer,50,M,1,Graduate,Single,$80K - $120K,Blue,4754.0
Existing Customer,51,F,2,Graduate,Single,Unknown,Silver,34516.0
Existing Customer,59,M,1,Graduate,Single,Less than $40K,Blue,3604.0
Existing Customer,42,F,5,Uneducated,Married,Less than $40K,Blue,2757.0
Existing Customer,43,M,0,High School,Married,$80K - $120K,Blue,6366.0
Existing Customer,42,F,1,Unknown,Single,Less than $40K,Blue,1438.3
Existing Customer,44,M,3,Post-Graduate,Married,$80K - $120K,Blue,10879.0
Existing Customer,46,M,3,Graduate,Unknown,$60K - $80K,Blue,6538.0
Existing Customer,51,F,4,Graduate,Single,Unknown,Blue,2561.0
Existing Customer,48,F,3,Unknown,Divorced,Less than $40K,Blue,2069.0
Existing Customer,42,F,4,Graduate,Single,Less than $40K,Blue,2658.0
Attrited Customer,54,F,2,Graduate,Unknown,$40K - $60K,Blue,2723.0
Existing Customer,46,M,3,Uneducated,Married,$60K - $80K,Blue,7984.0
Existing Customer,41,F,2,Graduate,Single,Less than $40K,Blue,3226.0
Existing Customer,53,F,1,Graduate,Married,$40K - $60K,Blue,2396.0
Existing Customer,54,M,5,Graduate,Married,$80K - $120K,Blue,2798.0
Existing Customer,46,F,2,College,Married,Less than $40K,Blue,2780.0
Existing Customer,55,F,3,College,Married,Less than $40K,Blue,2453.0
Attrited Customer,46,F,1,Post-Graduate,Married,Less than $40K,Blue,1850.0
Attrited Customer,41,M,5,Uneducated,Single,$60K - $80K,Blue,4475.0
Existing Customer,38,F,2,College,Married,Less than $40K,Blue,4138.0
Existing Customer,57,M,4,Uneducated,Single,$60K - $80K,Blue,1891.0
Existing Customer,57,M,1,Unknown,Single,$120K +,Blue,6103.0
Attrited Customer,47,F,3,College,Single,Less than $40K,Blue,4710.0
Existing Customer,58,F,0,Graduate,Married,Less than $40K,Blue,1894.0
Attrited Customer,46,F,2,Graduate,Married,$40K - $60K,Blue,4196.0
Existing Customer,41,M,2,College,Married,$60K - $80K,Blue,6332.0
Existing Customer,60,M,0,Unknown,Single,$60K - $80K,Blue,7288.0
Existing Customer,38,F,2,Unknown,Single,Less than $40K,Blue,1966.0
Existing Customer,44,F,4,High School,Unknown,Less than $40K,Blue,3398.0
Existing Customer,42,F,3,Unknown,Unknown,$40K - $60K,Blue,3015.0
Existing Customer,51,F,2,High School,Married,Less than $40K,Blue,5625.0
