attrition_flag,customer_age,gender,dependent_count,education_level,marital_status,income_category,card_category,credit_limit
Existing Customer,57,M,2,Graduate,Married,$80K - $120K,Blue,8688.0
Attrited Customer,46,M,0,Unknown,Married,$60K - $80K,Blue,6224.0
Existing Customer,44,F,1,Unknown,Married,Less than $40K,Blue,5596.0
Existing Customer,52,M,2,Unknown,Married,$80K - $120K,Blue,10979.0
Attrited Customer,44,M,4,Graduate,Married,$80K - $120K,Blue,1504.0
Existing Customer,36,F,5,Uneducated,Married,Less than $40K,Blue,1438.3
Attrited Customer,46,M,5,Unknown,Unknown,$80K - $120K,Blue,2126.0
Existing Customer,51,M,0,College,Married,$60K - $80K,Blue,5264.0
Existing Customer,50,F,4,High School,Single,Less than $40K,Blue,4852.0
Existing Customer,51,M,3,Graduate,Married,$80K - $120K,Blue,8169.0
Existing Customer,56,F,2,High School,Single,Less than $40K,Blue,2347.0
Attrited Customer,45,M,4,Unknown,Married,$60K - $80K,Blue,2731.0
Existing Customer,59,M,0,Graduate,Single,$120K +,Blue,34516.0
Existing Customer,38,M,2,Uneducated,Single,$60K - $80K,Blue,20749.0
Attrited Customer,51,F,2,Graduate,Married,Less than $40K,Blue,2212.0
Attrited Customer,51,M,5,Graduate,Single,$40K - $60K,Blue,3272.0
Existing Customer,59,F,1,Uneducated,Divorced,$40K - $60K,Blue,8633.0
Existing Customer,30,M,1,High School,Single,$60K - $80K,Blue,2043.0
Existing Customer,49,M,4,Doctorate,Single,$80K - $120K,Blue,34010.0
Existing Customer,51,F,2,Uneducated,Married,$40K - $60K,Blue,8900.0
Existing Customer,51,F,3,High School,Married,Less than $40K,Blue,7098.0
Existing Customer,39,M,5,High School,Married,$60K - $80K,Blue,6813.0
Existing Customer,53,F,0,Post-Graduate,Married,Less than $40K,Blue,2945.0
Existing Customer,60,F,1,High School,Married,Less than $40K,Blue,2986.0
Existing Customer,39,F,5,Unknown,Married,Less than $40K,Blue,1438.3
Existing Customer,61,M,0,Post-Graduate,Single,$40K - $60K,Silver,16199.0
Existing Customer,33,F,2,Graduate,Married,Less than $40K,Blue,4097.0
Existing Customer,38,F,3,High School,Married,Unknown,Blue,11327.0
Existing Customer,47,F,2,Unknown,Unknown,Less than $40K,Silver,10961.0
Existing Customer,45,M,5,Graduate,Married,$120K +,Blue,11876.0
Existing Customer,44,F,2,Unknown,Married,Less than $40K,Blue,5596.0
Attrited Customer,61,M,1,Unknown,Married,$60K - $80K,Blue,1438.3
Existing Customer,46,F,1,Unknown,Single,Less than $40K,Blue,1789.0
Existing Customer,43,F,5,High School,Married,Less than $40K,Blue,1438.3
Existing Customer,49,F,3,Graduate,Divorced,$40K - $60K,Blue,3585.0
Existing Customer,43,M,2,Post-Graduate,Single,$80K - $120K,Blue,19110.0
Existing Customer,52,F,2,Graduate,Married,Less than $40K,Blue,4950.0
Existing Customer,62,F,1,Uneducated,Married,Unknown,Blue,1438.3
Existing Customer,45,M,1,Uneducated,Married,$80K - $120K,Blue,13490.0
Existing Customer,45,M,1,Graduate,Single,$60K - $80K,Blue,10817.0
Existing Customer,54,F,1,College,Single,$40K - $60K,Blue,1536.0
Existing Customer,52,M,3,Uneducated,Unknown,$120K +,Blue,33552.0
Existing Customer,39,F,1,Graduate,Single,Less than $40K,Blue,2867.0
Existing Customer,34,F,3,Graduate,Single,Less than $40K,Blue,2658.0
Existing Customer,40,M,4,Graduate,Married,$80K - $120K,Blue,17523.0
Existing Customer,51,M,0,Unknown,Married,$80K - $120K,Blue,32558.0
Existing Customer,34,M,2,Graduate,Unknown,$40K - $60K,Blue,3290.0
Existing Customer,50,M,2,High School,Married,$120K +,Blue,13001.0
Existing Customer,63,M,2,Graduate,Married,$60K - $80K,Blue,2783.0
Existing Customer,51,M,1,Unknown,Married,$80K - $120K,Blue,7158.0
Existing Customer,37,M,1,High School,Single,$40K - $60K,Blue,3290.0
Existing Customer,50,F,0,Graduate,Single,Less than $40K,Blue,5785.0
Existing Customer,54,F,1,Graduate,Married,Unknown,Blue,5905.0
Existing Customer,56,F,4,Graduate,Married,Less than $40K,Blue,1438.3
Existing Customer,32,M,1,Unknown,Married,Less than $40K,Blue,2218.0
Existing Customer,37,M,1,High School,Single,$40K - $60K,Blue,2686.0
Existing Customer,42,F,3,Unknown,Single,$40K - $60K,Blue,2725.0
Attrited Customer,54,M,1,Uneducated,Single,$120K +,Blue,13114.0
Existing Customer,40,F,4,High School,Single,Less than $40K,Blue,1968.0
Existing Customer,54,F,2,Graduate,Single,Less than $40K,Blue,1572.0
Existing Customer,38,F,4,Uneducated,Married,Less than $40K,Blue,2925.0
Existing Customer,54,M,3,Uneducated,Married,$60K - $80K,Blue,16427.0
Existing Customer,49,F,4,Unknown,Married,Less than $40K,Blue,2340.0
Existing Customer,42,M,3,Post-Graduate,Unknown,$120K +,Blue,25937.0
Existing Customer,41,F,1,High School,Single,Less than $40K,Blue,3534.0
Existing Customer,40,M,5,High School,Single,$40K - $60K,Blue,2849.0
Existing Customer,56,M,2,High School,Married,$80K - $120K,Blue,10214.0
Existing Customer,47,F,2,College,Married,Less than $40K,Blue,5544.0
Existing Customer,43,F,3,High School,Unknown,Unknown,Blue,7660.0
Existing Customer,54,F,3,High School,Married,Less than $40K,Blue,4646.0
Existing Customer,47,F,4,Graduate,Single,Less than $40K,Blue,1605.0
Existing Customer,34,M,2,Graduate,Unknown,$60K - $80K,Blue,1783.0
Existing Customer,46,F,4,Graduate,Single,Less than $40K,Blue,2950.0
Existing Customer,53,M,2,Unknown,Married,$80K - $120K,Blue,2464.0
Existing Customer,57,M,2,Uneducated,Single,$80K - $120K,Blue,9033.0
Existing Customer,62,F,0,Post-Graduate,Married,$40K - $60K,Blue,2895.0
Existing Customer,50,F,1,Graduate,Married,Unknown,Blue,15155.0
Attrited Customer,56,F,3,High School,Divorced,Less than $40K,Blue,2833.0
Existing Customer,56,M,1,Graduate,Single,$80K - $120K,Blue,16835.0
Attrited Customer,53,M,5,High School,Single,$40K - $60K,Blue,7451.0
Existing Customer,54,M,3,Uneducated,Married,$80K - $120K,Blue,3150.0
Attrited Customer,52,M,2,Graduate,Single,$120K +,Blue,31668.0
Existing Customer,31,F,0,Uneducated,Married,Unknown,Blue,2735.0
Existing Customer,54,M,1,Unknown,Married,$80K - $120K,Blue,24462.0
Existing Customer,41,M,3,Graduate,Divorced,$120K +,Blue,34516.0
Existing Customer,50,M,1,Graduate,Single,$60K - $80K,Gold,34516.0
Existing Customer,63,F,0,Uneducated,Married,Unknown,Blue,12766.0
Existing Customer,41,M,2,Post-Graduate,Single,$60K - $80K,Blue,2934.0
Attrited Customer,44,F,4,High School,Single,Unknown,Blue,2246.0
Existing Customer,49,F,2,Uneducated,Married,Unknown,Blue,24221.0
Existing Customer,33,F,0,High School,Married,Less than $40K,Blue,2917.0
Existing Customer,45,F,3,Uneducated,Married,Less than $40K,Blue,3544.0
Existing Customer,42,F,3,Unknown,Married,Less than $40K,Blue,6078.0
Existing Customer,57,M,1,High School,Married,$80K - $120K,Blue,12186.0
Existing Customer,49,F,3,Graduate,Single,$40K - $60K,Blue,5724.0
Existing Customer,60,M,0,Graduate,Married,$40K - $60K,Blue,2591.0
Existing Customer,53,M,3,Post-Graduate,Single,$120K +,Blue,15631.0
Existing Customer,34,M,3,Uneducated,Married,$80K - $120K,Blue,3575.0
Attrited Customer,55,F,2,Graduate,Married,$40K - $60K,Blue,1438.3
Attrited Customer,41,M,2,Unknown,Single,$60K - $80K,Blue,12871.0
Existing Customer,39,F,0,Doctorate,Single,Less than $40K,Blue,3186.0
Existing Customer,48,F,4,Graduate,Married,Less than $40K,Blue,3696.0
Existing Customer,52,F,5,Graduate,Married,Less than $40K,Blue,1789.0
Existing Customer,50,F,2,High School,Married,Unknown,Blue,8446.0
Existing Customer,56,M,1,Graduate,Married,$80K - $120K,Blue,8688.0
Existing Customer,60,M,1,Graduate,Single,$40K - $60K,Blue,9805.0
Existing Customer,53,F,4,Graduate,Unknown,$40K - $60K,Blue,2216.0
Existing Customer,53,M,2,Unknown,Single,$120K +,Blue,5612.0
Attrited Customer,39,F,1,Uneducated,Married,Less than $40K,Blue,7385.0
Existing Customer,47,M,3,Post-Graduate,Unknown,Less than $40K,Blue,6967.0
Attrited Customer,53,F,4,Doctorate,Married,Unknown,Blue,2845.0
Existing Customer,49,F,2,High School,Unknown,$40K - $60K,Blue,5070.0
Existing Customer,51,F,2,Unknown,Single,Less than $40K,Blue,3229.0
Attrited Customer,41,M,3,Uneducated,Single,$40K - $60K,Blue,11427.0
Attrited Customer,41,M,2,Post-Graduate,Single,$80K - $120K,Blue,23034.0
Existing Customer,51,F,3,Graduate,Married,Less than $40K,Blue,8148.0
Existing Customer,59,F,0,Unknown,Single,$40K - $60K,Blue,1931.0
Existing Customer,42,M,3,Graduate,Married,$60K - $80K,Blue,3591.0
Existing Customer,60,F,2,College,Single,Less than $40K,Blue,8886.0
Existing Customer,41,M,2,Graduate,Single,$60K - $80K,Blue,7293.0
Existing Customer,45,M,3,Uneducated,Married,$40K - $60K,Blue,11427.0
Existing Customer,43,F,3,High School,Married,Unknown,Blue,6971.0
Attrited Customer,45,M,3,High School,Married,$60K - $80K,Gold,34516.0
Existing Customer,44,F,4,High School,Single,$40K - $60K,Blue,3788.0
Existing Customer,49,F,4,Graduate,Married,Less than $40K,Blue,7037.0
Existing Customer,42,M,4,Unknown,Single,$80K - $120K,Blue,14544.0
Existing Customer,54,M,3,High School,Married,$120K +,Blue,17627.0
Existing Customer,50,F,2,College,Married,Less than $40K,Blue,7326.0
Existing Customer,57,F,3,Graduate,Single,Less than $40K,Blue,6482.0
Attrited Customer,62,F,1,Unknown,Married,Less than $40K,Blue,2271.0
Existing Customer,54,M,3,Graduate,Married,$80K - $120K,Blue,9457.0
Existing Customer,44,F,2,High School,Single,Unknown,Blue,2168.0
Existing Customer,47,F,2,College,Married,Less than $40K,Blue,5544.0
Existing Customer,50,F,0,High School,Single,Less than $40K,Blue,3749.0
Existing Customer,52,M,3,College,Married,$60K - $80K,Blue,1973.0
Existing Customer,49,F,3,Graduate,Unknown,$40K - $60K,Blue,2723.0
Existing Customer,65,M,0,Doctorate,Divorced,Less than $40K,Blue,2621.0
Attrited Customer,51,F,2,College,Unknown,Less than $40K,Blue,2520.0
Attrited Customer,43,F,3,Uneducated,Divorced,Less than $40K,Blue,3454.0
Existing Customer,57,F,1,High School,Married,Less than $40K,Silver,13882.0
Existing Customer,59,F,2,Post-Graduate,Married,Less than $40K,Blue,3652.0
Existing Customer,40,F,5,Uneducated,Married,Less than $40K,Blue,6660.0
Existing Customer,35,F,2,Unknown,Divorced,Less than $40K,Blue,1438.3
Existing Customer,53,M,1,Graduate,Single,$80K - $120K,Blue,20231.0
Existing Customer,51,M,1,High School,Single,$60K - $80K,Silver,28673.0
Existing Customer,52,M,3,Graduate,Single,$40K - $60K,Blue,5000.0
Existing Customer,41,F,2,Uneducated,Single,Less than $40K,Blue,1616.0
Existing Customer,62,F,1,Uneducated,Married,Unknown,Blue,1438.3
Existing Customer,38,F,1,High School,Single,Unknown,Gold,29638.0
Attrited Customer,58,F,1,High School,Single,Unknown,Blue,1874.0
Existing Customer,57,M,1,High School,Married,$60K - $80K,Blue,14539.0
Existing Customer,47,M,4,Uneducated,Married,$60K - $80K,Blue,5715.0
Existing Customer,45,M,2,Unknown,Married,$80K - $120K,Blue,2925.0
Existing Customer,37,M,1,High School,Married,$120K +,Blue,15017.0
Existing Customer,55,F,1,Unknown,Married,Less than $40K,Blue,2629.0
Existing Customer,48,F,2,Uneducated,Unknown,Less than $40K,Blue,2271.0
Existing Customer,45,F,2,Graduate,Divorced,Less than $40K,Blue,6091.0
Existing Customer,43,F,3,Post-Graduate,Single,$40K - $60K,Blue,1438.3
Existing Customer,50,F,0,High School,Single,$40K - $60K,Blue,8264.0
Attrited Customer,52,F,1,Graduate,Married,Less than $40K,Blue,1438.3
Existing Customer,43,F,5,High School,Single,Less than $40K,Blue,3398.0
Existing Customer,65,F,1,High School,Married,$40K - $60K,Blue,2692.0
Existing Customer,44,M,3,High School,Married,$60K - $80K,Blue,13381.0
Existing Customer,35,M,2,Uneducated,Divorced,$80K - $120K,Blue,17030.0
Existing Customer,51,F,1,High School,Married,Less than $40K,Blue,3025.0
Existing Customer,59,M,1,Graduate,Single,$40K - $60K,Blue,4085.0
Existing Customer,57,F,3,Graduate,Single,$40K - $60K,Blue,10953.0
Existing Customer,50,F,2,College,Married,Less than $40K,Blue,7326.0
Existing Customer,38,F,2,Uneducated,Single,Less than $40K,Blue,1438.3
Attrited Customer,61,F,1,High School,Single,Unknown,Blue,11750.0
Existing Customer,53,F,1,Graduate,Married,$40K - $60K,Blue,2043.0
Existing Customer,54,M,0,Graduate,Married,$120K +,Blue,3805.0
Attrited Customer,51,F,2,Graduate,Married,Less than $40K,Blue,2185.0
Existing Customer,32,F,1,Unknown,Married,Unknown,Blue,3926.0
Existing Customer,59,F,1,Graduate,Married,Less than $40K,Blue,1977.0
Existing Customer,39,M,4,High School,Married,$60K - $80K,Blue,16565.0
Existing Customer,52,F,0,Graduate,Single,Less than $40K,Blue,5927.0
Attrited Customer,43,F,4,Doctorate,Married,Less than $40K,Blue,5409.0
Existing Customer,47,M,4,High School,Married,$60K - $80K,Blue,1790.0
Existing Customer,51,M,4,High School,Single,$40K - $60K,Blue,5000.0
Existing Customer,51,M,0,College,Married,$60K - $80K,Blue,5264.0
Existing Customer,51,M,3,Unknown,Married,$40K - $60K,Blue,14839.0
Existing Customer,44,F,4,Post-Graduate,Unknown,Unknown,Blue,5338.0
Existing Customer,49,F,4,Graduate,Married,Less than $40K,Blue,3002.0
Existing Customer,50,F,3,College,Married,$40K - $60K,Blue,2295.0
Attrited Customer,45,M,2,Doctorate,Single,$40K - $60K,Blue,8455.0
Attrited Customer,48,F,3,Doctorate,Divorced,Less than $40K,Blue,2168.0
Existing Customer,49,M,3,High School,Married,$80K - $120K,Blue,19762.0
Existing Customer,54,F,3,High School,Married,Less than $40K,Blue,3173.0
Existing Customer,44,M,3,High School,Single,$80K - $120K,Blue,24250.0
Existing Customer,50,M,2,Unknown,Single,$80K - $120K,Blue,16794.0
Existing Customer,56,M,1,Graduate,Single,$80K - $120K,Blue,16835.0
Existing Customer,51,M,2,Post-Graduate,Single,$120K +,Blue,19865.0
Existing Customer,45,M,5,Graduate,Married,$60K - $80K,Blue,7357.0
Existing Customer,60,M,0,Unknown,Unknown,$120K +,Silver,34516.0
Existing Customer,59,M,1,Unknown,Single,$40K - $60K,Silver,18737.0
Existing Customer,35,M,2,High School,Single,$40K - $60K,Blue,2100.0
Existing Customer,27,F,0,Unknown,Divorced,Unknown,Blue,4395.0
Attrited Customer,64,F,0,Unknown,Single,Less than $40K,Blue,6812.0
Existing Customer,53,F,1,Graduate,Married,$40K - $60K,Blue,1438.3
Existing Customer,62,F,1,Unknown,Married,Unknown,Blue,1438.3
Existing Customer,45,F,3,Doctorate,Single,Less than $40K,Blue,2168.0
Existing Customer,55,F,1,Unknown,Married,Less than $40K,Blue,2453.0
Existing Customer,52,F,2,High School,Single,Less than $40K,Blue,4209.0
Existing Customer,55,F,4,Graduate,Married,Unknown,Blue,10273.0
Existing Customer,42,M,3,Post-Graduate,Married,$80K - $120K,Blue,9247.0
Existing Customer,47,M,4,Graduate,Single,$60K - $80K,Blue,5662.0
Existing Customer,53,M,3,Graduate,Single,$80K - $120K,Blue,4555.0
Existing Customer,57,F,1,Graduate,Married,Less than $40K,Blue,1508.0
Existing Customer,35,F,2,Uneducated,Married,Unknown,Blue,2735.0
Attrited Customer,31,M,1,Unknown,Divorced,$40K - $60K,Blue,6607.0
Existing Customer,39,M,1,Unknown,Married,$120K +,Blue,14046.0
Attrited Customer,57,F,3,High School,Single,Less than $40K,Blue,2347.0
Existing Customer,42,M,4,Uneducated,Married,$40K - $60K,Blue,1605.0
Existing Customer,54,F,2,Unknown,Married,Less than $40K,Blue,2573.0
Existing Customer,54,M,3,High School,Married,$120K +,Blue,3731.0
Existing Customer,32,F,2,Graduate,Single,Less than $40K,Blue,2762.0
Existing Customer,46,M,3,Doctorate,Single,$120K +,Blue,11926.0
Existing Customer,52,F,5,Unknown,Single,Less than $40K,Blue,7645.0
Existing Customer,57,F,3,Post-Graduate,Married,Less than $40K,Blue,2515.0
Existing Customer,47,M,3,College,Unknown,$40K - $60K,Blue,5662.0
Attrited Customer,54,M,5,Uneducated,Married,$120K +,Blue,19802.0
Attrited Customer,53,M,1,High School,Divorced,$40K - $60K,Blue,3789.0
Existing Customer,53,F,2,Graduate,Single,Less than $40K,Blue,1438.3
Existing Customer,43,F,3,High School,Married,Unknown,Blue,6971.0
Existing Customer,47,M,2,Uneducated,Divorced,$80K - $120K,Blue,2281.0
Existing Customer,62,M,0,Uneducated,Single,$40K - $60K,Blue,5905.0
Existing Customer,60,M,1,Unknown,Single,$60K - $80K,Blue,11898.0
Existing Customer,53,F,4,Unknown,Married,Unknown,Blue,10273.0
Existing Customer,43,F,4,Unknown,Unknown,Unknown,Blue,8644.0
Attrited Customer,49,M,4,Unknown,Married,$80K - $120K,Blue,2509.0
Existing Customer,48,F,3,Graduate,Divorced,$40K - $60K,Blue,3585.0
Existing Customer,46,F,4,Graduate,Single,$40K - $60K,Blue,1438.3
Existing Customer,55,M,2,College,Married,$60K - $80K,Blue,5282.0
Existing Customer,43,F,2,Uneducated,Married,Less than $40K,Blue,2940.0
Existing Customer,58,F,0,Graduate,Divorced,Less than $40K,Blue,1894.0
Existing Customer,29,M,0,Post-Graduate,Single,$60K - $80K,Blue,5926.0
Existing Customer,54,F,2,Uneducated,Married,$40K - $60K,Blue,3143.0
Existing Customer,54,F,1,High School,Married,Less than $40K,Blue,3445.0
Existing Customer,40,M,2,Graduate,Married,$40K - $60K,Blue,2494.0
Existing Customer,53,F,3,Uneducated,Married,Less than $40K,Blue,5362.0
Existing Customer,50,M,2,Unknown,Divorced,$120K +,Silver,34516.0
Existing Customer,44,F,3,Graduate,Married,Less than $40K,Blue,3398.0
Existing Customer,54,F,3,Graduate,Single,Unknown,Blue,3052.0
Existing Customer,57,M,2,Uneducated,Divorced,$40K - $60K,Blue,3616.0
Existing Customer,45,F,4,Uneducated,Married,$40K - $60K,Blue,3417.0
Attrited Customer,45,F,3,Graduate,Married,$40K - $60K,Blue,1438.3
Existing Customer,55,M,4,High School,Single,$80K - $120K,Silver,34516.0
Existing Customer,59,F,1,Post-Graduate,Married,Less than $40K,Blue,3832.0
Existing Customer,57,M,4,Graduate,Married,$120K +,Blue,3731.0
Existing Customer,50,M,2,Graduate,Married,$80K - $120K,Blue,3742.0
Attrited Customer,40,M,3,Graduate,Divorced,$80K - $120K,Blue,23124.0
Existing Customer,47,M,1,Unknown,Single,$80K - $120K,Blue,8916.0
Existing Customer,57,M,3,Graduate,Married,$120K +,Blue,30967.0
Attrited Customer,48,F,2,Unknown,Married,Unknown,Blue,1438.3
Existing Customer,60,F,0,College,Married,$40K - $60K,Blue,1438.3
Existing Customer,36,M,2,Unknown,Divorced,$40K - $60K,Blue,2047.0
Existing Customer,50,F,3,High School,Married,Less than $40K,Blue,2719.0
Existing Customer,48,F,5,High School,Single,$40K - $60K,Silver,17905.0
Existing Customer,49,M,5,Graduate,Single,$80K - $120K,Blue,2453.0
Existing Customer,35,F,1,College,Married,Less than $40K,Blue,1476.0
Existing Customer,45,M,5,Unknown,Married,$120K +,Blue,14046.0
Existing Customer,57,F,2,Doctorate,Married,$40K - $60K,Blue,12423.0
Existing Customer,51,F,2,Unknown,Married,Less than $40K,Silver,10741.0
Existing Customer,59,M,1,Graduate,Single,$40K - $60K,Gold,22722.0
Existing Customer,54,F,3,Graduate,Married,Unknown,Blue,4861.0
Existing Customer,34,M,1,Uneducated,Married,$60K - $80K,Blue,2224.0
Attrited Customer,37,M,3,Post-Graduate,Single,Less than $40K,Silver,13651.0
Existing Customer,54,M,1,High School,Married,$80K - $120K,Blue,1618.0
Existing Customer,44,F,1,College,Single,Less than $40K,Blue,4265.0
Existing Customer,49,M,2,Uneducated,Married,$120K +,Blue,7753.0
Existing Customer,38,F,2,Graduate,Single,Less than $40K,Blue,3927.0
Existing Customer,55,M,2,College,Married,$60K - $80K,Blue,5282.0
Existing Customer,53,M,3,Uneducated,Married,$40K - $60K,Blue,2885.0
Existing Customer,50,F,0,Post-Graduate,Single,Less than $40K,Blue,2900.0
Existing Customer,38,F,0,Graduate,Married,Less than $40K,Blue,2023.0
Existing Customer,48,F,1,Uneducated,Married,Less than $40K,Blue,3281.0
Existing Customer,44,F,2,High School,Married,Unknown,Blue,5660.0
Attrited Customer,42,F,2,Doctorate,Single,Less than $40K,Blue,1568.0
Existing Customer,48,F,2,Graduate,Married,$40K - $60K,Gold,15987.0
Existing Customer,50,M,2,High School,Single,$40K - $60K,Blue,2232.0
Existing Customer,48,F,5,Graduate,Married,Less than $40K,Blue,2470.0
Existing Customer,43,F,1,Graduate,Single,Less than $40K,Blue,1438.3
Existing Customer,31,F,1,College,Single,Less than $40K,Blue,1438.3
Existing Customer,47,F,4,Unknown,Married,Unknown,Blue,3187.0
Existing Customer,30,F,0,High School,Single,Less than $40K,Blue,4945.0
Attrited Customer,35,F,1,Graduate,Single,Less than $40K,Blue,1876.0
Attrited Customer,48,F,2,Doctorate,Married,Less than $40K,Blue,4204.0
Existing Customer,44,F,2,Unknown,Married,$40K - $60K,Blue,2803.0
Existing Customer,56,M,1,Graduate,Single,$60K - $80K,Blue,9619.0
Existing Customer,52,M,2,High School,Single,$60K - $80K,Blue,8074.0
Existing Customer,30,M,0,Graduate,Divorced,Less than $40K,Blue,7970.0
Attrited Customer,40,M,2,Uneducated,Married,Less than $40K,Blue,2463.0
Existing Customer,34,M,2,Graduate,Married,$60K - $80K,Blue,5550.0
Existing Customer,55,M,3,Graduate,Married,$60K - $80K,Blue,4752.0
Existing Customer,59,M,1,Graduate,Single,$120K +,Blue,34516.0
Attrited Customer,52,M,0,Unknown,Single,$80K - $120K,Blue,20231.0
Existing Customer,55,F,3,College,Single,Unknown,Blue,4846.0
Existing Customer,43,F,3,Graduate,Married,Unknown,Blue,26516.0
Existing Customer,48,M,3,Graduate,Married,$80K - $120K,Blue,29219.0
Existing Customer,34,F,3,Uneducated,Single,Less than $40K,Blue,2258.0
Existing Customer,39,M,2,Unknown,Single,$80K - $120K,Blue,14544.0
Existing Customer,53,F,2,Doctorate,Married,Less than $40K,Blue,1737.0
Attrited Customer,43,M,2,Doctorate,Married,$120K +,Blue,1438.3
Existing Customer,55,F,1,Unknown,Married,Less than $40K,Blue,2453.0
Existing Customer,41,F,3,Uneducated,Single,$40K - $60K,Blue,1843.0
Existing Customer,44,F,4,Graduate,Divorced,Unknown,Blue,2478.0
Attrited Customer,50,M,2,Unknown,Single,$80K - $120K,Blue,14804.0
Existing Customer,52,M,2,College,Married,$120K +,Blue,24407.0
Attrited Customer,48,F,2,Uneducated,Divorced,Less than $40K,Blue,4204.0
Existing Customer,42,F,3,Graduate,Single,$40K - $60K,Blue,4022.0
Existing Customer,42,M,2,Unknown,Single,$60K - $80K,Blue,11684.0
Existing Customer,40,F,5,Post-Graduate,Married,Unknown,Blue,2021.0
Existing Customer,47,F,2,Uneducated,Single,Less than $40K,Blue,6049.0
Existing Customer,54,F,3,Doctorate,Unknown,Unknown,Blue,2672.0
Existing Customer,42,F,2,Graduate,Single,Less than $40K,Blue,3659.0
Existing Customer,53,F,2,Graduate,Married,Unknown,Blue,6519.0
Existing Customer,39,F,2,Graduate,Married,$40K - $60K,Blue,2575.0
Existing Customer,49,M,4,Uneducated,Married,$80K - $120K,Blue,3090.0
Existing Customer,51,F,2,Graduate,Single,Less than $40K,Blue,6616.0
Attrited Customer,52,M,1,Unknown,Single,$80K - $120K,Blue,5856.0
Existing Customer,42,F,3,Graduate,Single,Less than $40K,Blue,3028.0
Existing Customer,56,M,3,Graduate,Married,$80K - $120K,Silver,34516.0
Existing Customer,56,M,1,Uneducated,Married,$120K +,Blue,8329.0
Existing Customer,45,F,3,High School,Single,$40K - $60K,Blue,1963.0
Existing Customer,48,F,3,Graduate,Single,Unknown,Blue,5884.0
Existing Customer,50,M,3,Graduate,Single,$80K - $120K,Blue,3034.0
Existing Customer,42,F,3,Graduate,Married,Less than $40K,Blue,2873.0
Existing Customer,45,M,2,Uneducated,Married,$80K - $120K,Blue,20882.0
Attrited Customer,43,M,3,High School,Single,$80K - $120K,Gold,22722.0
Existing Customer,54,M,0,High School,Married,$80K - $120K,Blue,14015.0
Existing Customer,30,M,1,College,Married,Less than $40K,Blue,3312.0
Existing Customer,54,F,4,College,Single,Unknown,Blue,3334.0
Existing Customer,44,F,4,Uneducated,Single,$40K - $60K,Blue,3142.0
Existing Customer,43,F,3,Doctorate,Married,Less than $40K,Blue,2730.0
Existing Customer,54,M,3,Graduate,Married,$40K - $60K,Blue,2706.0
Existing Customer,43,F,3,Uneducated,Married,Less than $40K,Blue,2490.0
Existing Customer,47,M,2,Unknown,Unknown,$80K - $120K,Blue,14821.0
Existing Customer,40,F,3,College,Single,Less than $40K,Blue,8694.0
Attrited Customer,48,F,3,College,Unknown,$40K - $60K,Blue,2723.0
