attrition_flag,customer_age,gender,dependent_count,education_level,marital_status,income_category,card_category,credit_limit
Existing Customer,52,F,2,Graduate,Married,Less than $40K,Blue,4950.0
Existing Customer,42,F,4,Graduate,Unknown,$40K - $60K,Blue,2505.0
Existing Customer,52,F,0,Graduate,Single,Less than $40K,Blue,2019.0
Existing Customer,37,F,2,High School,Married,Unknown,Blue,14831.0
Existing Customer,36,F,3,Uneducated,Single,Less than $40K,Blue,1438.3
Existing Customer,44,F,4,Graduate,Married,Less than $40K,Blue,2490.0
Existing Customer,33,M,2,High School,Married,$80K - $120K,Blue,1439.0
Existing Customer,59,F,0,Post-Graduate,Single,Less than $40K,Blue,3297.0
Existing Customer,39,F,4,College,Single,Less than $40K,Blue,2609.0
Existing Customer,26,F,0,Unknown,Single,Unknown,Blue,12463.0
Existing Customer,53,F,3,College,Married,$40K - $60K,Blue,2192.0
Existing Customer,43,M,3,Graduate,Unknown,$120K +,Blue,34516.0
Attrited Customer,58,M,2,Uneducated,Single,$80K - $120K,Blue,12045.0
Existing Customer,49,F,4,Graduate,Married,Less than $40K,Blue,7037.0
Existing Customer,46,F,2,Graduate,Divorced,Less than $40K,Blue,2723.0
Attrited Customer,51,M,1,Unknown,Married,$80K - $120K,Blue,32558.0
Existing Customer,41,M,4,Uneducated,Divorced,$80K - $120K,Blue,16627.0
Existing Customer,58,F,1,Doctorate,Unknown,$40K - $60K,Blue,2216.0
Existing Customer,48,F,3,Uneducated,Married,Less than $40K,Blue,6049.0
Existing Customer,41,F,4,High School,Divorced,$40K - $60K,Blue,2822.0
Existing Customer,50,M,2,Uneducated,Married,$60K - $80K,Blue,4284.0
Attrited Customer,50,F,2,Uneducated,Married,Less than $40K,Blue,2185.0
Attrited Customer,45,M,3,Uneducated,Married,$40K - $60K,Blue,9673.0
Attrited Customer,43,M,4,Uneducated,Married,$40K - $60K,Blue,7139.0
Existing Customer,39,F,2,College,Married,Less than $40K,Blue,2685.0
Existing Customer,47,F,5,High School,Married,Less than $40K,Blue,1830.0
Existing Customer,44,F,5,Unknown,Single,Less than $40K,Blue,3220.0
Attrited Customer,53,F,4,Graduate,Married,Less than $40K,Blue,1438.3
Attrited Customer,61,F,1,High School,Single,Less than $40K,Blue,2601.0
Existing Customer,42,M,5,High School,Single,Less than $40K,Blue,2311.0
Existing Customer,48,M,4,Graduate,Married,$60K - $80K,Gold,34516.0
Existing Customer,32,F,0,High School,Married,$40K - $60K,Blue,1976.0
Existing Customer,29,M,1,College,Married,Unknown,Blue,28410.0
Existing Customer,50,F,3,High School,Married,Less than $40K,Blue,1870.0
Existing Customer,30,F,1,College,Single,Less than $40K,Blue,4445.0
Existing Customer,62,M,1,Uneducated,Married,$40K - $60K,Blue,9805.0
Existing Customer,51,F,3,Uneducated,Married,Less than $40K,Blue,6160.0
Existing Customer,51,F,1,Graduate,Single,Less than $40K,Blue,5785.0
Existing Customer,53,M,3,Uneducated,Married,Less than $40K,Blue,3864.0
Existing Customer,49,F,4,Graduate,Married,Less than $40K,Blue,5095.0
Existing Customer,63,M,1,High School,Single,$60K - $80K,Silver,34516.0
Existing Customer,39,M,4,High School,Married,$60K - $80K,Blue,2583.0
Existing Customer,43,M,3,Post-Graduate,Married,$80K - $120K,Blue,11722.0
Existing Customer,54,F,4,Graduate,Married,Less than $40K,Blue,2566.0
Existing Customer,35,M,2,High School,Married,$80K - $120K,Blue,7840.0
Existing Customer,55,F,3,Graduate,Single,Less than $40K,Blue,1724.0
Existing Customer,35,F,2,Graduate,Single,Less than $40K,Blue,5015.0
Existing Customer,46,M,1,Uneducated,Unknown,$60K - $80K,Silver,30501.0
Existing Customer,40,F,4,Unknown,Single,Less than $40K,Blue,2558.0
Attrited Customer,47,F,3,Uneducated,Married,Less than $40K,Blue,1438.3
Existing Customer,52,M,1,Unknown,Single,$80K - $120K,Blue,4754.0
Existing Customer,47,M,1,High School,Unknown,$80K - $120K,Blue,26882.0
Existing Customer,46,F,2,College,Married,Less than $40K,Blue,1438.3
Existing Customer,59,M,0,Uneducated,Married,$40K - $60K,Blue,2300.0
Existing Customer,60,F,0,Graduate,Unknown,Less than $40K,Blue,2230.0
Attrited Customer,46,M,1,Unknown,Married,$40K - $60K,Blue,4785.0
Existing Customer,54,M,3,College,Married,$120K +,Blue,14938.0
Existing Customer,57,M,1,High School,Married,$40K - $60K,Blue,2721.0
Existing Customer,42,M,3,High School,Married,$80K - $120K,Silver,34516.0
Existing Customer,44,M,2,Graduate,Married,$120K +,Blue,8906.0
Existing Customer,53,M,3,Graduate,Single,$80K - $120K,Silver,34516.0
Existing Customer,63,M,1,High School,Single,$60K - $80K,Blue,2706.0
Existing Customer,34,M,2,Graduate,Married,$60K - $80K,Blue,4940.0
Existing Customer,52,F,2,Unknown,Single,Less than $40K,Blue,1438.3
Attrited Customer,38,M,1,Unknown,Single,$40K - $60K,Blue,4169.0
Attrited Customer,45,M,4,College,Married,$80K - $120K,Blue,1504.0
Existing Customer,50,F,0,Post-Graduate,Single,Less than $40K,Blue,1438.3
Existing Customer,49,F,1,Uneducated,Single,Less than $40K,Blue,1838.0
Existing Customer,38,M,3,Graduate,Single,$40K - $60K,Blue,1705.0
Existing Customer,49,M,4,Uneducated,Unknown,$60K - $80K,Blue,2751.0
Existing Customer,42,F,1,College,Divorced,Less than $40K,Blue,2403.0
Existing Customer,51,M,2,Graduate,Married,$60K - $80K,Blue,5269.0
Existing Customer,44,M,3,College,Married,$40K - $60K,Blue,9317.0
Existing Customer,63,M,2,High School,Married,Less than $40K,Gold,34516.0
Existing Customer,50,F,2,Graduate,Single,Unknown,Silver,32292.0
Existing Customer,50,F,2,Graduate,Married,$40K - $60K,Blue,2990.0
Existing Customer,31,F,0,Graduate,Married,Less than $40K,Blue,4255.0
Existing Customer,44,F,4,High School,Single,Less than $40K,Blue,3398.0
Existing Customer,38,M,3,Unknown,Unknown,$40K - $60K,Blue,6033.0
Existing Customer,46,M,4,Unknown,Divorced,$80K - $120K,Blue,22863.0
Attrited Customer,48,M,2,High School,Married,$80K - $120K,Blue,4479.0
Existing Customer,46,F,2,Graduate,Married,Less than $40K,Blue,2330.0
Attrited Customer,42,M,3,Unknown,Single,$40K - $60K,Blue,6607.0
Existing Customer,39,F,2,College,Married,Less than $40K,Blue,2685.0
Existing Customer,63,F,0,College,Married,$40K - $60K,Blue,1438.3
Existing Customer,43,F,2,Graduate,Married,Less than $40K,Blue,4311.0
Existing Customer,34,M,3,Post-Graduate,Unknown,$40K - $60K,Blue,12714.0
Existing Customer,56,M,2,Unknown,Unknown,$60K - $80K,Blue,24589.0
Existing Customer,41,M,3,Uneducated,Unknown,$40K - $60K,Blue,3250.0
Attrited Customer,34,F,1,College,Married,Less than $40K,Blue,1438.3
Existing Customer,51,M,0,High School,Single,$60K - $80K,Blue,4573.0
Existing Customer,49,M,4,High School,Married,$60K - $80K,Blue,12938.0
Existing Customer,59,M,0,Graduate,Married,Less than $40K,Blue,1438.3
Existing Customer,49,M,3,College,Married,$120K +,Blue,27732.0
Existing Customer,49,M,3,College,Single,$120K +,Blue,12630.0
Attrited Customer,39,M,2,Unknown,Single,Less than $40K,Blue,6104.0
Existing Customer,37,M,2,High School,Single,$120K +,Blue,7793.0
Existing Customer,32,F,2,Unknown,Divorced,Less than $40K,Blue,2762.0
Existing Customer,41,F,3,High School,Divorced,Less than $40K,Blue,2590.0
Existing Customer,53,M,2,High School,Married,$80K - $120K,Blue,3164.0
Existing Customer,39,F,2,Graduate,Married,$40K - $60K,Blue,3649.0
Existing Customer,46,F,4,High School,Married,Unknown,Blue,5349.0
Existing Customer,44,M,5,High School,Married,$80K - $120K,Blue,21165.0
Attrited Customer,32,M,1,Uneducated,Single,Less than $40K,Blue,1438.3
Attrited Customer,46,M,1,Graduate,Married,$40K - $60K,Blue,4158.0
Existing Customer,56,M,3,Unknown,Married,$80K - $120K,Blue,12217.0
Existing Customer,49,M,3,Uneducated,Married,$80K - $120K,Blue,8714.0
Existing Customer,42,F,2,Graduate,Single,Less than $40K,Blue,2344.0
Existing Customer,53,F,1,High School,Married,Less than $40K,Blue,1547.0
Existing Customer,50,M,1,High School,Married,$80K - $120K,Blue,4514.0
Existing Customer,56,F,2,High School,Single,Less than $40K,Blue,8881.0
Existing Customer,60,F,0,Graduate,Single,Unknown,Blue,9050.0
Attrited Customer,43,F,2,College,Single,Less than $40K,Blue,1568.0
Attrited Customer,50,M,1,Graduate,Single,$80K - $120K,Blue,5898.0
Existing Customer,52,F,3,Unknown,Single,Less than $40K,Blue,3250.0
Existing Customer,40,F,3,College,Single,Less than $40K,Blue,2569.0
Existing Customer,51,M,1,High School,Married,$60K - $80K,Blue,2212.0
Existing Customer,54,F,2,Graduate,Single,Less than $40K,Silver,12685.0
Existing Customer,56,M,3,Uneducated,Married,$60K - $80K,Blue,2567.0
Existing Customer,63,M,0,High School,Married,$60K - $80K,Blue,14539.0
Existing Customer,36,F,2,High School,Unknown,Less than $40K,Blue,3313.0
Existing Customer,47,M,3,High School,Married,$40K - $60K,Silver,16928.0
Existing Customer,47,F,4,Uneducated,Married,Less than $40K,Blue,2154.0
Attrited Customer,48,F,1,Unknown,Married,Less than $40K,Blue,3547.0
Existing Customer,40,F,4,Uneducated,Single,Less than $40K,Blue,2609.0
Existing Customer,51,M,4,High School,Single,$80K - $120K,Silver,34516.0
Existing Customer,54,M,0,Graduate,Single,$80K - $120K,Blue,24262.0
Existing Customer,47,M,2,Unknown,Unknown,$80K - $120K,Blue,3131.0
Existing Customer,54,F,3,Graduate,Single,Less than $40K,Blue,1438.3
Existing Customer,47,M,3,High School,Single,$60K - $80K,Blue,5965.0
Existing Customer,44,F,2,Graduate,Unknown,Less than $40K,Blue,4852.0
Existing Customer,47,M,3,College,Married,$80K - $120K,Blue,8258.0
Existing Customer,52,F,3,Uneducated,Single,Less than $40K,Blue,3747.0
Existing Customer,48,M,5,Graduate,Single,$80K - $120K,Silver,34516.0
Existing Customer,49,F,2,Unknown,Single,Unknown,Blue,5916.0
Attrited Customer,43,M,4,High School,Married,$60K - $80K,Blue,3117.0
Attrited Customer,48,M,4,Unknown,Divorced,$80K - $120K,Silver,34516.0
Existing Customer,55,F,1,Uneducated,Single,Less than $40K,Blue,9634.0
Attrited Customer,35,F,3,High School,Married,Unknown,Blue,5674.0
Existing Customer,44,F,2,Unknown,Married,$40K - $60K,Blue,2725.0
Existing Customer,45,M,2,Graduate,Unknown,$60K - $80K,Blue,4249.0
Attrited Customer,44,M,3,Unknown,Married,$40K - $60K,Blue,9317.0
Existing Customer,45,F,2,High School,Single,Less than $40K,Blue,4977.0
Attrited Customer,56,M,1,Post-Graduate,Single,$120K +,Silver,34516.0
Existing Customer,47,M,3,Graduate,Married,$60K - $80K,Blue,9106.0
Existing Customer,46,F,3,Graduate,Married,Less than $40K,Blue,2190.0
Existing Customer,48,F,3,High School,Single,Less than $40K,Silver,12609.0
Attrited Customer,46,M,3,Uneducated,Married,$40K - $60K,Blue,3402.0
Existing Customer,55,F,2,College,Married,Less than $40K,Blue,2453.0
Existing Customer,36,F,2,High School,Unknown,Less than $40K,Blue,2426.0
Existing Customer,37,M,1,Graduate,Single,$80K - $120K,Blue,26372.0
Existing Customer,38,M,2,College,Unknown,$80K - $120K,Blue,26812.0
Existing Customer,49,M,3,Uneducated,Unknown,$80K - $120K,Blue,4316.0
Attrited Customer,34,F,2,High School,Single,Unknown,Blue,3698.0
Existing Customer,56,F,1,College,Single,$40K - $60K,Blue,3028.0
Existing Customer,40,M,1,Unknown,Married,$60K - $80K,Blue,11548.0
Existing Customer,50,M,2,High School,Single,$40K - $60K,Blue,3150.0
Existing Customer,46,M,3,Uneducated,Single,$40K - $60K,Blue,11427.0
Existing Customer,44,F,3,Graduate,Married,$40K - $60K,Blue,2476.0
Existing Customer,63,F,1,High School,Single,$40K - $60K,Blue,4606.0
Existing Customer,33,M,2,High School,Single,$80K - $120K,Blue,1438.3
Attrited Customer,31,F,0,Uneducated,Single,Unknown,Blue,3698.0
Existing Customer,56,F,2,Graduate,Single,$40K - $60K,Blue,5332.0
Existing Customer,50,M,2,Uneducated,Single,$80K - $120K,Blue,34010.0
Existing Customer,54,M,0,Graduate,Married,$120K +,Blue,3805.0
Existing Customer,49,M,2,High School,Married,$80K - $120K,Blue,34516.0
Existing Customer,52,M,2,High School,Single,$60K - $80K,Blue,3318.0
Existing Customer,56,M,2,High School,Married,$60K - $80K,Blue,9226.0
Existing Customer,43,F,4,Graduate,Unknown,Unknown,Blue,12406.0
Existing Customer,31,F,0,Uneducated,Married,$40K - $60K,Blue,2275.0
Existing Customer,42,F,1,Unknown,Married,Less than $40K,Blue,2275.0
Existing Customer,43,F,3,Uneducated,Single,$40K - $60K,Blue,1843.0
Existing Customer,51,F,4,Unknown,Single,Less than $40K,Blue,3068.0
Existing Customer,50,M,4,Graduate,Single,$80K - $120K,Blue,11656.0
Attrited Customer,59,M,1,College,Married,$40K - $60K,Blue,3808.0
Existing Customer,33,M,1,Graduate,Single,$60K - $80K,Blue,2043.0
Existing Customer,31,M,0,Graduate,Divorced,Less than $40K,Blue,6911.0
Existing Customer,55,F,1,Unknown,Single,Less than $40K,Blue,1928.0
Existing Customer,27,F,1,College,Divorced,Unknown,Silver,34516.0
Existing Customer,39,F,2,Graduate,Married,$40K - $60K,Blue,3649.0
Existing Customer,45,F,4,Uneducated,Divorced,Less than $40K,Blue,1774.0
Existing Customer,35,M,2,Uneducated,Married,$80K - $120K,Blue,7840.0
Existing Customer,52,F,1,High School,Married,Less than $40K,Blue,3629.0
Existing Customer,51,M,1,High School,Single,$60K - $80K,Blue,4573.0
Existing Customer,39,F,3,Doctorate,Divorced,Less than $40K,Blue,2926.0
Attrited Customer,43,M,2,Graduate,Married,$80K - $120K,Blue,12464.0
Attrited Customer,44,F,5,High School,Unknown,Less than $40K,Blue,3313.0
Existing Customer,40,M,2,Graduate,Married,$40K - $60K,Blue,3735.0
Existing Customer,47,M,4,Uneducated,Married,$60K - $80K,Blue,10585.0
Attrited Customer,45,M,5,Unknown,Married,$60K - $80K,Gold,34516.0
Existing Customer,38,M,3,Graduate,Single,$80K - $120K,Blue,24487.0
Attrited Customer,47,F,4,High School,Married,Less than $40K,Blue,1663.0
Existing Customer,47,F,4,Uneducated,Married,$40K - $60K,Blue,8061.0
Existing Customer,49,F,2,Unknown,Single,Less than $40K,Blue,1853.0
Attrited Customer,39,F,1,Uneducated,Single,Less than $40K,Blue,2892.0
Attrited Customer,53,M,5,High School,Married,$80K - $120K,Blue,17302.0
Existing Customer,51,M,1,High School,Married,$80K - $120K,Blue,1618.0
Existing Customer,42,F,5,College,Single,$40K - $60K,Blue,3734.0
Existing Customer,54,F,3,High School,Married,Unknown,Blue,1900.0
Attrited Customer,54,F,1,High School,Married,Less than $40K,Blue,1547.0
Existing Customer,51,F,2,Unknown,Unknown,Less than $40K,Blue,3229.0
Existing Customer,53,F,2,High School,Single,Less than $40K,Blue,2019.0
Existing Customer,42,F,2,Graduate,Single,Less than $40K,Blue,2344.0
Existing Customer,54,M,1,Uneducated,Married,$80K - $120K,Blue,9031.0
Attrited Customer,39,F,1,Uneducated,Divorced,Less than $40K,Blue,7385.0
Existing Customer,51,F,0,Post-Graduate,Single,Less than $40K,Blue,6265.0
Existing Customer,34,M,0,High School,Married,$80K - $120K,Blue,9819.0
Existing Customer,50,M,2,Unknown,Unknown,$80K - $120K,Blue,14821.0
Existing Customer,48,M,5,Graduate,Married,$80K - $120K,Silver,34516.0
Existing Customer,45,F,3,Graduate,Single,Less than $40K,Blue,1438.3
Attrited Customer,41,F,2,Doctorate,Married,$40K - $60K,Blue,2594.0
Existing Customer,43,M,3,College,Unknown,$120K +,Blue,25645.0
Existing Customer,48,F,4,Doctorate,Single,Less than $40K,Blue,2201.0
Attrited Customer,56,F,2,Unknown,Single,Unknown,Blue,10241.0
Existing Customer,54,M,3,Graduate,Married,$40K - $60K,Blue,1438.3
Existing Customer,49,F,4,Uneducated,Married,Unknown,Blue,4928.0
Attrited Customer,51,F,2,College,Single,Unknown,Blue,8930.0
Existing Customer,45,F,3,High School,Single,$40K - $60K,Blue,2055.0
Existing Customer,50,M,4,Graduate,Single,$120K +,Gold,34516.0
Existing Customer,57,F,3,Graduate,Married,Less than $40K,Blue,1438.3
Attrited Customer,35,F,3,Graduate,Single,Unknown,Blue,3698.0
Existing Customer,40,M,4,Unknown,Married,$60K - $80K,Blue,15088.0
Existing Customer,51,F,3,Graduate,Married,Less than $40K,Blue,3683.0
Attrited Customer,48,M,2,Unknown,Married,$60K - $80K,Blue,10569.0
Attrited Customer,34,F,4,Uneducated,Single,Less than $40K,Blue,1438.3
Attrited Customer,44,F,3,Graduate,Married,Less than $40K,Blue,1781.0
Existing Customer,42,M,2,Graduate,Married,$80K - $120K,Blue,2171.0
Existing Customer,29,M,0,High School,Married,$60K - $80K,Blue,6224.0
Attrited Customer,54,M,2,Graduate,Married,$120K +,Blue,31680.0
Existing Customer,45,M,3,Graduate,Married,$40K - $60K,Blue,3538.0
Attrited Customer,48,F,1,Unknown,Unknown,$40K - $60K,Blue,14345.0
Existing Customer,31,M,1,Unknown,Married,$40K - $60K,Blue,4063.0
Existing Customer,59,F,1,Uneducated,Unknown,Less than $40K,Blue,1472.0
Existing Customer,54,F,0,Graduate,Single,Unknown,Blue,17561.0
Existing Customer,46,M,4,Graduate,Single,$80K - $120K,Blue,7498.0
Existing Customer,52,M,3,Doctorate,Married,$60K - $80K,Blue,2276.0
Existing Customer,40,F,3,Graduate,Divorced,Less than $40K,Blue,6728.0
Existing Customer,48,F,3,High School,Single,Less than $40K,Blue,2865.0
Existing Customer,39,F,2,High School,Single,Less than $40K,Blue,9476.0
Existing Customer,44,F,2,College,Single,Less than $40K,Blue,4977.0
Existing Customer,37,M,2,Graduate,Divorced,$80K - $120K,Blue,10761.0
Existing Customer,53,F,1,Doctorate,Married,Less than $40K,Blue,4132.0
Existing Customer,50,F,3,High School,Married,Unknown,Blue,4349.0
Existing Customer,42,F,3,Graduate,Single,$40K - $60K,Blue,3378.0
Existing Customer,50,M,2,Post-Graduate,Unknown,$120K +,Blue,8858.0
Existing Customer,51,F,4,Graduate,Single,Unknown,Blue,26923.0
Existing Customer,42,M,3,High School,Married,$80K - $120K,Blue,15535.0
Existing Customer,32,M,1,High School,Married,Unknown,Blue,20030.0
Attrited Customer,50,M,2,Uneducated,Married,$60K - $80K,Blue,6224.0
Existing Customer,53,M,1,Unknown,Married,$120K +,Blue,8329.0
Attrited Customer,50,M,2,Unknown,Married,$120K +,Blue,17827.0
Existing Customer,48,M,4,Post-Graduate,Married,$40K - $60K,Blue,3786.0
Existing Customer,51,F,1,College,Married,$40K - $60K,Blue,1565.0
Existing Customer,42,F,2,Graduate,Married,Unknown,Blue,2960.0
Existing Customer,57,M,1,Unknown,Single,$120K +,Blue,6103.0
Existing Customer,46,M,2,Unknown,Unknown,Less than $40K,Blue,2702.0
Attrited Customer,44,F,3,College,Married,Less than $40K,Blue,1601.0
Existing Customer,53,F,1,College,Married,Less than $40K,Blue,2859.0
Attrited Customer,54,M,3,Graduate,Single,$40K - $60K,Blue,1438.3
Existing Customer,48,M,5,Post-Graduate,Married,$80K - $120K,Silver,34516.0
Existing Customer,52,F,2,Graduate,Married,Less than $40K,Blue,4950.0
Existing Customer,46,F,4,Post-Graduate,Single,$40K - $60K,Gold,23051.0
Attrited Customer,57,F,1,Doctorate,Married,Less than $40K,Blue,2687.0
Existing Customer,53,F,2,Doctorate,Single,Unknown,Blue,3128.0
Existing Customer,40,F,3,Graduate,Single,Less than $40K,Blue,8325.0
Existing Customer,53,M,1,Uneducated,Married,$80K - $120K,Blue,8065.0
Existing Customer,53,M,3,Uneducated,Married,$60K - $80K,Silver,34516.0
Existing Customer,49,M,1,Unknown,Married,$120K +,Blue,7753.0
Existing Customer,45,F,3,Uneducated,Divorced,$40K - $60K,Blue,2235.0
Existing Customer,32,M,0,Graduate,Married,$40K - $60K,Blue,5801.0
Existing Customer,51,F,2,High School,Married,Less than $40K,Blue,7540.0
Existing Customer,57,F,2,Graduate,Single,Less than $40K,Blue,6482.0
Attrited Customer,54,F,4,Unknown,Married,Less than $40K,Blue,2566.0
Existing Customer,48,F,3,High School,Married,Less than $40K,Blue,1495.0
Attrited Customer,36,F,1,High School,Single,Less than $40K,Blue,1707.0
Existing Customer,46,M,2,High School,Single,$80K - $120K,Blue,7421.0
Attrited Customer,41,M,3,Graduate,Divorced,$40K - $60K,Blue,10266.0
Existing Customer,31,M,2,Unknown,Married,$40K - $60K,Blue,5590.0
Existing Customer,50,F,3,High School,Married,Unknown,Blue,8279.0
Existing Customer,49,M,2,Graduate,Married,$60K - $80K,Blue,6508.0
Existing Customer,52,F,1,Graduate,Single,Less than $40K,Blue,5927.0
Attrited Customer,48,F,4,Uneducated,Single,Less than $40K,Blue,2168.0
Attrited Customer,50,F,2,Graduate,Unknown,$40K - $60K,Blue,2351.0
Existing Customer,40,F,3,College,Divorced,Less than $40K,Blue,2569.0
Existing Customer,49,F,2,Unknown,Single,Less than $40K,Blue,2018.0
Existing Customer,46,F,4,Graduate,Married,Unknown,Blue,1882.0
Existing Customer,39,M,1,Unknown,Married,$80K - $120K,Blue,11352.0
Existing Customer,47,F,3,Uneducated,Married,Less than $40K,Blue,2084.0
Existing Customer,44,M,3,Unknown,Married,$40K - $60K,Blue,6111.0
Existing Customer,55,M,1,Graduate,Single,$80K - $120K,Blue,10244.0
Existing Customer,59,F,0,Post-Graduate,Married,$40K - $60K,Blue,1438.3
Existing Customer,47,F,3,Post-Graduate,Divorced,$40K - $60K,Blue,2804.0
Existing Customer,31,M,1,Uneducated,Married,Less than $40K,Blue,6012.0
Existing Customer,37,F,3,Post-Graduate,Single,Less than $40K,Blue,6205.0
Existing Customer,57,F,3,Graduate,Married,Less than $40K,Blue,1629.0
Attrited Customer,56,F,3,Graduate,Married,Unknown,Blue,2815.0
Existing Customer,58,F,0,Graduate,Married,Less than $40K,Blue,2220.0
Existing Customer,51,F,1,Doctorate,Married,$40K - $60K,Blue,5450.0
Existing Customer,41,M,2,College,Married,$80K - $120K,Blue,1439.0
Existing Customer,51,F,4,Unknown,Single,Less than $40K,Blue,3449.0
Attrited Customer,43,M,2,Graduate,Single,$60K - $80K,Blue,20755.0
Existing Customer,47,M,3,High School,Married,$40K - $60K,Silver,16290.0
Existing Customer,47,F,5,Unknown,Unknown,Less than $40K,Blue,3482.0
Existing Customer,42,M,4,Unknown,Married,$40K - $60K,Blue,3350.0
Existing Customer,37,F,3,Uneducated,Married,Less than $40K,Blue,7049.0
Existing Customer,60,F,0,Graduate,Married,Less than $40K,Blue,2230.0
Attrited Customer,44,F,4,Graduate,Married,$40K - $60K,Blue,4913.0
Existing Customer,48,M,3,Unknown,Single,$80K - $120K,Blue,32838.0
Existing Customer,53,F,1,College,Married,Less than $40K,Blue,2945.0
Attrited Customer,44,M,3,Graduate,Single,$40K - $60K,Blue,3575.0
Existing Customer,39,F,2,High School,Single,$40K - $60K,Blue,2822.0
Existing Customer,44,M,4,Unknown,Unknown,$80K - $120K,Blue,2447.0
Existing Customer,52,M,3,Uneducated,Divorced,$120K +,Blue,33552.0
Existing Customer,47,M,1,High School,Married,Less than $40K,Blue,2702.0
Existing Customer,60,F,1,Doctorate,Married,Unknown,Blue,3736.0
Existing Customer,41,M,3,Uneducated,Unknown,$80K - $120K,Blue,6361.0
Existing Customer,47,F,2,College,Married,$40K - $60K,Blue,3600.0
Existing Customer,39,M,1,High School,Married,$120K +,Blue,3497.0
Existing Customer,50,F,1,High School,Married,$40K - $60K,Blue,3336.0
Existing Customer,39,F,2,Graduate,Married,$40K - $60K,Blue,1947.0
