attrition_flag,customer_age,gender,dependent_count,education_level,marital_status,income_category,card_category,credit_limit
Existing Customer,46,F,4,Doctorate,Married,Less than $40K,Blue,3773.0
Existing Customer,44,F,3,Uneducated,Single,$40K - $60K,Blue,8698.0
Existing Customer,53,F,3,Uneducated,Single,Less than $40K,Blue,1438.3
Attrited Customer,40,M,3,High School,Unknown,$40K - $60K,Blue,1438.3
Existing Customer,46,M,2,Unknown,Married,$80K - $120K,Blue,14164.0
Existing Customer,57,M,4,Graduate,Single,$40K - $60K,Blue,5570.0
Attrited Customer,44,F,2,High School,Unknown,Less than $40K,Blue,1877.0
Attrited Customer,44,M,3,Graduate,Married,$40K - $60K,Blue,12967.0
Existing Customer,49,M,1,Graduate,Married,$40K - $60K,Blue,6903.0
Existing Customer,52,M,4,Graduate,Married,$60K - $80K,Blue,8185.0
Existing Customer,52,M,5,Unknown,Married,$80K - $120K,Blue,30314.0
Existing Customer,44,F,2,Post-Graduate,Married,$40K - $60K,Blue,7244.0
Attrited Customer,39,F,2,Unknown,Married,Less than $40K,Blue,1677.0
Existing Customer,51,F,3,High School,Single,Less than $40K,Blue,3229.0
Existing Customer,34,M,1,Graduate,Unknown,$40K - $60K,Blue,1438.3
Attrited Customer,38,M,2,Graduate,Single,$80K - $120K,Blue,13395.0
Existing Customer,44,F,2,Graduate,Married,Less than $40K,Blue,9598.0
Existing Customer,56,F,2,College,Single,Less than $40K,Blue,1438.3
Existing Customer,55,F,0,Graduate,Single,Less than $40K,Blue,7361.0
Attrited Customer,36,M,3,Graduate,Married,$60K - $80K,Blue,3991.0
Existing Customer,26,F,0,High School,Married,Less than $40K,Blue,2271.0
Existing Customer,51,F,3,College,Married,$40K - $60K,Blue,2240.0
Attrited Customer,33,M,4,Uneducated,Married,$40K - $60K,Blue,6859.0
Existing Customer,61,F,0,Graduate,Married,Unknown,Blue,2035.0
Existing Customer,39,M,4,Uneducated,Married,$60K - $80K,Blue,2966.0
Existing Customer,42,M,1,College,Unknown,$80K - $120K,Blue,4728.0
Existing Customer,49,M,5,High School,Married,$60K - $80K,Blue,22770.0
Existing Customer,50,F,5,Graduate,Married,Less than $40K,Blue,2393.0
Existing Customer,36,F,2,Uneducated,Married,Less than $40K,Blue,2754.0
Attrited Customer,45,M,2,College,Divorced,$40K - $60K,Blue,6530.0
Attrited Customer,45,M,3,College,Married,$40K - $60K,Blue,3538.0
Existing Customer,49,M,1,Unknown,Single,$120K +,Blue,11840.0
Existing Customer,48,F,4,Graduate,Single,Unknown,Blue,23007.0
Existing Customer,50,F,4,High School,Married,$40K - $60K,Blue,1438.3
Existing Customer,40,F,4,Uneducated,Married,Unknown,Blue,13126.0
Attrited Customer,47,F,5,High School,Single,Less than $40K,Blue,8025.0
Attrited Customer,44,M,5,Uneducated,Single,$120K +,Blue,7567.0
Existing Customer,43,F,3,High School,Married,Less than $40K,Blue,1484.0
Attrited Customer,46,M,2,Uneducated,Single,$120K +,Blue,3659.0
Existing Customer,48,M,3,Doctorate,Married,$80K - $120K,Blue,3430.0
Existing Customer,42,M,5,Uneducated,Single,$60K - $80K,Blue,6618.0
Existing Customer,36,F,2,Unknown,Married,Less than $40K,Blue,9092.0
Existing Customer,40,F,5,Uneducated,Married,Less than $40K,Blue,1438.3
Existing Customer,42,M,5,College,Unknown,$80K - $120K,Blue,4765.0
Existing Customer,49,M,3,High School,Single,$120K +,Blue,19032.0
Existing Customer,42,M,3,Graduate,Single,$60K - $80K,Blue,7328.0
Existing Customer,33,F,2,Graduate,Single,$40K - $60K,Blue,3785.0
Existing Customer,41,M,3,College,Married,$60K - $80K,Blue,1438.3
Existing Customer,46,F,4,Graduate,Single,$40K - $60K,Blue,2477.0
Attrited Customer,35,M,2,Graduate,Single,$120K +,Blue,17999.0
Existing Customer,53,F,2,Graduate,Married,Less than $40K,Blue,3176.0
Existing Customer,45,M,3,Graduate,Unknown,$80K - $120K,Blue,4778.0
Existing Customer,46,F,2,High School,Married,Less than $40K,Blue,2644.0
Existing Customer,45,M,2,Graduate,Single,$60K - $80K,Silver,31756.0
Existing Customer,50,M,1,Uneducated,Married,$120K +,Blue,13478.0
Existing Customer,44,F,2,Graduate,Married,Less than $40K,Blue,6022.0
Existing Customer,51,M,2,College,Married,$120K +,Blue,3173.0
Existing Customer,51,F,0,Post-Graduate,Married,$40K - $60K,Blue,8346.0
Existing Customer,47,F,5,Graduate,Married,Less than $40K,Blue,4228.0
Existing Customer,51,M,2,Graduate,Married,$40K - $60K,Blue,4436.0
Existing Customer,52,F,3,High School,Married,Unknown,Blue,3505.0
Existing Customer,56,M,3,Uneducated,Married,$120K +,Blue,16254.0
Existing Customer,49,F,2,High School,Married,Less than $40K,Blue,2992.0
Existing Customer,41,F,3,Uneducated,Single,Less than $40K,Blue,1438.3
Existing Customer,45,F,4,Graduate,Single,Less than $40K,Blue,3342.0
Existing Customer,44,F,2,Uneducated,Married,Less than $40K,Silver,14386.0
Existing Customer,49,M,1,Unknown,Single,$120K +,Blue,34516.0
Existing Customer,55,M,2,Uneducated,Single,$60K - $80K,Blue,7667.0
Existing Customer,46,F,3,Graduate,Married,Unknown,Blue,1438.3
Attrited Customer,60,F,1,High School,Single,Less than $40K,Blue,1795.0
Existing Customer,43,M,2,Unknown,Single,$40K - $60K,Blue,3664.0
Attrited Customer,39,F,2,Unknown,Married,$40K - $60K,Blue,2821.0
Existing Customer,42,M,5,Post-Graduate,Married,$80K - $120K,Blue,31864.0
Existing Customer,44,M,3,High School,Divorced,$60K - $80K,Silver,29081.0
Existing Customer,39,M,2,High School,Married,$60K - $80K,Blue,5471.0
Existing Customer,51,F,0,Graduate,Married,Unknown,Blue,7608.0
Existing Customer,38,F,3,Graduate,Married,Unknown,Blue,11594.0
Existing Customer,46,M,3,Uneducated,Single,$60K - $80K,Blue,1621.0
Attrited Customer,50,F,4,Graduate,Single,Less than $40K,Blue,4038.0
Existing Customer,55,F,5,Uneducated,Married,Less than $40K,Blue,3791.0
Existing Customer,50,F,3,Graduate,Single,Less than $40K,Blue,2382.0
Existing Customer,33,F,0,Unknown,Married,Unknown,Blue,4377.0
Attrited Customer,36,M,2,Graduate,Single,$40K - $60K,Blue,6893.0
Existing Customer,43,F,2,Graduate,Divorced,Less than $40K,Silver,11583.0
Existing Customer,46,F,3,High School,Single,$40K - $60K,Blue,4464.0
Attrited Customer,56,M,0,Doctorate,Married,$120K +,Blue,12648.0
Existing Customer,38,F,2,Graduate,Married,Less than $40K,Blue,2228.0
Existing Customer,59,F,1,College,Married,$40K - $60K,Blue,3720.0
Attrited Customer,53,M,1,Graduate,Single,$80K - $120K,Blue,17742.0
Existing Customer,49,F,3,Graduate,Single,Unknown,Blue,17345.0
Existing Customer,60,F,0,Doctorate,Married,Less than $40K,Blue,2143.0
Existing Customer,34,M,2,High School,Single,$40K - $60K,Blue,2197.0
Existing Customer,63,M,0,Unknown,Married,$80K - $120K,Blue,1817.0
Existing Customer,56,F,2,Graduate,Married,Unknown,Blue,5335.0
Attrited Customer,42,F,3,Graduate,Married,$40K - $60K,Blue,3433.0
Existing Customer,53,F,3,Unknown,Married,$40K - $60K,Blue,2304.0
Existing Customer,39,M,1,Uneducated,Married,$80K - $120K,Blue,17450.0
Existing Customer,42,F,3,Unknown,Single,Less than $40K,Blue,2837.0
Attrited Customer,46,M,2,High School,Single,$120K +,Blue,3659.0
Existing Customer,48,M,5,Post-Graduate,Single,$60K - $80K,Blue,13477.0
Existing Customer,53,M,3,Uneducated,Divorced,$120K +,Blue,14734.0
Existing Customer,47,F,4,Post-Graduate,Single,$40K - $60K,Blue,2216.0
Existing Customer,54,M,2,Uneducated,Single,$40K - $60K,Blue,6628.0
Existing Customer,46,M,2,High School,Divorced,$40K - $60K,Blue,2619.0
Attrited Customer,36,M,3,Post-Graduate,Married,$60K - $80K,Blue,5478.0
Existing Customer,54,F,1,Unknown,Single,Less than $40K,Blue,1476.0
Existing Customer,33,M,3,High School,Married,$80K - $120K,Blue,2711.0
Attrited Customer,42,M,4,Uneducated,Married,$60K - $80K,Silver,34516.0
Existing Customer,26,F,0,Unknown,Married,Less than $40K,Blue,2945.0
Existing Customer,36,F,1,Doctorate,Married,Less than $40K,Blue,3128.0
Existing Customer,54,F,1,Graduate,Single,Unknown,Blue,9352.0
Existing Customer,49,M,1,Graduate,Single,$60K - $80K,Blue,20101.0
Existing Customer,56,F,3,Graduate,Married,Less than $40K,Blue,6347.0
Existing Customer,40,F,3,Uneducated,Unknown,Less than $40K,Blue,2222.0
Existing Customer,41,M,2,High School,Married,$120K +,Blue,10816.0
Existing Customer,42,M,3,Uneducated,Single,$40K - $60K,Blue,10949.0
Existing Customer,38,M,2,Graduate,Married,$80K - $120K,Blue,11444.0
Existing Customer,42,F,3,College,Unknown,Unknown,Blue,1801.0
Attrited Customer,56,F,2,High School,Single,Unknown,Blue,5261.0
Existing Customer,44,F,4,High School,Single,Less than $40K,Blue,3024.0
Existing Customer,52,F,1,Unknown,Single,$40K - $60K,Blue,1766.0
Attrited Customer,52,F,1,High School,Single,Less than $40K,Blue,2372.0
Existing Customer,49,M,3,Graduate,Married,$80K - $120K,Blue,15610.0
Existing Customer,44,M,4,Post-Graduate,Single,$80K - $120K,Blue,22074.0
Existing Customer,34,F,2,Graduate,Single,Less than $40K,Blue,7398.0
Attrited Customer,55,M,3,Unknown,Single,$60K - $80K,Blue,4998.0
Existing Customer,47,F,3,Unknown,Unknown,Less than $40K,Blue,1953.0
Attrited Customer,43,M,1,Graduate,Single,$60K - $80K,Blue,2733.0
Existing Customer,49,M,4,Uneducated,Unknown,$40K - $60K,Blue,4354.0
Existing Customer,50,F,2,Graduate,Married,Unknown,Blue,2611.0
Existing Customer,56,M,2,Graduate,Divorced,$120K +,Blue,13655.0
Existing Customer,54,M,3,Uneducated,Married,$80K - $120K,Blue,12893.0
Existing Customer,54,F,4,Graduate,Single,Less than $40K,Silver,10745.0
Existing Customer,42,M,4,Uneducated,Married,$80K - $120K,Blue,16433.0
Attrited Customer,36,M,3,Graduate,Married,$120K +,Blue,34516.0
Existing Customer,48,F,5,High School,Married,Unknown,Blue,23939.0
Existing Customer,47,F,1,High School,Single,Less than $40K,Blue,9430.0
Existing Customer,53,F,2,College,Single,$40K - $60K,Blue,5332.0
Existing Customer,40,M,2,Graduate,Single,$120K +,Blue,34516.0
Existing Customer,49,F,4,High School,Single,Unknown,Blue,18206.0
Existing Customer,43,M,1,Unknown,Married,$60K - $80K,Blue,17239.0
Existing Customer,48,F,3,High School,Single,Less than $40K,Blue,3520.0
Existing Customer,43,F,3,Uneducated,Single,Unknown,Blue,4210.0
Existing Customer,51,F,2,Graduate,Single,$40K - $60K,Blue,1438.3
Attrited Customer,43,M,3,College,Unknown,$60K - $80K,Blue,19044.0
Attrited Customer,38,F,4,College,Married,Less than $40K,Blue,2984.0
Existing Customer,39,M,3,Uneducated,Single,$60K - $80K,Blue,2527.0
Existing Customer,38,F,1,High School,Divorced,Less than $40K,Blue,2579.0
Existing Customer,35,F,4,Uneducated,Married,$40K - $60K,Blue,3111.0
Existing Customer,48,M,4,Unknown,Divorced,$60K - $80K,Blue,2648.0
Existing Customer,44,M,5,High School,Single,$80K - $120K,Blue,15638.0
Existing Customer,44,F,4,Uneducated,Divorced,Unknown,Blue,7469.0
Attrited Customer,49,M,2,Unknown,Unknown,$60K - $80K,Blue,5176.0
Existing Customer,45,M,2,Uneducated,Married,$80K - $120K,Blue,32275.0
Attrited Customer,53,M,3,Graduate,Married,$80K - $120K,Blue,7290.0
Existing Customer,50,M,3,College,Single,$40K - $60K,Blue,3069.0
Existing Customer,39,M,2,High School,Single,$80K - $120K,Blue,2650.0
Existing Customer,31,F,0,Post-Graduate,Single,Less than $40K,Blue,2968.0
Existing Customer,47,F,3,College,Married,$40K - $60K,Blue,8900.0
Existing Customer,47,F,2,Uneducated,Single,Less than $40K,Blue,3495.0
Existing Customer,45,M,5,Graduate,Married,$80K - $120K,Blue,6065.0
Existing Customer,60,F,2,Unknown,Married,Less than $40K,Blue,9092.0
Attrited Customer,52,M,2,High School,Single,$60K - $80K,Blue,1818.0
Existing Customer,49,M,4,Uneducated,Unknown,$80K - $120K,Blue,21756.0
Attrited Customer,60,F,1,High School,Married,$40K - $60K,Blue,2705.0
Existing Customer,31,M,0,Graduate,Divorced,Less than $40K,Blue,5871.0
Existing Customer,36,M,1,Graduate,Single,Less than $40K,Blue,3920.0
Existing Customer,41,F,2,College,Single,Unknown,Blue,7563.0
Attrited Customer,51,F,2,High School,Single,Unknown,Blue,6519.0
Existing Customer,55,F,2,Uneducated,Married,Unknown,Blue,2162.0
Existing Customer,53,F,1,High School,Single,Less than $40K,Blue,2340.0
Existing Customer,39,M,2,High School,Unknown,$60K - $80K,Silver,29081.0
Existing Customer,38,M,1,High School,Married,$40K - $60K,Blue,8603.0
Existing Customer,48,F,3,College,Single,Less than $40K,Blue,1853.0
Existing Customer,39,F,0,Unknown,Single,Less than $40K,Blue,4710.0
Existing Customer,50,M,2,Graduate,Single,$80K - $120K,Blue,2514.0
Attrited Customer,38,F,2,Unknown,Married,Less than $40K,Blue,4204.0
Attrited Customer,47,F,2,Graduate,Married,Less than $40K,Blue,1693.0
Existing Customer,57,F,3,High School,Single,Less than $40K,Blue,3029.0
Existing Customer,47,F,4,Unknown,Divorced,$40K - $60K,Blue,3888.0
Existing Customer,47,F,4,Graduate,Married,Less than $40K,Blue,2447.0
Existing Customer,49,M,3,Post-Graduate,Single,$120K +,Blue,1438.3
Existing Customer,44,F,3,College,Single,Unknown,Blue,4703.0
Existing Customer,47,F,4,Uneducated,Married,$40K - $60K,Blue,2155.0
Existing Customer,56,M,2,College,Single,$80K - $120K,Gold,34516.0
Existing Customer,44,M,4,Unknown,Single,$80K - $120K,Blue,7558.0
Existing Customer,41,M,5,Unknown,Single,$80K - $120K,Blue,3429.0
Existing Customer,47,M,3,Graduate,Single,$80K - $120K,Blue,11671.0
Existing Customer,50,M,2,Unknown,Married,$60K - $80K,Blue,18085.0
Existing Customer,39,F,2,High School,Married,Less than $40K,Blue,3124.0
Existing Customer,50,M,2,Graduate,Married,$80K - $120K,Blue,12906.0
Existing Customer,30,M,1,Graduate,Single,Unknown,Blue,9070.0
Existing Customer,41,F,1,High School,Single,Less than $40K,Blue,2615.0
Attrited Customer,33,F,3,Unknown,Single,Unknown,Blue,3998.0
Attrited Customer,39,M,2,Graduate,Single,$60K - $80K,Silver,26988.0
Attrited Customer,47,F,5,Doctorate,Married,Less than $40K,Blue,1438.3
Attrited Customer,62,F,0,Doctorate,Married,Less than $40K,Blue,3261.0
Existing Customer,34,M,1,Uneducated,Married,$60K - $80K,Blue,3742.0
Existing Customer,40,F,1,Graduate,Unknown,$40K - $60K,Blue,1438.3
Existing Customer,50,M,3,High School,Single,$40K - $60K,Silver,19360.0
Existing Customer,40,F,3,Uneducated,Married,Less than $40K,Blue,2490.0
Existing Customer,44,F,4,Graduate,Divorced,$40K - $60K,Blue,4022.0
Attrited Customer,53,F,1,College,Single,Less than $40K,Blue,1724.0
Existing Customer,54,F,0,High School,Married,Less than $40K,Blue,3784.0
Existing Customer,59,M,2,High School,Single,Less than $40K,Blue,3897.0
Existing Customer,52,F,4,High School,Single,Unknown,Blue,1461.0
Existing Customer,42,F,5,High School,Single,Less than $40K,Blue,2725.0
Existing Customer,39,F,2,Graduate,Single,Less than $40K,Blue,3246.0
Existing Customer,51,M,2,Graduate,Divorced,$120K +,Blue,34516.0
Existing Customer,50,M,0,Graduate,Single,$80K - $120K,Blue,3370.0
Existing Customer,48,M,3,College,Married,$120K +,Blue,29963.0
Existing Customer,56,M,2,High School,Married,$40K - $60K,Blue,4207.0
Existing Customer,53,M,4,College,Single,$120K +,Blue,7793.0
Existing Customer,33,M,2,Post-Graduate,Married,$60K - $80K,Blue,4370.0
Existing Customer,39,F,2,College,Single,Less than $40K,Blue,1438.3
Existing Customer,53,M,1,Unknown,Single,$120K +,Blue,2717.0
Existing Customer,45,F,3,High School,Divorced,$40K - $60K,Blue,1912.0
Existing Customer,61,M,0,High School,Single,$60K - $80K,Blue,2415.0
Existing Customer,33,F,2,Doctorate,Single,Unknown,Blue,6966.0
Existing Customer,35,M,3,Graduate,Single,$80K - $120K,Blue,16351.0
Existing Customer,51,F,1,Graduate,Single,$40K - $60K,Blue,5830.0
Existing Customer,45,F,3,Graduate,Single,Less than $40K,Blue,2016.0
Existing Customer,42,F,2,Unknown,Married,Less than $40K,Blue,1971.0
Existing Customer,47,F,5,Post-Graduate,Single,Less than $40K,Blue,5950.0
Existing Customer,41,F,3,Post-Graduate,Single,$40K - $60K,Blue,2264.0
Existing Customer,50,M,3,Uneducated,Married,$120K +,Blue,3234.0
Existing Customer,38,F,1,High School,Divorced,Unknown,Blue,5666.0
Existing Customer,65,F,1,Unknown,Single,Less than $40K,Blue,2279.0
Existing Customer,30,M,1,High School,Married,$60K - $80K,Blue,4116.0
Existing Customer,51,M,3,Uneducated,Married,$80K - $120K,Blue,26792.0
Existing Customer,49,M,1,Unknown,Single,$60K - $80K,Blue,10698.0
Existing Customer,46,F,4,Graduate,Divorced,$40K - $60K,Blue,2625.0
Existing Customer,39,M,4,Unknown,Single,$40K - $60K,Blue,1640.0
Existing Customer,43,M,1,High School,Married,$80K - $120K,Silver,34516.0
Existing Customer,40,F,4,Unknown,Single,Less than $40K,Blue,2594.0
Existing Customer,43,M,4,High School,Single,$80K - $120K,Blue,31302.0
Attrited Customer,54,F,2,Graduate,Unknown,Less than $40K,Blue,3413.0
Existing Customer,44,F,3,Graduate,Single,$40K - $60K,Blue,5724.0
Existing Customer,48,M,2,High School,Married,$40K - $60K,Blue,6168.0
Existing Customer,50,F,3,Graduate,Married,Less than $40K,Blue,2999.0
Existing Customer,36,M,2,Uneducated,Single,$60K - $80K,Blue,13961.0
Existing Customer,40,F,3,High School,Single,Less than $40K,Blue,2775.0
Existing Customer,55,F,1,Post-Graduate,Married,$40K - $60K,Blue,8633.0
Existing Customer,55,F,2,Uneducated,Married,$40K - $60K,Blue,6175.0
Existing Customer,54,M,3,High School,Married,$80K - $120K,Blue,29149.0
Existing Customer,41,M,2,Uneducated,Married,$80K - $120K,Blue,10873.0
Existing Customer,43,M,4,Unknown,Married,$120K +,Blue,33791.0
Existing Customer,46,F,4,Uneducated,Single,Less than $40K,Blue,2490.0
Existing Customer,43,F,3,Graduate,Married,$40K - $60K,Blue,2800.0
Existing Customer,52,F,3,Unknown,Single,Less than $40K,Blue,2555.0
Existing Customer,57,F,1,Graduate,Unknown,Less than $40K,Silver,10074.0
Attrited Customer,48,M,4,Unknown,Married,$60K - $80K,Blue,8737.0
Existing Customer,56,M,3,Post-Graduate,Married,$120K +,Blue,27391.0
Attrited Customer,48,M,3,Unknown,Married,$80K - $120K,Blue,6805.0
Existing Customer,42,M,3,Unknown,Married,$80K - $120K,Blue,7537.0
Existing Customer,42,F,3,Graduate,Married,Less than $40K,Blue,1438.3
Attrited Customer,48,M,3,Unknown,Single,$60K - $80K,Blue,3862.0
Attrited Customer,63,M,0,High School,Single,$40K - $60K,Blue,5530.0
Attrited Customer,42,F,1,Uneducated,Single,Less than $40K,Blue,2516.0
Existing Customer,43,F,3,High School,Single,$40K - $60K,Blue,2656.0
Existing Customer,26,F,0,High School,Single,Unknown,Blue,18819.0
Existing Customer,42,M,2,High School,Unknown,$80K - $120K,Blue,2447.0
Existing Customer,45,M,5,High School,Unknown,$60K - $80K,Blue,12616.0
Existing Customer,50,M,3,High School,Single,$120K +,Blue,34516.0
Existing Customer,31,F,0,Graduate,Married,Less than $40K,Blue,3213.0
Attrited Customer,55,M,1,College,Single,$120K +,Blue,9090.0
Existing Customer,48,F,3,High School,Divorced,$40K - $60K,Blue,3871.0
Existing Customer,50,F,1,Uneducated,Single,Less than $40K,Blue,3281.0
Existing Customer,41,M,4,Graduate,Married,$80K - $120K,Blue,4601.0
Attrited Customer,37,F,2,Unknown,Married,Less than $40K,Blue,1690.0
Existing Customer,49,F,2,Uneducated,Married,Less than $40K,Blue,9723.0
Existing Customer,53,F,2,Graduate,Married,Less than $40K,Silver,10186.0
Existing Customer,39,F,2,Unknown,Married,$40K - $60K,Silver,19000.0
Existing Customer,57,M,1,High School,Married,$120K +,Blue,9257.0
Existing Customer,51,M,2,Uneducated,Divorced,$120K +,Blue,34516.0
Attrited Customer,51,F,2,Unknown,Married,Less than $40K,Blue,1438.3
Existing Customer,37,M,2,Graduate,Married,$120K +,Blue,4698.0
Existing Customer,38,F,1,Graduate,Married,Unknown,Blue,2425.0
Existing Customer,50,M,1,Doctorate,Single,$80K - $120K,Blue,3370.0
Attrited Customer,38,M,2,Uneducated,Unknown,$80K - $120K,Blue,34516.0
Attrited Customer,39,M,2,Uneducated,Single,$80K - $120K,Blue,3192.0
Attrited Customer,33,F,2,Graduate,Married,Less than $40K,Blue,1929.0
Existing Customer,31,M,0,Graduate,Married,$40K - $60K,Blue,11473.0
Existing Customer,47,M,1,Graduate,Single,$40K - $60K,Blue,2335.0
Existing Customer,46,M,4,Uneducated,Married,$80K - $120K,Silver,34516.0
Attrited Customer,42,F,3,College,Single,$40K - $60K,Blue,1528.0
Existing Customer,59,M,0,High School,Single,$80K - $120K,Gold,34516.0
Existing Customer,54,M,4,Unknown,Married,$80K - $120K,Blue,1621.0
Existing Customer,49,M,3,Post-Graduate,Single,$120K +,Silver,14938.0
Existing Customer,47,M,1,High School,Married,$60K - $80K,Blue,9389.0
Existing Customer,49,M,4,Post-Graduate,Married,$60K - $80K,Blue,18001.0
Existing Customer,39,F,1,Graduate,Single,Less than $40K,Blue,2533.0
Existing Customer,63,M,1,Uneducated,Single,Less than $40K,Blue,1438.3
Existing Customer,41,M,4,Post-Graduate,Single,$40K - $60K,Blue,3636.0
Existing Customer,55,F,2,Graduate,Married,Less than $40K,Blue,2414.0
Existing Customer,43,M,3,Graduate,Single,$60K - $80K,Blue,16037.0
Existing Customer,49,F,4,Unknown,Divorced,Less than $40K,Blue,3482.0
Existing Customer,62,M,1,Uneducated,Married,$60K - $80K,Blue,7984.0
Existing Customer,30,M,1,Post-Graduate,Married,Less than $40K,Blue,2997.0
Attrited Customer,38,F,2,Graduate,Single,Unknown,Blue,4394.0
Existing Customer,56,M,2,Graduate,Single,$60K - $80K,Blue,13848.0
Attrited Customer,54,F,1,Graduate,Single,Less than $40K,Silver,12094.0
Existing Customer,42,M,3,High School,Single,$40K - $60K,Blue,2793.0
Existing Customer,45,M,5,Uneducated,Single,$60K - $80K,Blue,5826.0
Existing Customer,65,F,1,High School,Married,Unknown,Blue,17542.0
Existing Customer,59,F,0,Graduate,Unknown,Less than $40K,Blue,1438.3
Attrited Customer,40,M,3,Doctorate,Married,$80K - $120K,Silver,34516.0
Existing Customer,52,F,2,High School,Divorced,Unknown,Blue,18038.0
Existing Customer,46,M,3,High School,Married,$120K +,Blue,4916.0
Existing Customer,59,F,0,Unknown,Married,Less than $40K,Blue,2308.0
Existing Customer,60,M,1,Graduate,Single,$60K - $80K,Blue,20101.0
Existing Customer,51,F,2,Post-Graduate,Married,Unknown,Blue,12605.0
Existing Customer,48,M,4,College,Married,$60K - $80K,Gold,34516.0
Attrited Customer,53,M,2,High School,Married,$120K +,Blue,11023.0
Existing Customer,46,F,5,High School,Single,Unknown,Blue,26496.0
Existing Customer,43,M,2,Graduate,Married,$40K - $60K,Silver,16406.0
Existing Customer,36,F,2,Graduate,Married,Less than $40K,Blue,2572.0
Existing Customer,42,M,3,Graduate,Divorced,$80K - $120K,Silver,34516.0
Existing Customer,54,M,2,Unknown,Divorced,$80K - $120K,Blue,29974.0
Existing Customer,47,F,5,High School,Single,$40K - $60K,Blue,1596.0
Existing Customer,37,M,1,High School,Married,$120K +,Blue,27858.0
Existing Customer,43,F,5,Uneducated,Single,Less than $40K,Blue,2859.0
Existing Customer,52,F,1,High School,Married,Less than $40K,Blue,2563.0
Attrited Customer,42,F,2,Graduate,Married,$40K - $60K,Blue,1606.0
Existing Customer,38,M,0,Unknown,Single,$120K +,Blue,15108.0
Existing Customer,35,M,3,Post-Graduate,Single,$80K - $120K,Blue,6278.0
Attrited Customer,48,M,5,Graduate,Single,$60K - $80K,Blue,13477.0
Existing Customer,46,F,2,High School,Single,Less than $40K,Blue,2888.0
Attrited Customer,49,F,2,Unknown,Single,Less than $40K,Blue,2575.0
Existing Customer,28,M,0,Post-Graduate,Married,Less than $40K,Blue,2897.0
