attrition_flag,customer_age,gender,dependent_count,education_level,marital_status,income_category,card_category,credit_limit
Existing Customer,55,M,3,College,Married,Less than $40K,Blue,5128.0
Existing Customer,50,F,3,Uneducated,Single,Unknown,Blue,4349.0
Existing Customer,60,F,1,Unknown,Single,Less than $40K,Blue,1741.0
Existing Customer,45,M,2,Uneducated,Unknown,$60K - $80K,Blue,19939.0
Existing Customer,37,M,3,Graduate,Married,Less than $40K,Blue,2463.0
Existing Customer,40,M,1,Unknown,Married,$120K +,Blue,12725.0
Attrited Customer,47,F,4,Uneducated,Single,Unknown,Blue,3502.0
Existing Customer,35,M,3,Graduate,Single,Less than $40K,Blue,4439.0
Existing Customer,37,F,1,Graduate,Married,$40K - $60K,Blue,3043.0
Existing Customer,48,M,3,Uneducated,Single,$40K - $60K,Blue,11427.0
Existing Customer,43,F,3,High School,Unknown,Less than $40K,Blue,2616.0
Existing Customer,51,F,3,Uneducated,Unknown,Less than $40K,Blue,3229.0
Existing Customer,55,F,3,Graduate,Married,Less than $40K,Blue,1438.3
Existing Customer,38,F,1,Graduate,Married,$40K - $60K,Blue,2700.0
Existing Customer,45,M,4,Graduate,Single,$60K - $80K,Blue,1682.0
Existing Customer,59,M,1,Unknown,Single,$40K - $60K,Blue,2701.0
Existing Customer,30,F,0,College,Single,Less than $40K,Blue,4445.0
Existing Customer,42,M,4,Unknown,Single,$60K - $80K,Blue,11684.0
Existing Customer,42,M,4,Uneducated,Married,Less than $40K,Silver,13651.0
Attrited Customer,58,M,2,Unknown,Single,$80K - $120K,Blue,30655.0
Existing Customer,53,F,1,High School,Single,Less than $40K,Blue,3424.0
Existing Customer,49,M,3,Uneducated,Married,$120K +,Blue,32563.0
Existing Customer,39,M,4,Graduate,Married,$60K - $80K,Blue,9026.0
Existing Customer,37,M,2,Unknown,Divorced,$60K - $80K,Blue,19044.0
Existing Customer,49,M,3,College,Single,$120K +,Silver,34516.0
Attrited Customer,43,F,3,High School,Single,Less than $40K,Blue,2053.0
Attrited Customer,53,F,2,Uneducated,Married,Less than $40K,Blue,3850.0
Existing Customer,42,M,1,College,Single,$80K - $120K,Silver,34516.0
Existing Customer,47,M,3,Uneducated,Single,$60K - $80K,Blue,8766.0
Existing Customer,41,M,3,High School,Single,$80K - $120K,Blue,6713.0
Existing Customer,46,M,4,Post-Graduate,Married,$60K - $80K,Blue,2527.0
Existing Customer,41,M,3,High School,Married,$60K - $80K,Blue,9428.0
Existing Customer,40,F,3,College,Divorced,Unknown,Blue,2321.0
Existing Customer,51,F,3,Graduate,Single,Unknown,Blue,4846.0
Existing Customer,50,F,4,Graduate,Married,$40K - $60K,Blue,4139.0
Existing Customer,61,M,1,Uneducated,Married,Unknown,Blue,1649.0
Existing Customer,33,F,1,Uneducated,Married,$40K - $60K,Blue,4139.0
Existing Customer,58,F,0,Graduate,Single,$40K - $60K,Blue,5152.0
Existing Customer,48,M,3,Unknown,Unknown,$40K - $60K,Blue,5279.0
Existing Customer,31,M,2,Post-Graduate,Married,$40K - $60K,Blue,3823.0
Attrited Customer,56,F,3,High School,Single,Less than $40K,Blue,4085.0
Existing Customer,43,F,4,Unknown,Single,Less than $40K,Blue,2490.0
Existing Customer,57,F,1,Graduate,Married,Less than $40K,Blue,2203.0
Existing Customer,47,M,2,Unknown,Unknown,$80K - $120K,Blue,14164.0
Existing Customer,56,M,1,Graduate,Single,$80K - $120K,Blue,16835.0
Existing Customer,38,F,1,Uneducated,Married,Less than $40K,Blue,3140.0
Existing Customer,50,M,1,Uneducated,Married,$80K - $120K,Blue,3742.0
Attrited Customer,48,M,4,High School,Married,$60K - $80K,Blue,11376.0
Existing Customer,46,F,3,Unknown,Single,Unknown,Blue,9294.0
Existing Customer,50,M,4,Post-Graduate,Single,$40K - $60K,Blue,8374.0
Attrited Customer,40,M,3,Graduate,Single,Less than $40K,Blue,4439.0
Existing Customer,49,M,3,Uneducated,Divorced,$80K - $120K,Blue,34173.0
Existing Customer,44,M,3,Graduate,Divorced,$80K - $120K,Blue,34516.0
Attrited Customer,54,M,2,College,Married,$120K +,Blue,10916.0
Attrited Customer,57,F,3,High School,Married,Unknown,Blue,5342.0
Existing Customer,44,M,2,Uneducated,Married,$80K - $120K,Blue,13490.0
Existing Customer,47,F,4,Unknown,Single,Less than $40K,Blue,3413.0
Existing Customer,46,M,0,Graduate,Married,$40K - $60K,Blue,7935.0
Existing Customer,49,F,4,Uneducated,Single,Less than $40K,Blue,2646.0
Existing Customer,52,F,2,High School,Single,Less than $40K,Blue,4038.0
Existing Customer,45,F,5,Graduate,Divorced,Unknown,Blue,2705.0
Existing Customer,31,M,2,Uneducated,Married,$80K - $120K,Blue,1631.0
Attrited Customer,57,F,3,Graduate,Married,Less than $40K,Blue,2684.0
Existing Customer,61,F,0,Graduate,Unknown,Less than $40K,Blue,2378.0
Existing Customer,56,F,2,Graduate,Single,$40K - $60K,Blue,2295.0
Existing Customer,36,M,2,Doctorate,Married,$60K - $80K,Blue,22956.0
Existing Customer,52,M,1,Uneducated,Single,$120K +,Blue,8671.0
Existing Customer,42,F,3,High School,Unknown,$40K - $60K,Blue,3054.0
Existing Customer,49,M,4,Graduate,Single,$60K - $80K,Blue,2721.0
Existing Customer,49,M,1,High School,Unknown,$80K - $120K,Silver,34516.0
Attrited Customer,54,F,1,Graduate,Single,Less than $40K,Blue,2370.0
Attrited Customer,45,F,5,High School,Single,Unknown,Blue,9874.0
Existing Customer,42,F,3,Unknown,Married,Less than $40K,Blue,2677.0
Existing Customer,33,F,0,High School,Married,Less than $40K,Blue,2156.0
Existing Customer,44,M,4,Graduate,Married,$120K +,Blue,34516.0
Attrited Customer,30,F,0,College,Single,Less than $40K,Blue,1691.0
Existing Customer,50,F,3,College,Married,Less than $40K,Blue,1438.3
Attrited Customer,49,F,2,Uneducated,Married,Unknown,Blue,1438.3
Attrited Customer,43,F,3,Unknown,Single,Less than $40K,Blue,2886.0
Existing Customer,50,M,1,Unknown,Single,$120K +,Silver,34516.0
Existing Customer,26,F,0,Graduate,Single,$40K - $60K,Blue,3043.0
Existing Customer,52,F,2,High School,Single,Less than $40K,Blue,3029.0
Attrited Customer,40,M,1,Unknown,Single,Less than $40K,Silver,13565.0
Existing Customer,45,F,2,College,Married,Less than $40K,Blue,3170.0
Existing Customer,39,F,2,Uneducated,Married,Less than $40K,Blue,3140.0
Existing Customer,57,M,1,Graduate,Married,$80K - $120K,Blue,2437.0
Existing Customer,43,M,3,High School,Single,$40K - $60K,Blue,4461.0
Existing Customer,51,F,4,High School,Single,Less than $40K,Blue,3449.0
Existing Customer,32,F,1,Unknown,Divorced,Less than $40K,Blue,2763.0
Existing Customer,45,F,3,Uneducated,Divorced,$40K - $60K,Blue,4142.0
Existing Customer,46,M,4,High School,Married,$120K +,Blue,32926.0
Existing Customer,56,F,1,Post-Graduate,Single,Less than $40K,Blue,1724.0
Existing Customer,39,M,1,High School,Single,$60K - $80K,Blue,13961.0
Attrited Customer,33,M,2,Graduate,Married,Less than $40K,Blue,2218.0
Existing Customer,49,F,1,Unknown,Single,Unknown,Blue,10417.0
Existing Customer,49,M,1,Unknown,Single,$80K - $120K,Silver,34516.0
Existing Customer,45,M,2,College,Single,$60K - $80K,Blue,11121.0
Existing Customer,35,M,3,College,Single,$80K - $120K,Blue,26710.0
Existing Customer,55,M,3,Unknown,Married,$40K - $60K,Blue,3097.0
Existing Customer,45,F,3,High School,Divorced,Less than $40K,Blue,1438.3
Attrited Customer,31,F,0,Uneducated,Single,Unknown,Blue,4734.0
Attrited Customer,42,F,5,High School,Single,$40K - $60K,Blue,2822.0
Attrited Customer,37,M,1,High School,Single,$60K - $80K,Blue,2601.0
Attrited Customer,45,F,3,Graduate,Married,Less than $40K,Silver,10790.0
Existing Customer,46,F,3,Unknown,Married,Unknown,Blue,10600.0
Existing Customer,50,M,2,Graduate,Married,$40K - $60K,Blue,2219.0
Existing Customer,48,F,3,Uneducated,Married,Less than $40K,Blue,7323.0
Existing Customer,54,M,1,Graduate,Married,$60K - $80K,Blue,10824.0
Existing Customer,49,F,5,Graduate,Divorced,Less than $40K,Blue,2415.0
Existing Customer,37,F,4,Doctorate,Married,Unknown,Silver,34516.0
Existing Customer,57,M,3,Unknown,Single,$60K - $80K,Silver,25293.0
Existing Customer,43,M,4,Uneducated,Divorced,$80K - $120K,Blue,3430.0
Existing Customer,45,F,2,Graduate,Married,Less than $40K,Blue,1438.3
Attrited Customer,49,F,3,Graduate,Married,Less than $40K,Blue,1757.0
Existing Customer,43,F,5,Unknown,Single,Less than $40K,Blue,1438.3
Attrited Customer,43,F,4,College,Married,Less than $40K,Blue,1662.0
Existing Customer,53,F,0,High School,Married,Less than $40K,Blue,3478.0
Existing Customer,52,F,4,Uneducated,Divorced,$40K - $60K,Blue,3356.0
Existing Customer,40,M,3,Unknown,Divorced,$80K - $120K,Blue,34516.0
Existing Customer,49,M,5,Post-Graduate,Single,$120K +,Blue,17087.0
Existing Customer,48,F,5,Unknown,Married,Less than $40K,Blue,2154.0
Existing Customer,47,F,5,Graduate,Married,$40K - $60K,Blue,7434.0
Existing Customer,53,M,3,Unknown,Married,$80K - $120K,Blue,10979.0
Existing Customer,29,M,0,Graduate,Married,$40K - $60K,Blue,13427.0
Existing Customer,51,F,3,Graduate,Single,Less than $40K,Blue,3276.0
Existing Customer,47,F,5,Unknown,Single,Unknown,Blue,9091.0
Existing Customer,34,F,1,College,Married,$40K - $60K,Blue,2991.0
Existing Customer,31,F,0,Uneducated,Single,Less than $40K,Blue,4868.0
Existing Customer,42,F,3,High School,Married,Less than $40K,Blue,3761.0
Existing Customer,43,F,2,Graduate,Married,Less than $40K,Blue,4311.0
Existing Customer,50,F,0,Graduate,Married,Less than $40K,Blue,2873.0
Existing Customer,47,F,3,Uneducated,Married,Less than $40K,Blue,7323.0
Existing Customer,53,F,3,College,Married,$40K - $60K,Blue,2459.0
Existing Customer,55,M,2,Unknown,Single,$80K - $120K,Silver,34516.0
Existing Customer,44,M,3,Uneducated,Married,$40K - $60K,Blue,4815.0
Existing Customer,42,F,1,High School,Single,Less than $40K,Silver,10190.0
Attrited Customer,38,F,0,High School,Single,Unknown,Blue,3698.0
Existing Customer,36,M,2,College,Married,$60K - $80K,Blue,2576.0
Existing Customer,61,M,0,Uneducated,Single,Less than $40K,Blue,3790.0
Existing Customer,44,F,3,Uneducated,Single,Less than $40K,Blue,1438.3
Attrited Customer,53,M,4,Graduate,Married,$80K - $120K,Blue,3458.0
Existing Customer,39,M,3,Graduate,Married,$40K - $60K,Blue,2494.0
Existing Customer,54,M,2,Graduate,Single,$120K +,Silver,34516.0
Existing Customer,42,F,3,Graduate,Single,$40K - $60K,Blue,3378.0
Attrited Customer,39,F,5,College,Married,Less than $40K,Blue,3116.0
Existing Customer,64,M,0,Graduate,Single,Less than $40K,Blue,2717.0
Attrited Customer,45,M,3,Unknown,Married,$40K - $60K,Blue,2344.0
Existing Customer,49,F,1,Unknown,Married,Less than $40K,Blue,2636.0
Existing Customer,46,M,2,Graduate,Married,$40K - $60K,Blue,4738.0
Existing Customer,61,F,1,Unknown,Single,$40K - $60K,Blue,1931.0
Existing Customer,35,M,3,High School,Unknown,$40K - $60K,Blue,1705.0
Existing Customer,44,M,3,High School,Single,$80K - $120K,Silver,34516.0
Existing Customer,65,M,1,Graduate,Single,Less than $40K,Blue,4225.0
Existing Customer,32,M,1,High School,Single,$60K - $80K,Blue,1672.0
Existing Customer,53,F,1,Graduate,Married,$40K - $60K,Blue,2396.0
Existing Customer,52,F,2,High School,Single,Less than $40K,Blue,4209.0
Attrited Customer,52,M,2,Graduate,Single,$120K +,Blue,19715.0
Existing Customer,43,F,3,Post-Graduate,Married,Less than $40K,Blue,2311.0
Existing Customer,37,F,2,High School,Unknown,Unknown,Blue,14831.0
Existing Customer,51,M,0,College,Married,$80K - $120K,Blue,1864.0
Attrited Customer,49,M,4,College,Married,$80K - $120K,Blue,1925.0
Existing Customer,44,M,4,Uneducated,Divorced,$80K - $120K,Blue,15594.0
Existing Customer,43,F,4,Graduate,Divorced,Less than $40K,Silver,14002.0
Attrited Customer,46,M,0,High School,Married,$80K - $120K,Blue,12464.0
Existing Customer,42,F,2,Graduate,Married,$40K - $60K,Blue,9559.0
Existing Customer,37,M,3,Graduate,Married,$40K - $60K,Blue,5801.0
Existing Customer,36,F,2,Graduate,Married,Unknown,Blue,4685.0
Existing Customer,47,F,2,College,Divorced,Less than $40K,Blue,1438.3
Existing Customer,34,M,1,High School,Single,$40K - $60K,Blue,3600.0
Existing Customer,39,F,2,High School,Single,Less than $40K,Blue,6899.0
Existing Customer,42,M,2,Graduate,Single,$60K - $80K,Blue,7293.0
Existing Customer,51,F,2,Unknown,Married,$40K - $60K,Blue,2560.0
Existing Customer,48,M,2,High School,Married,$40K - $60K,Blue,5800.0
Existing Customer,61,M,1,Unknown,Single,$60K - $80K,Blue,2706.0
Existing Customer,48,F,2,Graduate,Married,Unknown,Blue,24221.0
Existing Customer,46,M,1,Unknown,Married,$60K - $80K,Blue,3599.0
Existing Customer,51,F,2,Graduate,Single,Less than $40K,Blue,2484.0
Existing Customer,42,M,4,Graduate,Single,$80K - $120K,Blue,10374.0
Existing Customer,53,M,2,Uneducated,Married,$40K - $60K,Blue,5501.0
Existing Customer,42,F,3,Unknown,Married,Unknown,Blue,7226.0
Existing Customer,47,F,4,Unknown,Single,Unknown,Blue,3334.0
Existing Customer,29,M,1,College,Single,$40K - $60K,Blue,2657.0
Existing Customer,60,M,0,Unknown,Unknown,$60K - $80K,Blue,24589.0
Existing Customer,51,M,2,Graduate,Married,$80K - $120K,Blue,11329.0
Existing Customer,45,F,2,College,Married,Less than $40K,Blue,1640.0
Existing Customer,57,F,3,Uneducated,Single,$40K - $60K,Blue,1872.0
Existing Customer,31,M,1,Graduate,Married,Less than $40K,Blue,2718.0
Existing Customer,44,F,3,College,Married,Less than $40K,Blue,3398.0
Existing Customer,51,F,1,High School,Married,Less than $40K,Blue,3025.0
Existing Customer,56,F,0,College,Married,Less than $40K,Blue,2143.0
Existing Customer,44,F,1,Unknown,Married,$40K - $60K,Blue,3881.0
Existing Customer,47,F,3,High School,Single,Unknown,Blue,4349.0
Existing Customer,59,F,1,Uneducated,Divorced,$40K - $60K,Blue,8633.0
Existing Customer,57,M,1,High School,Single,$120K +,Blue,9272.0
Existing Customer,51,F,2,High School,Married,Less than $40K,Blue,5881.0
Existing Customer,35,M,1,Uneducated,Divorced,$60K - $80K,Blue,19044.0
Existing Customer,35,F,2,Unknown,Divorced,Less than $40K,Blue,2501.0
Existing Customer,59,F,1,Uneducated,Divorced,$40K - $60K,Blue,5366.0
Existing Customer,43,F,3,Doctorate,Married,Unknown,Blue,2692.0
Existing Customer,39,F,2,Uneducated,Married,Less than $40K,Blue,4066.0
Existing Customer,42,F,3,Graduate,Married,Less than $40K,Blue,3794.0
Existing Customer,42,M,3,Graduate,Married,$80K - $120K,Blue,33408.0
Existing Customer,34,M,0,High School,Married,$80K - $120K,Blue,21927.0
Existing Customer,57,F,3,High School,Married,$40K - $60K,Blue,6803.0
Existing Customer,58,F,1,College,Single,Less than $40K,Blue,8141.0
Existing Customer,41,F,2,Graduate,Married,Less than $40K,Blue,2873.0
Existing Customer,58,F,0,Graduate,Unknown,Less than $40K,Blue,2220.0
Existing Customer,54,F,2,Unknown,Single,Unknown,Blue,10351.0
Existing Customer,46,M,4,Graduate,Married,$120K +,Blue,34516.0
Existing Customer,51,M,2,Graduate,Married,$60K - $80K,Blue,4752.0
Existing Customer,48,M,1,High School,Married,$80K - $120K,Blue,34516.0
Existing Customer,51,M,2,Graduate,Married,$60K - $80K,Blue,4666.0
Existing Customer,44,M,3,College,Married,$40K - $60K,Blue,10747.0
Existing Customer,53,F,2,Unknown,Married,Less than $40K,Silver,10741.0
Existing Customer,54,F,1,Graduate,Married,Less than $40K,Blue,2945.0
Existing Customer,37,M,2,Unknown,Married,$80K - $120K,Blue,7840.0
Existing Customer,55,F,2,High School,Single,Less than $40K,Blue,3478.0
Existing Customer,26,M,0,Graduate,Single,Less than $40K,Blue,2943.0
Existing Customer,49,M,4,Graduate,Single,$60K - $80K,Blue,1896.0
Existing Customer,51,M,1,Unknown,Married,$60K - $80K,Blue,1973.0
Existing Customer,49,F,4,Uneducated,Unknown,Less than $,Blue,5536.0
Existing Customer,52,F,1,High School,Married,Less than $40K,Blue,3629.0
Attrited Customer,43,M,3,Graduate,Married,$80K - $120K,Blue,1504.0
Existing Customer,44,M,3,Graduate,Divorced,$60K - $80K,Blue,6538.0
Existing Customer,45,M,2,Uneducated,Single,$60K - $80K,Blue,6272.0
Existing Customer,56,F,0,Graduate,Married,Less than $40K,Blue,2203.0
Existing Customer,42,M,4,Unknown,Married,$60K - $80K,Blue,4761.0
Existing Customer,47,F,3,High School,Single,$40K - $60K,Blue,4748.0
Existing Customer,52,F,1,Uneducated,Married,Less than $40K,Blue,3747.0
Existing Customer,51,F,1,High School,Single,Unknown,Blue,5700.0
Existing Customer,54,F,3,College,Single,Less than $40K,Blue,1572.0
Existing Customer,26,M,0,Graduate,Single,Less than $40K,Blue,2943.0
Existing Customer,38,M,1,Graduate,Single,$80K - $120K,Blue,5983.0
Existing Customer,33,M,3,High School,Married,$40K - $60K,Blue,12804.0
Existing Customer,42,M,4,Doctorate,Married,$120K +,Blue,34516.0
Existing Customer,40,F,4,Unknown,Married,Unknown,Blue,3209.0
Existing Customer,37,F,2,Graduate,Single,Less than $40K,Blue,8087.0
Existing Customer,48,M,4,Graduate,Married,$80K - $120K,Blue,29219.0
Existing Customer,57,F,3,Unknown,Married,Less than $40K,Blue,2515.0
Existing Customer,56,F,2,High School,Single,Unknown,Silver,33905.0
Existing Customer,52,M,2,Unknown,Married,$80K - $120K,Blue,2464.0
Existing Customer,37,M,2,High School,Single,$40K - $60K,Blue,5972.0
Existing Customer,43,F,4,Uneducated,Single,Less than $40K,Blue,3883.0
Existing Customer,56,F,2,High School,Single,$40K - $60K,Silver,21681.0
Existing Customer,50,F,4,Graduate,Single,$40K - $60K,Blue,1438.3
Existing Customer,63,M,0,College,Single,$40K - $60K,Blue,5905.0
Existing Customer,49,F,3,Uneducated,Married,Less than $40K,Blue,2189.0
Existing Customer,35,M,3,Uneducated,Divorced,$40K - $60K,Blue,8566.0
Attrited Customer,46,M,0,Graduate,Married,$60K - $80K,Blue,1438.3
Existing Customer,60,F,2,College,Single,$40K - $60K,Blue,2540.0
Existing Customer,49,M,3,Unknown,Divorced,$120K +,Blue,34516.0
Existing Customer,52,M,1,High School,Single,$60K - $80K,Blue,3318.0
Existing Customer,41,F,3,High School,Single,Unknown,Blue,4348.0
Existing Customer,41,M,3,Post-Graduate,Married,$60K - $80K,Blue,6114.0
Existing Customer,61,F,0,Graduate,Married,Less than $40K,Blue,2194.0
Existing Customer,50,M,4,Unknown,Married,$80K - $120K,Blue,13824.0
Existing Customer,33,F,1,Uneducated,Single,Less than $40K,Blue,5931.0
Attrited Customer,38,M,3,Uneducated,Married,$120K +,Blue,18232.0
Existing Customer,54,M,3,Graduate,Married,$80K - $120K,Blue,11114.0
Existing Customer,43,F,4,Graduate,Unknown,$40K - $60K,Blue,2505.0
Attrited Customer,55,F,1,Graduate,Single,Less than $40K,Blue,7361.0
Existing Customer,36,F,3,High School,Married,Less than $40K,Blue,3073.0
Attrited Customer,52,M,0,Unknown,Single,$60K - $80K,Blue,7577.0
Existing Customer,47,F,3,Unknown,Single,$40K - $60K,Blue,1438.3
Existing Customer,39,M,0,High School,Divorced,$120K +,Blue,1438.3
Attrited Customer,42,F,0,High School,Single,Less than $40K,Blue,2886.0
Existing Customer,51,M,3,Graduate,Married,$60K - $80K,Blue,4752.0
Existing Customer,45,F,3,Graduate,Single,Less than $40K,Blue,6245.0
Attrited Customer,42,F,2,Graduate,Single,Less than $40K,Blue,1438.3
Existing Customer,65,F,2,High School,Married,Unknown,Blue,23731.0
Existing Customer,44,F,3,Uneducated,Single,Less than $40K,Blue,4307.0
Attrited Customer,50,F,1,High School,Married,Less than $40K,Blue,2223.0
Existing Customer,54,M,2,Graduate,Single,$120K +,Blue,34516.0
Existing Customer,47,F,2,Unknown,Married,Less than $40K,Silver,13994.0
Existing Customer,47,M,3,High School,Married,$60K - $80K,Blue,14701.0
Existing Customer,46,M,3,Uneducated,Divorced,$80K - $120K,Blue,34516.0
Existing Customer,46,F,4,Graduate,Married,Unknown,Blue,5349.0
Attrited Customer,54,M,2,Graduate,Married,$40K - $60K,Blue,2699.0
Existing Customer,48,M,3,Unknown,Unknown,Less than $40K,Blue,6967.0
Existing Customer,50,F,2,High School,Married,$40K - $60K,Blue,1479.0
Existing Customer,45,M,3,Graduate,Divorced,$60K - $80K,Blue,13448.0
Existing Customer,47,M,2,Unknown,Married,$80K - $120K,Blue,3131.0
Existing Customer,55,M,2,High School,Single,$40K - $60K,Blue,1438.3
Existing Customer,26,F,0,Unknown,Single,Less than $40K,Blue,2763.0
Existing Customer,49,M,3,Uneducated,Married,$80K - $120K,Blue,8714.0
Existing Customer,44,F,3,High School,Married,Less than $40K,Blue,1480.0
Existing Customer,43,M,2,Graduate,Married,$40K - $60K,Blue,4396.0
Existing Customer,43,F,3,High School,Single,Less than $40K,Blue,3124.0
Existing Customer,36,F,3,Graduate,Single,Less than $40K,Blue,5780.0
Attrited Customer,40,F,4,Uneducated,Married,Less than $40K,Blue,1677.0
Existing Customer,60,M,1,Graduate,Single,Less than $40K,Blue,5155.0
Existing Customer,43,F,3,High School,Unknown,$40K - $60K,Blue,3054.0
Existing Customer,45,F,3,Unknown,Divorced,Less than $40K,Blue,8121.0
Existing Customer,44,M,2,Post-Graduate,Single,$60K - $80K,Blue,3135.0
Attrited Customer,51,F,4,Graduate,Single,$40K - $60K,Blue,5351.0
Existing Customer,34,F,4,College,Married,Less than $40K,Blue,2038.0
Attrited Customer,46,M,5,College,Unknown,$120K +,Blue,25937.0
Existing Customer,56,F,5,Graduate,Married,Unknown,Blue,16547.0
Existing Customer,44,F,4,Graduate,Single,Less than $40K,Blue,2658.0
Existing Customer,43,F,3,Unknown,Single,Less than $40K,Blue,2677.0
Existing Customer,55,M,3,College,Unknown,$80K - $120K,Blue,22741.0
Existing Customer,60,F,2,Unknown,Single,Less than $40K,Blue,8283.0
Existing Customer,44,F,4,High School,Single,Unknown,Blue,8795.0
Attrited Customer,40,F,4,Uneducated,Single,Less than $40K,Blue,2892.0
Existing Customer,32,M,0,High School,Unknown,Unknown,Blue,13860.0
Existing Customer,41,F,4,Uneducated,Married,Less than $40K,Blue,2925.0
Existing Customer,34,F,3,Graduate,Married,Less than $40K,Blue,3444.0
Existing Customer,33,F,1,Uneducated,Married,Less than $40K,Blue,1830.0
Existing Customer,52,M,4,High School,Single,$80K - $120K,Silver,34516.0
