gender,address,trade_term,recept_balance,age
F,서울시 성북구 정릉3동,13,850764,39
F,서울시 양천구 신월3동,4,864990,44
F,서울시 강서구 발산1동,4,223091,62
F,서울시 강남구 세곡동,8,232612,57
F,서울시 양천구 신정1동,13,209568,56
F,서울시 강남구 대치4동,19,233148,27
F,서울시 도봉구 창1동,9,5546286,60
F,서울시 용산구 한강로동,5,1546922,34
F,서울시 강남구 삼성2동,9,165052,37
M,서울시 강동구 천호2동,5,587905,54
F,서울시 양천구 신정1동,5,2286545,58
M,서울시 동대문구 전농2동,1,24943712,45
F,서울시 은평구 응암1동,11,324360,63
F,서울시 강서구 화곡1동,20,438369,64
F,서울시 은평구 응암3동,4,333138,35
M,서울시 성동구 행당2동,19,9277984,35
F,서울시 서대문구 홍3동,5,981859,49
F,서울시 강동구 암사3동,9,251928,23
M,서울시 은평구 역촌동,24,2799952,47
M,서울시 강동구 강일동,3,46581,29
F,서울시 강동구 천호2동,16,3463291,69
M,서울시 서대문구 연희동,13,3860266,59
M,서울시 성북구 동선동,11,304655,42
F,서울시 은평구 갈현1동,13,480942,30
F,서울시 중랑구 면목7동,12,542008,53
M,서울시 노원구 상계8동,2,885277,40
M,서울시 용산구 한남동,16,713868,67
F,서울시 강남구 대치4동,16,59693,39
F,서울시 동대문구 청량리동,11,414055,30
M,서울시 금천구 독산1동,10,709256,45
M,서울시 서초구 방배2동,15,3703071,71
F,서울시 중랑구 상봉1동,3,28514406,36
M,서울시 양천구 신정3동,15,20437348,55
F,서울시 강서구 화곡1동,10,1562918,45
M,서울시 서대문구 홍3동,15,533026,39
F,서울시 강서구 화곡2동,7,96071082,50
F,서울시 성북구 월곡2동,1,284553,45
M,서울시 성북구 안암동,12,219864,34
F,서울시 금천구 시흥5동,15,28345067,37
M,서울시 서초구 방배3동,11,973030,36
M,서울시 양천구 목3동,3,7637614,66
F,서울시 송파구 거여2동,14,5048394,22
M,서울시 금천구 신길3동,12,577732,62
M,서울시 노원구 공릉1동,9,214712,36
F,서울시 동작구 노량진1동,3,863985,62
F,서울시 구로구 구로2동,9,840937,27
M,서울시 동작구 노량진1동,9,7495439,42
M,서울시 강동구 천호2동,11,10758538,49
F,서울시 광진구 군자동,11,462567,44
M,서울시 중랑구 신내2동,15,4438877,35
M,서울시 양천구 신정2동,1,98099,67
M,서울시 양천구 신정2동,16,309961,51
F,서울시 관악구 중앙동,7,6364293,54
M,서울시 중랑구 묵2동,12,729459,66
F,서울시 은평구 갈현1동,4,8621945,52
M,서울시 성북구 길음2동,11,9012047,25
M,서울시 강남구 삼성2동,15,729459,46
F,서울시 금천구 시흥5동,12,1893555,39
F,서울시 성북구 종암동,7,506519,32
F,서울시 강서구 가양1동,11,8598919,41
F,서울시 강남구 역삼2동,7,921528,45
M,서울시 은평구 구산동,19,617293,66
F,서울시 강남구 대치1동,10,921528,50
F,서울시 은평구 응암3동,14,5118899,24
F,서울시 동작구 노량진1동,9,407848,51
M,서울시 용산구 한강로동,13,318644,58
M,서울시 동대문구 답십리2동,16,3539418,53
M,서울시 은평구 신사1동,10,324360,32
M,서울시 노원구 하계1동,4,915346,46
F,서울시 관악구 신원동,14,67196,36
M,서울시 양천구 목1동,4,283148,64
M,서울시 송파구 잠실6동,6,823884,68
M,서울시 서대문구 홍1동,16,929154,33
M,서울시 중랑구 면목7동,9,7275786,53
F,서울시 중랑구 면목5동,15,3413716,49
F,서울시 서대문구 북가좌2동,6,674086,40
M,서울시 도봉구 창5동,5,429123,52
F,서울시 중랑구 면목4동,2,85725,62
F,서울시 동대문구 전농1동,17,527308,45
M,서울시 구로구 개봉2동,4,104651,57
F,서울시 성북구 성북동,7,698761,39
F,서울시 성동구 성수2가3동,13,1893555,59
M,서울시 중랑구 묵1동,13,803698,54
M,서울시 중랑구 상봉2동,9,19512419,57
M,서울시 성동구 행당2동,10,664601,54
M,서울시 금천구 대림3동,9,494724,42
M,서울시 금천구 시흥1동,6,3043939,64
F,서울시 강동구 암사1동,7,3885329,57
F,서울시 구로구 구로2동,1,4747603,64
M,서울시 도봉구 창4동,4,871237,37
M,서울시 양천구 목2동,15,539823,21
M,서울시 성북구 장위1동,15,334936,39
F,서울시 송파구 문정2동,3,3290306,62
F,서울시 양천구 신정7동,7,586526,49
F,서울시 성북구 돈암2동,6,465764,37
F,서울시 강서구 우장산동,2,5577833,25
M,서울시 양천구 신정3동,7,22475259,36
M,서울시 강북구 삼양동,12,660958,24
F,서울시 노원구 공릉2동,11,8483718,38
M,서울시 광진구 자양1동,1,317036,48
F,서울시 광진구 중곡3동,3,658065,55
M,서울시 동대문구 제기동,16,658829,30
F,서울시 용산구 한강로동,12,26256297,68
F,서울시 종로구 숭인1동,9,12701270,46
M,서울시 관악구 은천동,9,656067,25
F,서울시 은평구 역촌동,10,7275786,43
F,서울시 강서구 화곡1동,14,690985,37
M,서울시 금천구 독산1동,5,804564,32
F,서울시 은평구 대조동,11,65947,36
F,서울시 송파구 오금동,19,632274,29
F,서울시 양천구 신월3동,4,247742,49
M,서울시 구로구 고척2동,23,383135873,58
M,서울시 강서구 염창동,4,979055,68
F,서울시 성북구 장위2동,12,8591724,27
F,서울시 구로구 구로4동,18,7055790,64
F,서울시 금천구 당산2동,11,827192,45
M,서울시 은평구 응암1동,5,7736475,44
F,서울시 성북구 월곡2동,15,117950264,38
M,서울시 송파구 장지동,8,6134758,69
M,서울시 금천구 양평2동,3,5260714,56
M,서울시 관악구 인헌동,1,6883725,22
F,서울시 강서구 화곡1동,8,1069310,56
M,서울시 강서구 화곡1동,9,690985,58
M,서울시 은평구 신사1동,18,265036,66
F,서울시 성북구 안암동,15,590311,58
M,서울시 노원구 상계3동,11,943485,50
F,서울시 관악구 서림동,1,478842,47
F,서울시 금천구 독산1동,6,556200,40
F,서울시 양천구 신정7동,10,29146508,67
M,서울시 성북구 종암동,15,29666474,50
M,서울시 마포구 성산1동,13,749926,40
F,서울시 은평구 대조동,8,698761,35
M,서울시 동대문구 휘경2동,19,481722,58
F,서울시 은평구 불광1동,18,868878,54
F,서울시 성북구 월곡2동,19,38457,24
F,서울시 중랑구 상봉1동,14,7446825,62
F,서울시 강남구 수서동,7,840937,58
F,서울시 서초구 서초1동,9,955143,38
M,서울시 중랑구 면목2동,16,407848,50
M,서울시 성북구 길음1동,16,25413,66
M,서울시 강서구 가양3동,11,7081673,53
F,서울시 강서구 화곡본동,7,8574873,57
F,서울시 구로구 구로1동,10,543933,30
M,서울시 구로구 구로3동,6,356927,27
F,서울시 서초구 반포1동,17,481722,62
M,서울시 성동구 응봉동,2,328866,27
M,서울시 광진구 화양동,6,678544,58
M,서울시 동대문구 이문1동,8,588655,46
M,서울시 강서구 공항동,22,6573170,36
M,서울시 양천구 신정1동,4,245439,42
M,서울시 구로구 구로3동,8,833592,55
M,서울시 성북구 길음2동,7,2963613,39
F,서울시 광진구 자양1동,5,14898788,51
F,서울시 서초구 반포1동,3,867810,54
F,서울시 강북구 번3동,4,554057,35
F,서울시 도봉구 창2동,7,2436352,49
M,서울시 은평구 갈현1동,4,827063,24
M,서울시 동대문구 이문1동,9,12701270,30
F,서울시 성북구 정릉3동,13,8017047,29
F,서울시 관악구 은천동,6,3043939,54
M,서울시 광진구 구의3동,9,9180730,41
F,서울시 도봉구 쌍문3동,4,9983188,65
F,서울시 서초구 반포4동,14,8039798,58
F,서울시 금천구 당산2동,8,542772,52
M,서울시 강서구 방화3동,16,8691038,60
F,서울시 구로구 고척2동,8,836106,58
M,서울시 강동구 길동,5,263767,40
F,서울시 중랑구 상봉2동,16,880439,57
M,서울시 성북구 돈암2동,14,48441,56
M,서울시 용산구 한남동,1,661805,43
M,서울시 동작구 노량진2동,15,94896,30
F,서울시 강서구 등촌1동,14,307365,64
F,서울시 성동구 마장동,3,573120,49
M,서울시 관악구 서림동,13,528535,45
M,서울시 양천구 목5동,14,383800,34
F,서울시 관악구 조원동,5,610943,52
M,서울시 동작구 상도3동,17,5161023,41
F,서울시 은평구 응암1동,3,397856,52
M,서울시 서대문구 홍1동,1,24943712,53
F,서울시 서초구 내곡동,11,8189492,59
F,서울시 서초구 방배3동,9,8017047,64
F,서울시 은평구 녹번동,5,610943,52
F,서울시 강남구 청담동,4,136204,49
M,서울시 금천구 문래동,5,633387,49
F,서울시 동대문구 전농1동,14,543933,32
F,서울시 도봉구 창1동,6,6189128,50
M,서울시 성북구 정릉1동,14,329148,62
M,서울시 은평구 신사1동,7,129646,27
M,서울시 강동구 명일1동,11,52290,62
F,서울시 금천구 대림3동,7,579364,60
M,서울시 양천구 목5동,3,356140,37
M,서울시 강북구 송천동,3,647602,63
F,서울시 도봉구 창4동,8,840937,31
F,서울시 강동구 둔촌2동,22,467313,26
M,서울시 서대문구 홍3동,12,101204,54
F,서울시 관악구 대학동,16,6722935,54
M,서울시 동대문구 제기동,2,441424,31
F,서울시 동대문구 전농2동,6,11921234,42
M,서울시 서대문구 연희동,5,8660337,67
F,서울시 성북구 삼선동,13,907306,58
M,서울시 용산구 원효로1동,14,12429400,57
M,서울시 서초구 양재1동,16,8691038,59
F,서울시 송파구 가락2동,3,394795,59
F,서울시 서대문구 북가좌2동,6,331111,53
M,서울시 송파구 잠실4동,2,675278,34
F,서울시 관악구 서림동,6,258933,25
M,서울시 관악구 청룡동,19,660909,59
F,서울시 중랑구 신내1동,7,268354,23
M,서울시 중랑구 상봉2동,17,4046378,35
M,서울시 양천구 신월1동,11,3916040,25
F,서울시 도봉구 도봉2동,17,7335791,21
F,서울시 양천구 목2동,7,4439805,23
F,서울시 중랑구 중화2동,4,659390,68
M,서울시 양천구 신정1동,10,8189142,62
F,서울시 금천구 시흥2동,1,4893819,43
F,서울시 송파구 삼전동,16,586134,54
F,서울시 강서구 등촌3동,15,352034,58
M,서울시 금천구 시흥1동,1,408863,37
F,서울시 양천구 목5동,7,3532623,24
M,서울시 동작구 대방동,15,318644,45
F,서울시 강남구 대치4동,6,823884,34
M,서울시 서대문구 홍1동,17,12429400,56
M,서울시 강남구 도곡1동,16,297012,41
F,서울시 도봉구 방학2동,3,370526801,46
F,서울시 양천구 목2동,16,637769,54
F,서울시 금천구 가산동,17,1742164,24
F,서울시 광진구 광장동,9,294685,67
F,서울시 강서구 화곡8동,10,511856,38
F,서울시 강동구 암사3동,13,5048394,29
M,서울시 양천구 신정3동,8,22475259,69
F,서울시 용산구 용산2가동,1,428788,52
F,서울시 송파구 가락2동,4,861964,58
F,서울시 서초구 반포4동,9,579364,40
F,서울시 중랑구 묵2동,5,864990,35
M,서울시 노원구 상계4동,8,604665,54
F,서울시 성동구 왕십리2동,17,416921,56
F,서울시 양천구 목2동,2,8117889,22
F,서울시 구로구 구로3동,8,875157,57
M,서울시 은평구 증산동,15,79751,46
M,서울시 금천구 당산1동,5,804564,56
M,서울시 마포구 공덕동,1,526154,48
F,서울시 강동구 상일동,19,178026,33
F,서울시 구로구 수궁동,12,140337,29
F,서울시 서대문구 북가좌2동,14,405409,36
M,서울시 강동구 천호2동,5,23150862,65
F,서울시 강남구 개포2동,3,85725,37
F,서울시 강남구 세곡동,5,21580174,58
M,서울시 은평구 응암3동,5,263767,57
F,서울시 광진구 구의3동,7,16610469,26
F,서울시 송파구 송파2동,1,4893819,54
F,서울시 중랑구 면목3동,17,5438358,33
F,서울시 강동구 길동,6,853782,69
M,서울시 송파구 잠실본동,17,868878,53
F,서울시 강남구 개포2동,9,9434886,66
F,서울시 성동구 옥수동,17,630474,25
F,서울시 도봉구 방학2동,7,4783318,38
F,서울시 서초구 방배2동,5,594229,30
F,서울시 강서구 가양1동,11,8598919,39
M,서울시 동대문구 장안2동,18,2661621,29
F,서울시 강동구 둔촌2동,7,129727,69
M,서울시 서초구 반포3동,5,634096,45
M,서울시 서초구 방배2동,15,1613015,46
F,서울시 구로구 구로4동,8,210113,61
M,서울시 은평구 응암1동,13,510280,62
M,서울시 양천구 신정3동,15,309864936,57
F,서울시 송파구 송파2동,18,462567,44
M,서울시 금천구 시흥1동,1,8941414,38
M,서울시 강북구 삼양동,6,678544,32
M,서울시 동대문구 이문1동,8,4413752,66
F,서울시 용산구 한남동,10,567344,43
F,서울시 강북구 수유1동,9,423188,54
M,서울시 금천구 당산2동,2,20646417,45
F,서울시 송파구 거여2동,5,900948,56
F,서울시 강동구 암사1동,15,24815465,58
F,서울시 용산구 이촌1동,10,381251,24
F,서울시 마포구 염리동,7,3532623,24
M,서울시 양천구 신정3동,6,762971,43
M,서울시 금천구 문래동,23,393070,36
M,서울시 강남구 신사동,2,328866,63
F,서울시 성동구 금호3가동,5,3108148,47
F,서울시 금천구 시흥2동,22,467313,44
F,서울시 강북구 미아동,9,9109251,34
M,서울시 송파구 거여2동,3,46581,43
F,서울시 관악구 행운동,14,907306,60
F,서울시 강동구 암사1동,10,875126,58
M,서울시 양천구 신정3동,9,5123046,43
M,서울시 중랑구 상봉2동,16,775131,52
F,서울시 동작구 노량진2동,16,4459135,53
F,서울시 중랑구 묵2동,14,598293,64
M,서울시 동대문구 휘경2동,18,1742164,31
M,서울시 은평구 갈현1동,4,9767650,47
F,서울시 관악구 인헌동,17,13236490,40
F,서울시 은평구 증산동,16,144388,52
M,서울시 강서구 방화3동,8,1837866,50
F,서울시 중랑구 면목4동,13,140337,44
M,서울시 강서구 등촌3동,5,804564,40
F,서울시 금천구 시흥5동,18,24532853,27
F,서울시 강동구 상일동,8,4783318,39
F,서울시 서대문구 홍은2동,6,678544,32
M,서울시 강서구 화곡3동,14,48441,29
M,서울시 금천구 시흥2동,9,588961,39
M,서울시 성북구 장위1동,6,1737886,53
F,서울시 광진구 자양3동,23,588698,60
F,서울시 강남구 일원1동,8,8094971,45
M,서울시 광진구 광장동,8,2283534,33
F,서울시 중랑구 묵2동,4,247742,64
F,서울시 은평구 진관동,3,863985,54
F,서울시 은평구 진관동,15,8961877,39
M,서울시 서대문구 충현동,5,263767,26
F,서울시 강서구 화곡1동,16,8017047,21
F,서울시 송파구 문정2동,7,8574873,66
F,서울시 강북구 수유1동,9,16127125,45
F,서울시 서초구 서초4동,20,391019,30
M,서울시 금천구 여의동,1,6883725,30
F,서울시 종로구 숭인1동,15,689448,55
M,서울시 동대문구 이문1동,12,952357,45
M,서울시 금천구 시흥1동,3,809440,54
F,서울시 서초구 방배3동,9,16127125,44
M,서울시 송파구 장지동,16,775131,49
F,서울시 중랑구 면목2동,5,14898788,54
F,서울시 양천구 신정4동,4,19522585,52
F,서울시 서초구 양재1동,8,754637,64
F,서울시 노원구 중계2동,12,775311,22
F,서울시 은평구 증산동,2,14898788,64
M,서울시 동작구 흑석동,1,17284463,23
F,서울시 강서구 발산1동,7,20402797,46
F,서울시 은평구 녹번동,12,29180982,56
M,서울시 강동구 둔촌2동,12,586924,49
F,서울시 성북구 월곡2동,8,1376499,24
M,서울시 양천구 신정7동,9,11973271,52
M,서울시 동대문구 휘경2동,3,173311,50
F,서울시 중랑구 신내2동,3,524996,24
F,서울시 강서구 화곡6동,13,8598919,58
F,서울시 관악구 행운동,9,414055,61
M,서울시 금천구 영등포본동,15,318644,54
M,서울시 금천구 도림동,5,6283253,47
F,서울시 서대문구 홍1동,12,400852,67
M,서울시 강동구 길동,16,635593,61
F,서울시 서초구 내곡동,15,745906,64
F,서울시 도봉구 방학1동,14,925521,48
M,서울시 은평구 응암3동,15,79751,56
M,서울시 강서구 공항동,13,48441,45
F,서울시 송파구 가락본동,2,5577833,22
M,서울시 관악구 서원동,3,129188,54
M,서울시 송파구 거여1동,19,959002,46
F,서울시 강남구 수서동,15,167951,57
F,서울시 강남구 세곡동,6,678544,57
M,서울시 관악구 청룡동,18,80691,53
M,서울시 강서구 등촌2동,2,15277198,48
F,서울시 강서구 화곡1동,14,698246,32
F,서울시 강남구 삼성2동,7,921528,59
M,서울시 금천구 영등포본동,13,28438488,68
M,서울시 동작구 흑석동,16,865417,55
M,서울시 강북구 삼양동,14,921333,40
F,서울시 도봉구 방학2동,12,1893555,36
F,서울시 동대문구 휘경2동,9,648901,51
M,서울시 중랑구 중화1동,14,209568,54
F,서울시 동대문구 장안1동,15,5237294,52
M,서울시 관악구 청림동,4,11855537,62
F,서울시 송파구 가락2동,16,589796,60
F,서울시 강서구 화곡본동,2,799121,69
F,서울시 강서구 가양1동,19,825714,41
F,서울시 송파구 가락본동,8,210113,30
F,서울시 광진구 중곡3동,3,7637614,29
F,서울시 서초구 반포본동,9,955143,30
M,서울시 양천구 신정3동,8,20437348,30
F,서울시 용산구 용산2가동,14,8591724,66
M,서울시 송파구 송파2동,16,929154,46
M,서울시 구로구 구로4동,16,4821558,35
F,서울시 강서구 가양1동,2,545252,53
F,서울시 서초구 반포본동,6,7319485,43
M,서울시 강서구 화곡1동,16,1427992,56
M,서울시 노원구 공릉2동,12,50237672,26
M,서울시 서초구 양재2동,1,824027,41
F,서울시 서초구 방배2동,17,3510962,27
F,서울시 노원구 상계2동,7,16610469,51
F,서울시 구로구 구로2동,16,297012,56
F,서울시 강북구 수유1동,18,98760,71
F,서울시 은평구 응암3동,17,690266,56
F,서울시 강동구 성내1동,2,14573172,66
M,서울시 송파구 장지동,17,272012,56
F,서울시 성동구 왕십리2동,1,428788,42
M,서울시 강북구 번2동,15,29666474,27
F,서울시 도봉구 창5동,5,2950074,34
F,서울시 은평구 대조동,3,845245,27
M,서울시 금천구 양평2동,4,714927,39
F,서울시 중랑구 신내1동,15,865417,57
F,서울시 강남구 개포4동,16,982439,30
M,서울시 중랑구 중화1동,2,20646417,47
M,서울시 동대문구 이문1동,8,515430,57
M,서울시 송파구 거여1동,5,6283253,54
F,서울시 구로구 수궁동,7,20402797,38
F,서울시 중구 장충동,9,754637,54
