gender,address,trade_term,recept_balance,age
M,서울시 관악구 신원동,11,4426458,66
F,서울시 양천구 신정4동,10,840937,66
M,서울시 노원구 공릉1동,3,3946151,24
F,서울시 서초구 내곡동,11,7138181,66
F,서울시 광진구 광장동,10,682794,29
F,서울시 노원구 상계2동,13,850764,48
F,서울시 종로구 혜화동,10,807390,58
M,서울시 관악구 보라매동,16,589796,45
F,서울시 양천구 목5동,10,807390,28
M,서울시 동작구 노량진1동,5,7736475,56
F,서울시 송파구 방이1동,14,867267,43
F,서울시 강남구 삼성2동,10,275476,27
M,서울시 구로구 구로1동,14,147495,39
F,서울시 성북구 월곡2동,20,718045,60
F,서울시 은평구 응암3동,5,223356,20
F,서울시 마포구 대흥동,11,952357,58
F,서울시 서대문구 북가좌2동,17,331111,52
F,서울시 성북구 월곡2동,5,274489,70
M,서울시 강북구 송천동,3,3301075,63
F,서울시 도봉구 방학3동,2,900948,20
M,서울시 관악구 삼성동,14,3916040,32
F,서울시 강동구 상일동,15,6512717,25
M,서울시 성북구 돈암1동,2,9300196,45
F,서울시 서대문구 북가좌2동,17,331111,25
M,서울시 마포구 성산1동,13,4614120,56
M,서울시 동대문구 제기동,11,6815864,60
M,서울시 송파구 삼전동,9,28781,57
F,서울시 은평구 진관동,8,542772,56
M,서울시 강서구 발산1동,13,3860266,30
F,서울시 강동구 명일1동,17,6951875,38
M,서울시 강서구 공항동,13,700108,69
F,서울시 강남구 논현1동,14,29174749,24
F,서울시 도봉구 방학2동,6,610752,32
F,서울시 도봉구 도봉2동,4,334335,23
F,서울시 강남구 논현1동,16,717265,46
F,서울시 강서구 공항동,3,845245,47
M,서울시 노원구 월계2동,19,309961,32
M,서울시 금천구 독산3동,17,2661621,25
M,서울시 양천구 신월1동,8,45108,25
F,서울시 동대문구 청량리동,6,406997,30
M,서울시 구로구 수궁동,19,600256,25
M,서울시 용산구 한강로동,19,787361,60
M,서울시 구로구 가리봉동,3,647602,30
F,서울시 중랑구 면목3동,9,990950,54
M,서울시 서대문구 충현동,14,356838,35
F,서울시 성동구 행당2동,8,925875,28
M,서울시 양천구 신월1동,19,177987,68
F,서울시 도봉구 창1동,13,908489,62
M,서울시 용산구 한남동,12,829033,50
F,서울시 도봉구 창2동,4,851265,45
F,서울시 송파구 잠실본동,13,8017047,43
F,서울시 금천구 문래동,12,739720,69
F,서울시 강서구 공항동,3,4436249,39
M,서울시 강남구 삼성1동,11,882673,23
M,서울시 금천구 독산3동,1,991966,54
M,서울시 서대문구 연희동,14,26685,57
M,서울시 강북구 번1동,7,28534782,48
M,서울시 양천구 신월1동,1,491206,45
F,서울시 서대문구 북가좌2동,8,931621,50
F,서울시 성북구 장위2동,14,987879,62
F,서울시 금천구 시흥1동,3,1315002,49
M,서울시 노원구 공릉2동,5,6824470,47
F,서울시 노원구 하계1동,3,757951,25
M,서울시 강북구 수유3동,18,7712104,58
M,서울시 서대문구 홍3동,11,709256,48
M,서울시 송파구 잠실본동,1,2610177,26
F,서울시 구로구 고척1동,18,607217,29
M,서울시 종로구 종로1가,7,96071082,44
F,서울시 강서구 화곡6동,5,920543,33
F,서울시 강동구 성내3동,16,25083,70
M,서울시 관악구 삼성동,16,617293,56
F,서울시 서대문구 신촌동,1,24375307,44
F,서울시 서대문구 홍2동,7,1937677,46
F,서울시 성북구 정릉3동,13,850764,53
F,서울시 양천구 신월3동,4,864990,49
F,서울시 강서구 발산1동,4,223091,39
F,서울시 강남구 세곡동,8,232612,30
F,서울시 양천구 신정1동,13,209568,60
F,서울시 강남구 대치4동,19,233148,56
F,서울시 도봉구 창1동,9,5546286,54
F,서울시 용산구 한강로동,5,1546922,44
F,서울시 강남구 삼성2동,9,165052,68
M,서울시 강동구 천호2동,5,587905,40
F,서울시 양천구 신정1동,5,2286545,53
M,서울시 동대문구 전농2동,1,24943712,32
F,서울시 은평구 응암1동,11,324360,43
F,서울시 강서구 화곡1동,20,438369,45
F,서울시 은평구 응암3동,4,333138,24
M,서울시 성동구 행당2동,19,9277984,52
F,서울시 서대문구 홍3동,5,981859,33
F,서울시 강동구 암사3동,9,251928,56
M,서울시 은평구 역촌동,24,2799952,29
M,서울시 강동구 강일동,3,46581,59
F,서울시 강동구 천호2동,16,3463291,44
M,서울시 서대문구 연희동,13,3860266,24
M,서울시 성북구 동선동,11,304655,69
F,서울시 은평구 갈현1동,13,480942,46
F,서울시 중랑구 면목7동,12,542008,45
M,서울시 노원구 상계8동,2,885277,36
M,서울시 용산구 한남동,16,713868,38
F,서울시 강남구 대치4동,16,59693,42
F,서울시 동대문구 청량리동,11,414055,42
M,서울시 금천구 독산1동,10,709256,46
M,서울시 서초구 방배2동,15,3703071,48
F,서울시 중랑구 상봉1동,3,28514406,32
M,서울시 양천구 신정3동,15,20437348,53
F,서울시 강서구 화곡1동,10,1562918,33
M,서울시 서대문구 홍3동,15,533026,22
F,서울시 강서구 화곡2동,7,96071082,55
F,서울시 성북구 월곡2동,1,284553,33
M,서울시 성북구 안암동,12,219864,52
F,서울시 금천구 시흥5동,15,28345067,57
M,서울시 서초구 방배3동,11,973030,51
M,서울시 양천구 목3동,3,7637614,37
F,서울시 송파구 거여2동,14,5048394,64
M,서울시 금천구 신길3동,12,577732,52
M,서울시 노원구 공릉1동,9,214712,48
F,서울시 동작구 노량진1동,3,863985,50
F,서울시 구로구 구로2동,9,840937,71
M,서울시 동작구 노량진1동,9,7495439,54
M,서울시 강동구 천호2동,11,10758538,54
F,서울시 광진구 군자동,11,462567,30
M,서울시 중랑구 신내2동,15,4438877,50
M,서울시 양천구 신정2동,1,98099,44
M,서울시 양천구 신정2동,16,309961,62
F,서울시 관악구 중앙동,7,6364293,32
M,서울시 중랑구 묵2동,12,729459,54
F,서울시 은평구 갈현1동,4,8621945,44
M,서울시 성북구 길음2동,11,9012047,38
M,서울시 강남구 삼성2동,15,729459,34
F,서울시 금천구 시흥5동,12,1893555,43
F,서울시 성북구 종암동,7,506519,36
F,서울시 강서구 가양1동,11,8598919,56
F,서울시 강남구 역삼2동,7,921528,49
M,서울시 은평구 구산동,19,617293,60
F,서울시 강남구 대치1동,10,921528,25
F,서울시 은평구 응암3동,14,5118899,56
F,서울시 동작구 노량진1동,9,407848,22
M,서울시 용산구 한강로동,13,318644,60
M,서울시 동대문구 답십리2동,16,3539418,48
M,서울시 은평구 신사1동,10,324360,36
M,서울시 노원구 하계1동,4,915346,49
F,서울시 관악구 신원동,14,67196,29
M,서울시 양천구 목1동,4,283148,57
M,서울시 송파구 잠실6동,6,823884,59
M,서울시 서대문구 홍1동,16,929154,37
M,서울시 중랑구 면목7동,9,7275786,50
F,서울시 중랑구 면목5동,15,3413716,62
F,서울시 서대문구 북가좌2동,6,674086,44
M,서울시 도봉구 창5동,5,429123,24
F,서울시 중랑구 면목4동,2,85725,53
F,서울시 동대문구 전농1동,17,527308,38
M,서울시 구로구 개봉2동,4,104651,49
F,서울시 성북구 성북동,7,698761,44
F,서울시 성동구 성수2가3동,13,1893555,27
M,서울시 중랑구 묵1동,13,803698,53
M,서울시 중랑구 상봉2동,9,19512419,54
M,서울시 성동구 행당2동,10,664601,53
M,서울시 금천구 대림3동,9,494724,43
M,서울시 금천구 시흥1동,6,3043939,54
F,서울시 강동구 암사1동,7,3885329,39
F,서울시 구로구 구로2동,1,4747603,57
M,서울시 도봉구 창4동,4,871237,45
M,서울시 양천구 목2동,15,539823,48
M,서울시 성북구 장위1동,15,334936,23
F,서울시 송파구 문정2동,3,3290306,53
F,서울시 양천구 신정7동,7,586526,63
F,서울시 성북구 돈암2동,6,465764,53
F,서울시 강서구 우장산동,2,5577833,25
M,서울시 양천구 신정3동,7,22475259,41
M,서울시 강북구 삼양동,12,660958,42
F,서울시 노원구 공릉2동,11,8483718,42
M,서울시 광진구 자양1동,1,317036,24
F,서울시 광진구 중곡3동,3,658065,39
M,서울시 동대문구 제기동,16,658829,38
F,서울시 용산구 한강로동,12,26256297,38
F,서울시 종로구 숭인1동,9,12701270,45
M,서울시 관악구 은천동,9,656067,41
F,서울시 은평구 역촌동,10,7275786,41
F,서울시 강서구 화곡1동,14,690985,32
M,서울시 금천구 독산1동,5,804564,56
F,서울시 은평구 대조동,11,65947,47
F,서울시 송파구 오금동,19,632274,36
F,서울시 양천구 신월3동,4,247742,33
M,서울시 구로구 고척2동,23,383135873,46
M,서울시 강서구 염창동,4,979055,34
F,서울시 성북구 장위2동,12,8591724,59
F,서울시 구로구 구로4동,18,7055790,53
F,서울시 금천구 당산2동,11,827192,69
M,서울시 은평구 응암1동,5,7736475,27
F,서울시 성북구 월곡2동,15,117950264,25
M,서울시 송파구 장지동,8,6134758,70
M,서울시 금천구 양평2동,3,5260714,50
M,서울시 관악구 인헌동,1,6883725,67
F,서울시 강서구 화곡1동,8,1069310,44
M,서울시 강서구 화곡1동,9,690985,56
M,서울시 은평구 신사1동,18,265036,25
F,서울시 성북구 안암동,15,590311,63
M,서울시 노원구 상계3동,11,943485,34
F,서울시 관악구 서림동,1,478842,52
F,서울시 금천구 독산1동,6,556200,40
F,서울시 양천구 신정7동,10,29146508,38
M,서울시 성북구 종암동,15,29666474,52
M,서울시 마포구 성산1동,13,749926,60
F,서울시 은평구 대조동,8,698761,54
M,서울시 동대문구 휘경2동,19,481722,49
F,서울시 은평구 불광1동,18,868878,39
F,서울시 성북구 월곡2동,19,38457,32
F,서울시 중랑구 상봉1동,14,7446825,49
F,서울시 강남구 수서동,7,840937,60
F,서울시 서초구 서초1동,9,955143,25
M,서울시 중랑구 면목2동,16,407848,47
M,서울시 성북구 길음1동,16,25413,54
M,서울시 강서구 가양3동,11,7081673,32
F,서울시 강서구 화곡본동,7,8574873,33
F,서울시 구로구 구로1동,10,543933,47
M,서울시 구로구 구로3동,6,356927,68
F,서울시 서초구 반포1동,17,481722,37
M,서울시 성동구 응봉동,2,328866,28
M,서울시 광진구 화양동,6,678544,39
M,서울시 동대문구 이문1동,8,588655,55
M,서울시 강서구 공항동,22,6573170,52
M,서울시 양천구 신정1동,4,245439,34
M,서울시 구로구 구로3동,8,833592,40
M,서울시 성북구 길음2동,7,2963613,39
F,서울시 광진구 자양1동,5,14898788,22
F,서울시 서초구 반포1동,3,867810,51
F,서울시 강북구 번3동,4,554057,39
F,서울시 도봉구 창2동,7,2436352,62
M,서울시 은평구 갈현1동,4,827063,71
M,서울시 동대문구 이문1동,9,12701270,42
F,서울시 성북구 정릉3동,13,8017047,59
F,서울시 관악구 은천동,6,3043939,64
M,서울시 광진구 구의3동,9,9180730,49
F,서울시 도봉구 쌍문3동,4,9983188,32
F,서울시 서초구 반포4동,14,8039798,54
F,서울시 금천구 당산2동,8,542772,47
M,서울시 강서구 방화3동,16,8691038,30
F,서울시 구로구 고척2동,8,836106,43
M,서울시 강동구 길동,5,263767,35
F,서울시 중랑구 상봉2동,16,880439,43
M,서울시 성북구 돈암2동,14,48441,58
M,서울시 용산구 한남동,1,661805,32
M,서울시 동작구 노량진2동,15,94896,39
F,서울시 강서구 등촌1동,14,307365,43
F,서울시 성동구 마장동,3,573120,50
M,서울시 관악구 서림동,13,528535,56
M,서울시 양천구 목5동,14,383800,57
F,서울시 관악구 조원동,5,610943,39
M,서울시 동작구 상도3동,17,5161023,34
F,서울시 은평구 응암1동,3,397856,38
M,서울시 서대문구 홍1동,1,24943712,49
F,서울시 서초구 내곡동,11,8189492,37
F,서울시 서초구 방배3동,9,8017047,69
F,서울시 은평구 녹번동,5,610943,58
F,서울시 강남구 청담동,4,136204,58
M,서울시 금천구 문래동,5,633387,63
F,서울시 동대문구 전농1동,14,543933,57
F,서울시 도봉구 창1동,6,6189128,35
M,서울시 성북구 정릉1동,14,329148,44
M,서울시 은평구 신사1동,7,129646,29
M,서울시 강동구 명일1동,11,52290,66
F,서울시 금천구 대림3동,7,579364,50
M,서울시 양천구 목5동,3,356140,53
M,서울시 강북구 송천동,3,647602,53
F,서울시 도봉구 창4동,8,840937,23
F,서울시 강동구 둔촌2동,22,467313,36
M,서울시 서대문구 홍3동,12,101204,28
F,서울시 관악구 대학동,16,6722935,62
M,서울시 동대문구 제기동,2,441424,47
F,서울시 동대문구 전농2동,6,11921234,61
M,서울시 서대문구 연희동,5,8660337,41
F,서울시 성북구 삼선동,13,907306,53
M,서울시 용산구 원효로1동,14,12429400,36
M,서울시 서초구 양재1동,16,8691038,42
F,서울시 송파구 가락2동,3,394795,62
F,서울시 서대문구 북가좌2동,6,331111,49
M,서울시 송파구 잠실4동,2,675278,39
F,서울시 관악구 서림동,6,258933,50
M,서울시 관악구 청룡동,19,660909,38
F,서울시 중랑구 신내1동,7,268354,24
M,서울시 중랑구 상봉2동,17,4046378,21
M,서울시 양천구 신월1동,11,3916040,51
F,서울시 도봉구 도봉2동,17,7335791,24
F,서울시 양천구 목2동,7,4439805,53
F,서울시 중랑구 중화2동,4,659390,46
M,서울시 양천구 신정1동,10,8189142,68
F,서울시 금천구 시흥2동,1,4893819,24
F,서울시 송파구 삼전동,16,586134,53
F,서울시 강서구 등촌3동,15,352034,52
M,서울시 금천구 시흥1동,1,408863,58
F,서울시 양천구 목5동,7,3532623,56
M,서울시 동작구 대방동,15,318644,30
F,서울시 강남구 대치4동,6,823884,30
M,서울시 서대문구 홍1동,17,12429400,30
M,서울시 강남구 도곡1동,16,297012,37
F,서울시 도봉구 방학2동,3,370526801,57
F,서울시 양천구 목2동,16,637769,32
F,서울시 금천구 가산동,17,1742164,55
F,서울시 광진구 광장동,9,294685,24
F,서울시 강서구 화곡8동,10,511856,48
F,서울시 강동구 암사3동,13,5048394,36
M,서울시 양천구 신정3동,8,22475259,69
F,서울시 용산구 용산2가동,1,428788,68
F,서울시 송파구 가락2동,4,861964,46
F,서울시 서초구 반포4동,9,579364,42
F,서울시 중랑구 묵2동,5,864990,67
M,서울시 노원구 상계4동,8,604665,56
F,서울시 성동구 왕십리2동,17,416921,53
F,서울시 양천구 목2동,2,8117889,54
F,서울시 구로구 구로3동,8,875157,36
M,서울시 은평구 증산동,15,79751,27
M,서울시 금천구 당산1동,5,804564,56
M,서울시 마포구 공덕동,1,526154,31
F,서울시 강동구 상일동,19,178026,27
F,서울시 구로구 수궁동,12,140337,29
F,서울시 서대문구 북가좌2동,14,405409,23
M,서울시 강동구 천호2동,5,23150862,59
F,서울시 강남구 개포2동,3,85725,43
F,서울시 강남구 세곡동,5,21580174,54
M,서울시 은평구 응암3동,5,263767,32
F,서울시 광진구 구의3동,7,16610469,51
F,서울시 송파구 송파2동,1,4893819,28
F,서울시 중랑구 면목3동,17,5438358,33
F,서울시 강동구 길동,6,853782,62
M,서울시 송파구 잠실본동,17,868878,60
F,서울시 강남구 개포2동,9,9434886,46
F,서울시 성동구 옥수동,17,630474,50
F,서울시 도봉구 방학2동,7,4783318,32
F,서울시 서초구 방배2동,5,594229,64
F,서울시 강서구 가양1동,11,8598919,67
M,서울시 동대문구 장안2동,18,2661621,23
F,서울시 강동구 둔촌2동,7,129727,42
M,서울시 서초구 반포3동,5,634096,58
M,서울시 서초구 방배2동,15,1613015,50
F,서울시 구로구 구로4동,8,210113,53
M,서울시 은평구 응암1동,13,510280,27
M,서울시 양천구 신정3동,15,309864936,50
F,서울시 송파구 송파2동,18,462567,28
M,서울시 금천구 시흥1동,1,8941414,25
M,서울시 강북구 삼양동,6,678544,60
M,서울시 동대문구 이문1동,8,4413752,58
F,서울시 용산구 한남동,10,567344,33
F,서울시 강북구 수유1동,9,423188,49
M,서울시 금천구 당산2동,2,20646417,36
F,서울시 송파구 거여2동,5,900948,24
F,서울시 강동구 암사1동,15,24815465,64
F,서울시 용산구 이촌1동,10,381251,34
F,서울시 마포구 염리동,7,3532623,40
M,서울시 양천구 신정3동,6,762971,38
M,서울시 금천구 문래동,23,393070,54
M,서울시 강남구 신사동,2,328866,34
F,서울시 성동구 금호3가동,5,3108148,39
F,서울시 금천구 시흥2동,22,467313,55
F,서울시 강북구 미아동,9,9109251,30
M,서울시 송파구 거여2동,3,46581,46
F,서울시 관악구 행운동,14,907306,63
F,서울시 강동구 암사1동,10,875126,58
M,서울시 양천구 신정3동,9,5123046,53
M,서울시 중랑구 상봉2동,16,775131,42
F,서울시 동작구 노량진2동,16,4459135,40
F,서울시 중랑구 묵2동,14,598293,40
M,서울시 동대문구 휘경2동,18,1742164,49
M,서울시 은평구 갈현1동,4,9767650,52
F,서울시 관악구 인헌동,17,13236490,40
F,서울시 은평구 증산동,16,144388,47
M,서울시 강서구 방화3동,8,1837866,36
F,서울시 중랑구 면목4동,13,140337,61
M,서울시 강서구 등촌3동,5,804564,39
F,서울시 금천구 시흥5동,18,24532853,22
F,서울시 강동구 상일동,8,4783318,53
F,서울시 서대문구 홍은2동,6,678544,53
M,서울시 강서구 화곡3동,14,48441,53
M,서울시 금천구 시흥2동,9,588961,41
M,서울시 성북구 장위1동,6,1737886,33
F,서울시 광진구 자양3동,23,588698,63
F,서울시 강남구 일원1동,8,8094971,52
M,서울시 광진구 광장동,8,2283534,50
F,서울시 중랑구 묵2동,4,247742,50
F,서울시 은평구 진관동,3,863985,52
F,서울시 은평구 진관동,15,8961877,54
M,서울시 서대문구 충현동,5,263767,49
F,서울시 강서구 화곡1동,16,8017047,21
F,서울시 송파구 문정2동,7,8574873,24
F,서울시 강북구 수유1동,9,16127125,56
F,서울시 서초구 서초4동,20,391019,62
M,서울시 금천구 여의동,1,6883725,53
F,서울시 종로구 숭인1동,15,689448,59
M,서울시 동대문구 이문1동,12,952357,47
M,서울시 금천구 시흥1동,3,809440,34
F,서울시 서초구 방배3동,9,16127125,59
M,서울시 송파구 장지동,16,775131,53
F,서울시 중랑구 면목2동,5,14898788,29
F,서울시 양천구 신정4동,4,19522585,41
F,서울시 서초구 양재1동,8,754637,50
F,서울시 노원구 중계2동,12,775311,63
F,서울시 은평구 증산동,2,14898788,43
M,서울시 동작구 흑석동,1,17284463,48
F,서울시 강서구 발산1동,7,20402797,57
F,서울시 은평구 녹번동,12,29180982,57
M,서울시 강동구 둔촌2동,12,586924,28
F,서울시 성북구 월곡2동,8,1376499,37
M,서울시 양천구 신정7동,9,11973271,52
M,서울시 동대문구 휘경2동,3,173311,61
F,서울시 중랑구 신내2동,3,524996,29
F,서울시 강서구 화곡6동,13,8598919,24
F,서울시 관악구 행운동,9,414055,67
M,서울시 금천구 영등포본동,15,318644,43
M,서울시 금천구 도림동,5,6283253,60
F,서울시 서대문구 홍1동,12,400852,34
M,서울시 강동구 길동,16,635593,34
F,서울시 서초구 내곡동,15,745906,31
F,서울시 도봉구 방학1동,14,925521,39
M,서울시 은평구 응암3동,15,79751,67
M,서울시 강서구 공항동,13,48441,54
F,서울시 송파구 가락본동,2,5577833,49
M,서울시 관악구 서원동,3,129188,28
M,서울시 송파구 거여1동,19,959002,36
F,서울시 강남구 수서동,15,167951,45
F,서울시 강남구 세곡동,6,678544,46
M,서울시 관악구 청룡동,18,80691,60
M,서울시 강서구 등촌2동,2,15277198,45
F,서울시 강서구 화곡1동,14,698246,42
F,서울시 강남구 삼성2동,7,921528,57
M,서울시 금천구 영등포본동,13,28438488,41
M,서울시 동작구 흑석동,16,865417,27
M,서울시 강북구 삼양동,14,921333,46
F,서울시 도봉구 방학2동,12,1893555,70
F,서울시 동대문구 휘경2동,9,648901,54
M,서울시 중랑구 중화1동,14,209568,43
F,서울시 동대문구 장안1동,15,5237294,23
M,서울시 관악구 청림동,4,11855537,63
F,서울시 송파구 가락2동,16,589796,47
F,서울시 강서구 화곡본동,2,799121,27
F,서울시 강서구 가양1동,19,825714,38
F,서울시 송파구 가락본동,8,210113,52
F,서울시 광진구 중곡3동,3,7637614,42
F,서울시 서초구 반포본동,9,955143,44
M,서울시 양천구 신정3동,8,20437348,50
F,서울시 용산구 용산2가동,14,8591724,62
M,서울시 송파구 송파2동,16,929154,53
M,서울시 구로구 구로4동,16,4821558,48
F,서울시 강서구 가양1동,2,545252,47
F,서울시 서초구 반포본동,6,7319485,36
M,서울시 강서구 화곡1동,16,1427992,39
M,서울시 노원구 공릉2동,12,50237672,22
M,서울시 서초구 양재2동,1,824027,47
F,서울시 서초구 방배2동,17,3510962,27
F,서울시 노원구 상계2동,7,16610469,45
F,서울시 구로구 구로2동,16,297012,23
F,서울시 강북구 수유1동,18,98760,20
F,서울시 은평구 응암3동,17,690266,41
F,서울시 강동구 성내1동,2,14573172,48
M,서울시 송파구 장지동,17,272012,54
F,서울시 성동구 왕십리2동,1,428788,26
M,서울시 강북구 번2동,15,29666474,47
F,서울시 도봉구 창5동,5,2950074,52
F,서울시 은평구 대조동,3,845245,69
M,서울시 금천구 양평2동,4,714927,65
F,서울시 중랑구 신내1동,15,865417,43
F,서울시 강남구 개포4동,16,982439,43
M,서울시 중랑구 중화1동,2,20646417,27
M,서울시 동대문구 이문1동,8,515430,36
M,서울시 송파구 거여1동,5,6283253,68
F,서울시 구로구 수궁동,7,20402797,57
F,서울시 중구 장충동,9,754637,35
