attrition_flag,customer_age,gender,dependent_count,education_level,marital_status,income_category,card_category,credit_limit
Existing Customer,45,F,1,Graduate,Married,Less than $40K,Blue,5843.0
Attrited Customer,45,F,3,Uneducated,Married,Unknown,Blue,11239.0
Existing Customer,40,F,3,Doctorate,Unknown,Less than $40K,Blue,2969.0
Existing Customer,40,F,2,Graduate,Unknown,Less than $40K,Blue,3240.0
Existing Customer,44,F,4,College,Married,Unknown,Blue,5366.0
Existing Customer,36,M,4,College,Single,$60K - $80K,Blue,8717.0
Existing Customer,41,F,4,High School,Single,Less than $40K,Blue,5721.0
Existing Customer,43,F,2,Graduate,Married,Unknown,Blue,8204.0
Existing Customer,48,F,4,High School,Married,$40K - $60K,Blue,2072.0
Attrited Customer,49,M,4,Unknown,Single,$40K - $60K,Gold,22725.0
Attrited Customer,41,F,2,Unknown,Single,Unknown,Blue,26229.0
Existing Customer,34,F,3,Post-Graduate,Unknown,Less than $40K,Blue,1438.3
Existing Customer,35,F,4,High School,Single,Unknown,Blue,5802.0
Existing Customer,45,F,2,Graduate,Single,$40K - $60K,Blue,2901.0
Attrited Customer,48,M,4,Unknown,Single,$40K - $60K,Blue,5279.0
Existing Customer,58,F,0,Unknown,Married,$40K - $60K,Blue,2038.0
Existing Customer,53,M,4,Post-Graduate,Unknown,$120K +,Blue,34516.0
Existing Customer,49,F,1,Uneducated,Divorced,Less than $40K,Blue,1443.0
Existing Customer,44,M,3,Unknown,Married,$40K - $60K,Blue,11366.0
Existing Customer,44,M,4,College,Married,$40K - $60K,Blue,5452.0
Existing Customer,54,M,5,Graduate,Married,$80K - $120K,Blue,34516.0
Existing Customer,42,M,3,High School,Married,$80K - $120K,Blue,1681.0
Existing Customer,58,F,2,High School,Married,Unknown,Blue,8138.0
Attrited Customer,53,M,2,Uneducated,Single,$60K - $80K,Blue,4107.0
Existing Customer,45,M,2,Uneducated,Married,$60K - $80K,Blue,2221.0
Existing Customer,39,F,1,High School,Married,Less than $40K,Blue,2001.0
Existing Customer,34,F,4,Graduate,Divorced,$40K - $60K,Blue,3897.0
Existing Customer,39,M,3,Graduate,Single,$80K - $120K,Blue,6018.0
Existing Customer,54,F,2,Doctorate,Married,$40K - $60K,Blue,2748.0
Existing Customer,37,M,0,Post-Graduate,Married,$60K - $80K,Blue,5335.0
Existing Customer,54,F,1,Uneducated,Single,Less than $40K,Blue,1438.3
Existing Customer,56,F,2,Uneducated,Single,Less than $40K,Blue,4748.0
Existing Customer,49,F,2,Graduate,Unknown,Less than $40K,Blue,2723.0
Existing Customer,38,F,2,College,Married,Unknown,Blue,1438.3
Existing Customer,42,M,3,Graduate,Married,$80K - $120K,Blue,30117.0
Existing Customer,53,F,4,Graduate,Married,$40K - $60K,Blue,1438.3
Existing Customer,41,M,4,Graduate,Married,$80K - $120K,Blue,26819.0
Existing Customer,49,F,5,Graduate,Unknown,Less than $40K,Blue,3272.0
Existing Customer,51,F,2,Graduate,Single,Less than $40K,Blue,2019.0
Existing Customer,38,M,1,Graduate,Single,$60K - $80K,Blue,23391.0
Existing Customer,38,F,2,Graduate,Single,Less than $40K,Blue,6899.0
Existing Customer,50,M,3,Uneducated,Married,$120K +,Blue,27876.0
Existing Customer,42,M,3,High School,Married,$80K - $120K,Blue,24126.0
Existing Customer,34,M,5,Graduate,Married,$60K - $80K,Blue,8581.0
Existing Customer,58,F,1,Unknown,Married,$40K - $60K,Blue,12423.0
Existing Customer,63,M,0,Graduate,Married,$40K - $60K,Blue,3077.0
Existing Customer,58,F,0,Uneducated,Married,Unknown,Blue,3250.0
Attrited Customer,42,F,3,College,Single,$40K - $60K,Blue,1528.0
Existing Customer,51,F,3,High School,Divorced,Less than $40K,Blue,3616.0
Existing Customer,63,M,1,High School,Married,$60K - $80K,Blue,1438.3
Existing Customer,41,M,3,Unknown,Married,$60K - $80K,Blue,6348.0
Existing Customer,45,M,2,Graduate,Married,$80K - $120K,Blue,3081.0
Attrited Customer,37,F,4,Unknown,Married,Unknown,Blue,6451.0
Existing Customer,38,F,2,High School,Married,Less than $40K,Blue,3420.0
Existing Customer,52,F,3,High School,Married,Unknown,Blue,8279.0
Attrited Customer,56,F,3,Graduate,Single,Unknown,Blue,8869.0
Existing Customer,57,F,2,Doctorate,Married,Less than $40K,Blue,2129.0
Existing Customer,51,M,2,College,Single,$120K +,Blue,3477.0
Attrited Customer,60,M,1,Uneducated,Married,Less than $40K,Blue,1438.3
Existing Customer,49,F,3,Graduate,Unknown,$40K - $60K,Blue,3088.0
Existing Customer,53,M,3,High School,Married,$120K +,Blue,4182.0
Existing Customer,41,F,1,High School,Single,Unknown,Blue,22125.0
Existing Customer,43,M,2,Uneducated,Married,$120K +,Blue,34516.0
Existing Customer,48,M,4,Post-Graduate,Married,$80K - $120K,Blue,22917.0
Existing Customer,46,F,2,Uneducated,Married,Less than $40K,Blue,5825.0
Existing Customer,51,F,0,Unknown,Divorced,Less than $40K,Blue,5465.0
Existing Customer,52,F,3,Graduate,Married,Less than $40K,Blue,9230.0
Existing Customer,42,M,4,Graduate,Single,$60K - $80K,Blue,3322.0
Attrited Customer,45,M,2,Graduate,Divorced,$60K - $80K,Blue,13362.0
Existing Customer,39,M,4,High School,Divorced,$80K - $120K,Blue,32338.0
Existing Customer,45,F,4,Graduate,Single,$40K - $60K,Blue,1850.0
Existing Customer,31,F,0,Uneducated,Divorced,Less than $40K,Blue,2061.0
Existing Customer,38,M,1,Graduate,Single,$80K - $120K,Blue,16665.0
Existing Customer,44,F,3,Graduate,Divorced,Less than $40K,Silver,12033.0
Existing Customer,45,M,4,High School,Married,$80K - $120K,Blue,9852.0
Existing Customer,51,M,0,College,Married,$120K +,Blue,7932.0
Existing Customer,44,M,5,Uneducated,Divorced,$40K - $60K,Blue,11000.0
Existing Customer,53,M,3,College,Single,$120K +,Silver,34516.0
Existing Customer,41,F,4,Uneducated,Single,Unknown,Blue,2875.0
Existing Customer,60,F,0,Graduate,Married,Less than $40K,Blue,1621.0
Existing Customer,44,F,3,Graduate,Married,Less than $40K,Silver,13994.0
Existing Customer,46,F,1,Graduate,Single,Unknown,Blue,6853.0
Existing Customer,58,F,3,Unknown,Married,$40K - $60K,Blue,7553.0
Existing Customer,43,F,3,High School,Married,Less than $40K,Blue,2590.0
Existing Customer,40,F,3,Doctorate,Unknown,$40K - $60K,Silver,16541.0
Existing Customer,65,F,0,Unknown,Single,Less than $40K,Blue,2209.0
Existing Customer,57,M,3,Graduate,Single,$60K - $80K,Blue,19090.0
Existing Customer,38,F,2,High School,Married,$40K - $60K,Blue,1593.0
Existing Customer,50,F,3,Graduate,Married,Less than $40K,Blue,1438.3
Existing Customer,48,M,1,Uneducated,Married,$60K - $80K,Blue,4429.0
Existing Customer,51,F,1,Unknown,Single,Unknown,Blue,4789.0
Existing Customer,45,F,1,Graduate,Single,Less than $40K,Gold,15261.0
Existing Customer,42,F,4,Graduate,Married,$40K - $60K,Blue,2647.0
Existing Customer,33,M,1,Unknown,Single,Less than $40K,Blue,5363.0
Existing Customer,51,F,2,Graduate,Married,Less than $40K,Blue,5118.0
Existing Customer,37,M,3,Graduate,Unknown,$40K - $60K,Blue,14627.0
Existing Customer,42,F,2,High School,Married,$40K - $60K,Blue,2771.0
Existing Customer,37,M,1,Graduate,Single,Unknown,Blue,18889.0
Existing Customer,49,F,4,High School,Single,Less than $40K,Blue,1460.0
Attrited Customer,49,M,5,Uneducated,Married,$60K - $80K,Gold,6224.0
Attrited Customer,56,F,1,College,Married,Less than $40K,Blue,4196.0
Existing Customer,57,M,1,Unknown,Married,$80K - $120K,Blue,21165.0
Existing Customer,34,M,1,College,Single,$40K - $60K,Blue,4274.0
Attrited Customer,57,M,1,Uneducated,Married,$60K - $80K,Blue,9521.0
Attrited Customer,49,F,3,Uneducated,Married,$40K - $60K,Blue,5822.0
Existing Customer,34,F,2,College,Single,Less than $40K,Blue,2304.0
Existing Customer,39,F,1,Unknown,Single,$40K - $60K,Silver,17894.0
Attrited Customer,44,F,4,High School,Single,Less than $40K,Blue,1751.0
Existing Customer,60,F,1,Graduate,Married,Less than $40K,Blue,6160.0
Existing Customer,43,F,3,High School,Unknown,Less than $40K,Blue,2605.0
Existing Customer,53,F,2,Graduate,Married,Less than $40K,Blue,4366.0
Existing Customer,44,F,3,Graduate,Married,Less than $40K,Blue,6441.0
Existing Customer,46,F,2,College,Married,Less than $40K,Blue,2552.0
Attrited Customer,41,F,3,High School,Married,Unknown,Blue,29295.0
Existing Customer,45,F,4,Graduate,Single,Less than $40K,Blue,2072.0
Existing Customer,42,M,3,Graduate,Married,$60K - $80K,Blue,4953.0
Existing Customer,57,F,2,Unknown,Single,Less than $40K,Blue,2454.0
Existing Customer,39,F,3,Graduate,Divorced,Less than $40K,Blue,2525.0
Existing Customer,37,M,2,High School,Single,$40K - $60K,Blue,6244.0
Existing Customer,40,F,2,Graduate,Single,Unknown,Blue,18332.0
Existing Customer,45,F,2,Uneducated,Married,Unknown,Blue,2555.0
Existing Customer,53,F,2,High School,Married,Less than $40K,Blue,3086.0
Existing Customer,43,F,4,Unknown,Single,Unknown,Blue,2735.0
Existing Customer,51,M,4,High School,Single,$80K - $120K,Blue,30503.0
Existing Customer,37,M,2,Unknown,Divorced,$80K - $120K,Blue,20614.0
Existing Customer,49,F,1,Graduate,Divorced,$40K - $60K,Blue,1438.3
Existing Customer,39,F,2,College,Married,$40K - $60K,Blue,2939.0
Existing Customer,43,M,3,Unknown,Single,$80K - $120K,Blue,3642.0
Attrited Customer,38,F,1,Graduate,Single,Less than $40K,Blue,2939.0
Existing Customer,41,M,5,Graduate,Single,$40K - $60K,Blue,11091.0
Existing Customer,51,F,4,Graduate,Single,Less than $40K,Blue,3276.0
Existing Customer,54,M,4,Graduate,Married,$60K - $80K,Blue,8466.0
Existing Customer,49,F,4,Graduate,Divorced,Less than $40K,Blue,1838.0
Existing Customer,60,M,1,Graduate,Married,Less than $40K,Blue,2661.0
Existing Customer,56,F,1,Graduate,Married,Less than $40K,Blue,1438.3
Attrited Customer,56,M,4,Unknown,Single,$120K +,Blue,34516.0
Existing Customer,45,M,2,College,Single,$60K - $80K,Silver,31756.0
Existing Customer,61,F,1,Graduate,Single,Unknown,Blue,2441.0
Existing Customer,49,M,2,Unknown,Married,$80K - $120K,Blue,29893.0
Existing Customer,42,F,2,Uneducated,Married,$40K - $60K,Blue,4439.0
Existing Customer,41,M,5,High School,Married,$120K +,Blue,9924.0
Existing Customer,47,F,1,Graduate,Single,Less than $40K,Blue,2169.0
Attrited Customer,57,M,3,College,Married,$40K - $60K,Blue,1684.0
Existing Customer,47,M,1,Unknown,Single,$80K - $120K,Blue,10972.0
Existing Customer,38,M,2,Unknown,Single,$60K - $80K,Blue,2243.0
Existing Customer,53,F,2,College,Married,Unknown,Blue,2737.0
Existing Customer,34,F,1,Graduate,Single,Unknown,Blue,6376.0
Existing Customer,41,M,2,College,Married,$60K - $80K,Blue,16427.0
Existing Customer,48,F,2,Uneducated,Unknown,$40K - $60K,Silver,16002.0
Attrited Customer,36,M,1,Uneducated,Married,$80K - $120K,Blue,16040.0
Existing Customer,45,F,4,Graduate,Single,Less than $40K,Blue,2072.0
Existing Customer,49,M,1,High School,Single,$80K - $120K,Blue,15030.0
Existing Customer,62,F,0,Graduate,Married,Unknown,Blue,2613.0
Existing Customer,43,F,3,Unknown,Unknown,Less than $40K,Blue,1953.0
Existing Customer,50,M,2,Graduate,Single,$120K +,Blue,24670.0
Existing Customer,61,M,0,High School,Single,$80K - $120K,Blue,10648.0
Existing Customer,53,M,1,Graduate,Single,$80K - $120K,Blue,34516.0
Existing Customer,41,F,3,Unknown,Married,Less than $40K,Blue,6197.0
Existing Customer,41,F,5,Uneducated,Single,$40K - $60K,Blue,2577.0
Existing Customer,51,M,3,Graduate,Single,$60K - $80K,Blue,3228.0
Existing Customer,53,F,3,Graduate,Divorced,Less than $40K,Blue,3714.0
Existing Customer,60,F,1,Unknown,Single,Less than $40K,Blue,2394.0
Existing Customer,44,M,4,Graduate,Unknown,$80K - $120K,Blue,22863.0
Existing Customer,43,M,1,Graduate,Married,$80K - $120K,Blue,14612.0
Existing Customer,41,F,3,College,Single,$40K - $60K,Blue,2577.0
Existing Customer,57,M,2,Unknown,Single,$80K - $120K,Blue,19110.0
Existing Customer,50,F,1,Doctorate,Married,Less than $40K,Silver,10836.0
Existing Customer,48,F,3,Post-Graduate,Married,Less than $40K,Silver,13991.0
Existing Customer,44,F,4,Unknown,Unknown,$40K - $60K,Silver,20231.0
Existing Customer,47,F,4,Unknown,Unknown,Less than $40K,Blue,3482.0
Attrited Customer,41,F,3,Uneducated,Married,$40K - $60K,Blue,2701.0
Existing Customer,56,M,1,Unknown,Married,$40K - $60K,Blue,4726.0
Attrited Customer,55,M,3,Unknown,Single,$60K - $80K,Blue,1723.0
Attrited Customer,53,M,1,Post-Graduate,Unknown,$120K +,Blue,28043.0
Existing Customer,45,M,4,Unknown,Unknown,$40K - $60K,Blue,3421.0
Existing Customer,54,F,0,Unknown,Married,Less than $40K,Blue,1841.0
Existing Customer,44,F,2,High School,Unknown,Less than $40K,Blue,9235.0
Existing Customer,41,F,2,College,Married,Unknown,Blue,5659.0
Existing Customer,55,M,1,Post-Graduate,Single,$80K - $120K,Blue,9890.0
Existing Customer,47,F,5,Unknown,Unknown,Less than $40K,Blue,5465.0
Existing Customer,38,M,2,Uneducated,Married,$80K - $120K,Blue,6704.0
Existing Customer,42,F,2,Uneducated,Single,Less than $40K,Blue,2450.0
Existing Customer,42,M,3,High School,Married,$80K - $120K,Blue,13908.0
Existing Customer,42,M,3,Uneducated,Divorced,$60K - $80K,Blue,6618.0
Existing Customer,47,F,4,Graduate,Single,$40K - $60K,Blue,1438.3
Existing Customer,41,F,1,College,Married,Less than $40K,Blue,1438.3
Existing Customer,42,F,4,College,Single,Less than $40K,Blue,1438.3
Existing Customer,51,M,2,Uneducated,Divorced,$80K - $120K,Blue,23453.0
Existing Customer,44,M,3,High School,Married,$60K - $80K,Blue,7317.0
Existing Customer,56,F,5,Graduate,Single,Less than $40K,Blue,2382.0
Existing Customer,44,F,4,Uneducated,Married,Less than $40K,Silver,11879.0
Existing Customer,34,F,2,Post-Graduate,Single,Less than $40K,Blue,1529.0
Existing Customer,52,M,3,Uneducated,Married,$60K - $80K,Blue,1438.3
Existing Customer,51,M,2,Uneducated,Single,$120K +,Blue,34516.0
Existing Customer,32,F,2,Post-Graduate,Divorced,Less than $40K,Blue,8917.0
Existing Customer,40,M,3,Graduate,Married,$60K - $80K,Blue,5500.0
Existing Customer,53,M,1,Graduate,Single,$80K - $120K,Blue,17742.0
Existing Customer,50,M,0,Post-Graduate,Married,$80K - $120K,Blue,14501.0
Existing Customer,42,F,5,Graduate,Married,$40K - $60K,Blue,2991.0
Existing Customer,41,F,2,Graduate,Unknown,$40K - $60K,Blue,1919.0
Attrited Customer,62,M,0,High School,Single,$60K - $80K,Blue,12254.0
Existing Customer,40,M,2,High School,Married,$60K - $80K,Blue,4155.0
Existing Customer,50,F,1,Graduate,Single,$40K - $60K,Silver,15845.0
Existing Customer,49,F,2,High School,Married,Less than $40K,Blue,2992.0
Existing Customer,53,F,1,Graduate,Married,Less than $40K,Blue,2999.0
Existing Customer,59,F,1,Graduate,Married,Less than $40K,Blue,1677.0
Existing Customer,55,M,1,Unknown,Married,$60K - $80K,Blue,1438.3
Existing Customer,57,F,2,Doctorate,Married,$40K - $60K,Blue,1953.0
Existing Customer,43,M,2,High School,Single,$80K - $120K,Blue,22143.0
Existing Customer,49,F,4,Unknown,Divorced,Less than $40K,Blue,3482.0
Existing Customer,49,M,2,High School,Married,$60K - $80K,Blue,5013.0
Existing Customer,51,F,0,Graduate,Single,Less than $40K,Blue,3276.0
Existing Customer,39,M,3,High School,Single,$60K - $80K,Blue,6228.0
Existing Customer,44,M,3,Unknown,Married,$60K - $80K,Blue,3828.0
Attrited Customer,42,F,3,High School,Married,$40K - $60K,Blue,1585.0
Existing Customer,52,M,1,Unknown,Married,$80K - $120K,Blue,21165.0
Existing Customer,48,F,1,College,Married,Less than $40K,Blue,2640.0
Attrited Customer,62,F,0,Doctorate,Married,Unknown,Blue,7882.0
Existing Customer,62,M,1,High School,Married,$40K - $60K,Blue,3193.0
Attrited Customer,37,M,2,Uneducated,Unknown,$40K - $60K,Blue,6185.0
Existing Customer,38,F,2,Unknown,Single,$40K - $60K,Blue,1438.3
Existing Customer,49,F,3,Unknown,Married,Less than $40K,Blue,2652.0
Existing Customer,46,F,0,Uneducated,Single,Less than $40K,Blue,3827.0
Existing Customer,36,M,0,Graduate,Single,$60K - $80K,Blue,8267.0
Existing Customer,52,M,2,Post-Graduate,Single,$60K - $80K,Blue,1629.0
Existing Customer,43,F,3,Doctorate,Married,Less than $40K,Blue,3541.0
Existing Customer,44,M,1,Unknown,Single,$80K - $120K,Blue,34516.0
Attrited Customer,54,F,1,Graduate,Single,Less than $40K,Silver,13453.0
Existing Customer,33,M,2,College,Single,$80K - $120K,Blue,4178.0
Attrited Customer,41,M,2,Uneducated,Unknown,$60K - $80K,Blue,8311.0
Existing Customer,50,M,2,Graduate,Married,$80K - $120K,Blue,1867.0
Existing Customer,31,M,0,Graduate,Married,$40K - $60K,Blue,2158.0
Existing Customer,34,M,1,Unknown,Married,$60K - $80K,Blue,18951.0
Existing Customer,50,F,2,College,Single,Less than $40K,Blue,1438.3
Existing Customer,63,M,1,Uneducated,Single,$80K - $120K,Blue,2733.0
Existing Customer,46,M,3,Unknown,Single,$80K - $120K,Blue,12559.0
Existing Customer,50,F,1,College,Single,$40K - $60K,Silver,15164.0
Existing Customer,49,F,3,College,Married,$40K - $60K,Blue,8900.0
Attrited Customer,33,M,2,Unknown,Married,$80K - $120K,Blue,1630.0
Existing Customer,51,F,3,Unknown,Unknown,Less than $40K,Blue,9512.0
Existing Customer,52,F,1,Doctorate,Married,Less than $40K,Blue,1663.0
Existing Customer,51,F,2,Doctorate,Single,Less than $40K,Blue,2800.0
Existing Customer,52,F,3,Graduate,Single,Unknown,Blue,12366.0
Attrited Customer,44,F,3,Unknown,Single,Less than $40K,Blue,1857.0
Attrited Customer,49,F,2,Graduate,Married,Less than $40K,Blue,3202.0
Existing Customer,55,F,1,Doctorate,Married,Less than $40K,Blue,3174.0
Existing Customer,43,F,4,High School,Unknown,Less than $40K,Silver,13384.0
Existing Customer,36,F,2,Graduate,Unknown,Less than $40K,Blue,2723.0
Existing Customer,29,F,0,Graduate,Single,Less than $40K,Blue,3640.0
Existing Customer,42,F,3,College,Married,Less than $40K,Blue,6848.0
Existing Customer,43,M,4,College,Unknown,$80K - $120K,Blue,13882.0
Existing Customer,43,F,4,Graduate,Divorced,Less than $40K,Blue,2397.0
Existing Customer,45,M,3,High School,Single,$80K - $120K,Blue,4642.0
Existing Customer,38,M,1,Graduate,Married,$40K - $60K,Blue,6116.0
Existing Customer,38,F,1,College,Married,Unknown,Blue,2425.0
Attrited Customer,55,M,1,High School,Single,$120K +,Blue,10874.0
Existing Customer,55,F,2,Graduate,Married,Less than $40K,Blue,2736.0
Existing Customer,32,F,1,Unknown,Single,Unknown,Blue,19127.0
Existing Customer,50,M,0,Uneducated,Married,$40K - $60K,Blue,2845.0
Existing Customer,49,F,4,Graduate,Single,Less than $40K,Blue,5195.0
Existing Customer,46,F,3,College,Single,Less than $40K,Blue,8886.0
Existing Customer,45,F,3,High School,Single,$40K - $60K,Blue,1912.0
Existing Customer,42,M,4,High School,Married,$60K - $80K,Blue,13804.0
Existing Customer,53,M,0,Graduate,Single,$60K - $80K,Blue,3096.0
Existing Customer,43,F,5,Graduate,Single,Unknown,Blue,4607.0
Existing Customer,41,F,3,Graduate,Married,$40K - $60K,Blue,1872.0
Attrited Customer,35,F,1,Unknown,Married,$40K - $60K,Blue,2045.0
Existing Customer,39,M,2,Graduate,Single,$120K +,Blue,17999.0
Existing Customer,42,F,3,High School,Married,Less than $40K,Blue,9351.0
Existing Customer,39,F,3,Uneducated,Single,Less than $40K,Blue,4328.0
Attrited Customer,55,M,1,High School,Single,$120K +,Blue,19709.0
Existing Customer,50,M,2,Graduate,Married,$80K - $120K,Blue,9873.0
Existing Customer,56,M,4,College,Single,$80K - $120K,Blue,1876.0
Existing Customer,56,F,1,Graduate,Single,Less than $40K,Blue,3173.0
Attrited Customer,40,F,2,Uneducated,Married,Unknown,Blue,1438.3
Attrited Customer,43,F,3,Uneducated,Unknown,Less than $40K,Blue,1662.0
Existing Customer,49,F,5,High School,Divorced,$40K - $60K,Blue,2213.0
Existing Customer,56,F,4,High School,Single,Less than $40K,Blue,3422.0
Existing Customer,44,M,4,Uneducated,Single,$80K - $120K,Blue,34516.0
Existing Customer,51,M,1,Unknown,Single,$80K - $120K,Blue,7562.0
Existing Customer,34,M,4,Post-Graduate,Married,$60K - $80K,Blue,2345.0
Attrited Customer,48,M,4,Unknown,Single,$80K - $120K,Platinum,34516.0
Existing Customer,46,M,3,High School,Single,$80K - $120K,Silver,34516.0
Attrited Customer,43,F,3,High School,Unknown,Less than $40K,Blue,8203.0
Existing Customer,41,M,4,Unknown,Single,Less than $40K,Blue,3429.0
Attrited Customer,53,M,2,Uneducated,Married,$80K - $120K,Blue,20798.0
Attrited Customer,45,F,4,Unknown,Single,Unknown,Blue,2672.0
Existing Customer,49,F,3,Uneducated,Single,Less than $40K,Blue,1630.0
Existing Customer,46,F,3,Graduate,Married,$40K - $60K,Blue,2644.0
Existing Customer,52,F,3,Post-Graduate,Single,Less than $40K,Blue,1438.3
Existing Customer,61,F,1,Graduate,Married,Unknown,Blue,3359.0
Attrited Customer,53,F,2,College,Married,Less than $40K,Blue,5667.0
Attrited Customer,59,F,2,High School,Married,Unknown,Blue,8477.0
